label,full_gev_c,full_gev_loc,full_gev_scale,full_gev_type,full_KS_D,full_KS_p_asym,full_KS_p_boot,trunc_Fu,trunc_KS_D,trunc_KS_p_asym,trunc_KS_p_boot,gpd_c,gpd_scale,gpd_type,gpd_KS_D,gpd_KS_p_asym,gpd_KS_p_boot
POLL_TIMEOUT=20ms,-1.016461000585184,0.0219629497651957,0.0026302340752078,Weibull (upper-bounded),0.33334217866580534,0.0,0.0,0.9970991244029953,0.3392870646745013,0.0,0.0,-0.1813518146933287,26.672457601257705,bounded (xi<0),0.10290854135264188,1.0163217308887237e-20,0.0
POLL_TIMEOUT=3ms,-1.6840766683463886,0.0069775824855799,0.0022278136015042,Weibull (upper-bounded),0.3946519267431565,0.0,0.0,0.9805921062328125,0.4020606017411671,0.0,0.0,-0.13755127962483402,24.613208402913692,bounded (xi<0),0.14376842541681686,2.4000155357731206e-44,0.0
POLL_TIMEOUT=5ms,-1.2730554408635373,0.0045651455386804,0.0009368824843765,Weibull (upper-bounded),0.5378278100864702,0.0,0.0,0.9965372582504948,0.5359831012659362,0.0,0.0,-0.6106461259397695,30.304203618898487,bounded (xi<0),0.17702742921157466,0.0003367181671134291,0.0
