pair,run_id,action,admitted_evaluation_cohort,completed_by_drain,incomplete_by_drain,duplicate_completion_attempts,admitted_messages_per_second,useful_throughput_per_second,deadline_miss_fraction,admitted_cohort_completion_mean_seconds,admitted_cohort_completion_p50_seconds,admitted_cohort_completion_p95_seconds,admitted_cohort_completion_p99_seconds,unfinished_fraction,target_admission_fraction,lag_covered_fraction,consumer_process_seconds,processing_backlog_area_offset_seconds,mean_processing_backlog_offsets,evaluation_and_drain_requested_cpu_seconds,evaluation_and_drain_resource_coverage,quality_flags
single-partition-s71-repeat,run-20260913-033550,none,360000,219015,140985,0,1500.0,792.6208333333333,0.9420583333333333,118.1438207725198,130.56260108947754,220.41017389297485,228.76100206375122,0.391625,1.0,0.9916666666666667,1409.1027753435774,30312757.0,127364.52521008403,2160.0,1.0,
single-partition-s71-repeat,run-20260913-034633,scale,360000,139341,220659,0,1500.0,633.5208333333334,0.9066666666666666,104.32913879234795,97.62964105606079,278.00294828414917,294.12830901145935,0.6129416666666667,1.0,0.8166666666666667,2253.4959395061815,28518579.0,145502.95408163266,3908.356523036957,1.0,Lag coverage below 90%; transition gaps remain part of the result
