index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
504311,synthetic_1,82,1751150888.826765,1751154422.1061268,3533.2793617248535
504321,synthetic_1,97,1751150888.8269067,1751154422.1061792,3533.279272556305
504331,synthetic_1,82,1751150888.8270483,1751154422.1061904,3533.279142141342
504341,synthetic_1,101,1751150888.827185,1751154422.1061985,3533.279013633728
504351,synthetic_1,82,1751150888.827313,1751154422.1062064,3533.278893470764
504361,synthetic_1,90,1751150888.8274443,1751154422.1062133,3533.278769016266
504371,synthetic_1,81,1751150888.827575,1751154422.1062207,3533.2786457538605
504381,synthetic_1,82,1751150888.8277075,1751154422.1062279,3533.278520345688
504391,synthetic_1,82,1751150888.8278432,1751154422.1062348,3533.278391599655
504401,synthetic_1,97,1751150888.8279774,1751154422.106242,3533.2782645225525
504411,synthetic_1,81,1751150888.828109,1751154422.1062493,3533.278140306473
504421,synthetic_1,82,1751150888.828243,1751154422.1062582,3533.2780151367188
504431,synthetic_1,100,1751150888.828377,1751154422.106265,3533.277888059616
504441,synthetic_1,102,1751150888.9178176,1751154422.1062725,3533.1884548664093
504451,synthetic_1,89,1751150888.9216714,1751154422.1062813,3533.184609889984
504461,synthetic_1,90,1751150888.9219067,1751154422.1062884,3533.184381723404
504471,synthetic_1,103,1751150888.922119,1751154422.1062956,3533.184176683426
504481,synthetic_1,89,1751150888.9223282,1751154422.106303,3533.1839747428894
504491,synthetic_1,89,1751150888.9225419,1751154422.10631,3533.1837680339813
504501,synthetic_1,104,1751150888.9227655,1751154422.1063168,3533.183551311493
504511,synthetic_1,102,1751150888.9229724,1751154422.106324,3533.1833515167236
504521,synthetic_1,89,1751150888.9231734,1751154422.1063316,3533.183158159256
504531,synthetic_1,97,1751150888.9233932,1751154422.1063383,3533.1829450130463
504541,synthetic_1,95,1751150888.9236085,1751154422.1063454,3533.1827368736267
504551,synthetic_1,87,1751150888.92382,1751154422.1063523,3533.182532310486
504561,synthetic_1,89,1751150888.9240503,1751154422.10636,3533.182309627533
504571,synthetic_1,97,1751150888.9242477,1751154422.1063676,3533.182119846344
504581,synthetic_1,96,1751150888.9244664,1751154422.1063762,3533.181909799576
504591,synthetic_1,90,1751150889.0212333,1751154422.1063833,3533.0851500034332
504601,synthetic_1,104,1751150889.0213885,1751154422.1063902,3533.085001707077
504611,synthetic_1,82,1751150889.0215642,1751154422.1063974,3533.0848331451416
504621,synthetic_1,82,1751150889.021754,1751154422.1064048,3533.0846507549286
504631,synthetic_1,89,1751150889.021932,1751154422.1064117,3533.0844798088074
504641,synthetic_1,97,1751150889.0221868,1751154422.1064205,3533.0842337608337
504651,synthetic_1,82,1751150889.0224948,1751154422.1064277,3533.083932876587
504661,synthetic_1,104,1751150889.0227056,1751154422.1064346,3533.083729028702
504671,synthetic_1,89,1751150889.0229099,1751154422.106442,3533.0835320949554
504681,synthetic_1,96,1751150889.0230901,1751154422.106449,3533.0833587646484
504691,synthetic_1,100,1751150889.0233102,1751154422.106456,3533.0831458568573
504701,synthetic_1,90,1751150889.0235398,1751154422.1064632,3533.082923412323
504711,synthetic_1,102,1751150889.0237927,1751154422.1064715,3533.082678794861
504721,synthetic_1,96,1751150889.0240033,1751154422.106479,3533.0824756622314
504731,synthetic_1,97,1751150889.0242126,1751154422.106486,3533.0822734832764
504741,synthetic_1,82,1751150889.024398,1751154422.1064932,3533.082095146179
504751,synthetic_1,102,1751150889.0246172,1751154422.1065,3533.081882715225
504761,synthetic_1,82,1751150889.024817,1751154422.1065073,3533.081690311432
504771,synthetic_1,103,1751150889.0249908,1751154422.1065145,3533.081523656845
504781,synthetic_1,97,1751150889.0251973,1751154422.1065218,3533.0813245773315
504791,synthetic_1,85,1751150889.0254,1751154422.106529,3533.0811290740967
504801,synthetic_1,89,1751150889.025585,1751154422.1065357,3533.0809507369995
504811,synthetic_1,80,1751150889.025735,1751154422.1065428,3533.0808079242706
504821,synthetic_1,89,1751150889.0259025,1751154422.1065497,3533.0806472301483
504831,synthetic_1,96,1751150889.0260718,1751154422.1065583,3533.080486536026
504841,synthetic_1,90,1751150889.0262268,1751154422.106566,3533.080339193344
504851,synthetic_1,104,1751150889.0263925,1751154422.1065745,3533.0801820755005
504861,synthetic_1,82,1751150889.026566,1751154422.106582,3533.080015897751
504871,synthetic_1,96,1751150889.0267043,1751154422.1065886,3533.079884290695
504881,synthetic_1,83,1751150889.0268476,1751154422.106596,3533.079748392105
504891,synthetic_1,82,1751150889.0269806,1751154422.106603,3533.0796222686768
504901,synthetic_1,102,1751150889.0271142,1751154422.1066098,3533.0794956684113
504911,synthetic_1,102,1751150889.0272543,1751154422.106617,3533.079362630844
504921,synthetic_1,97,1751150889.0273898,1751154422.1066246,3533.0792348384857
504931,synthetic_1,90,1751150889.0275185,1751154422.1066318,3533.0791132450104
504941,synthetic_1,81,1751150889.027647,1751154422.106639,3533.0789918899536
504951,synthetic_1,104,1751150889.0277789,1751154422.1066458,3533.078866958618
504961,synthetic_1,95,1751150889.0279052,1751154422.106655,3533.0787496566772
504971,synthetic_1,93,1751150889.028043,1751154422.1066625,3533.078619480133
504981,synthetic_1,101,1751150889.028182,1751154422.1066697,3533.078487634659
504991,synthetic_1,96,1751150889.0283165,1751154422.106677,3533.078360557556
505001,synthetic_1,95,1751150889.0284529,1751154422.1066842,3533.0782313346863
505011,synthetic_1,81,1751150889.1176343,1751154422.1066914,3532.9890570640564
505021,synthetic_1,100,1751150889.1178,1751154422.106698,3532.988898038864
505031,synthetic_1,82,1751150889.117979,1751154422.1067052,3532.9887261390686
505041,synthetic_1,89,1751150889.1181555,1751154422.106712,3532.988556623459
505051,synthetic_1,89,1751150889.1183243,1751154422.106719,3532.9883947372437
505061,synthetic_1,88,1751150889.1184976,1751154422.106726,3532.9882283210754
505071,synthetic_1,90,1751150889.1186776,1751154422.106734,3532.98805642128
505081,synthetic_1,82,1751150889.1188512,1751154422.1067417,3532.987890481949
505091,synthetic_1,87,1751150889.1190498,1751154422.1067498,3532.987699985504
505101,synthetic_1,87,1751150889.119246,1751154422.106757,3532.987510919571
