index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
2654950,synthetic_0,97,1750889431.4284575,1751153760.882423,264329.4539654255
2654960,synthetic_0,82,1750889431.517085,1751153760.8824775,264329.3653924465
2654970,synthetic_0,104,1750889431.517542,1751153760.8824892,264329.36494731903
2654980,synthetic_0,82,1750889431.5179234,1751153760.8824983,264329.3645749092
2654990,synthetic_0,83,1750889431.518514,1751153760.882507,264329.3639931679
2655000,synthetic_0,98,1750889431.5194275,1751153760.8825943,264329.3631668091
2655010,synthetic_0,104,1750889431.5198355,1751153760.8827097,264329.3628742695
2655020,synthetic_0,97,1750889431.5201442,1751153760.8827229,264329.36257863045
2655030,synthetic_0,90,1750889431.5207324,1751153760.8827329,264329.3620004654
2655040,synthetic_0,83,1750889431.521072,1751153760.882743,264329.3616709709
2655050,synthetic_0,90,1750889431.5213804,1751153760.8827517,264329.36137127876
2655060,synthetic_0,84,1750889431.5216587,1751153760.8827605,264329.36110186577
2655070,synthetic_0,81,1750889431.5219765,1751153760.8827693,264329.3607928753
2655080,synthetic_0,96,1750889431.52224,1751153760.882778,264329.3605380058
2655090,synthetic_0,98,1750889431.5225542,1751153760.8827872,264329.36023306847
2655100,synthetic_0,96,1750889431.5229125,1751153760.8827972,264329.3598847389
2655110,synthetic_0,96,1750889431.5232885,1751153760.8828058,264329.3595173359
2655120,synthetic_0,97,1750889431.5236182,1751153760.8828158,264329.3591976166
2655130,synthetic_0,97,1750889431.5239952,1751153760.8828473,264329.35885214806
2655140,synthetic_0,95,1750889431.5243554,1751153760.8828561,264329.35850071907
2655150,synthetic_0,93,1750889431.524735,1751153760.882865,264329.3581299782
2655160,synthetic_0,89,1750889431.5250483,1751153760.882881,264329.3578326702
2655170,synthetic_0,103,1750889431.5253277,1751153760.8828886,264329.35756087303
2655180,synthetic_0,103,1750889431.5255587,1751153760.8828974,264329.3573386669
2655190,synthetic_0,104,1750889431.525831,1751153760.8829064,264329.3570754528
2655200,synthetic_0,98,1750889431.5261188,1751153760.8829155,264329.3567967415
2655210,synthetic_0,102,1750889431.5264003,1751153760.8829236,264329.3565232754
2655220,synthetic_0,84,1750889431.5266795,1751153760.882932,264329.35625243187
2655230,synthetic_0,104,1750889431.5269322,1751153760.8829398,264329.356007576
2655240,synthetic_0,98,1750889431.5272107,1751153760.8829482,264329.35573744774
2655250,synthetic_0,91,1750889431.5276735,1751153760.8829563,264329.3552827835
2655260,synthetic_0,88,1750889431.527937,1751153760.8829706,264329.3550336361
2655270,synthetic_0,96,1750889431.5283403,1751153760.882978,264329.35463762283
2655280,synthetic_0,84,1750889431.6181037,1751153760.8829877,264329.26488399506
2655290,synthetic_0,83,1750889431.6183329,1751153760.8829951,264329.2646622658
2655300,synthetic_0,103,1750889431.6188192,1751153760.8830025,264329.26418328285
2655310,synthetic_0,82,1750889431.6193087,1751153760.8830106,264329.26370191574
2655320,synthetic_0,97,1750889431.6195447,1751153760.8830183,264329.26347351074
2655330,synthetic_0,91,1750889431.6197305,1751153760.8830256,264329.26329517365
2655340,synthetic_0,91,1750889431.6199393,1751153760.8830333,264329.26309394836
2655350,synthetic_0,83,1750889431.6201165,1751153760.88304,264329.2629234791
2655360,synthetic_0,104,1750889431.6203356,1751153760.8830483,264329.26271271706
