index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
4017073,synthetic_3,82,1750889853.317944,1751153964.7307496,264111.41280555725
4017083,synthetic_3,91,1750889853.3183947,1751153964.73082,264111.4124252796
4017093,synthetic_3,97,1750889853.318912,1751153964.7308333,264111.41192126274
4017103,synthetic_3,104,1750889853.319397,1751153964.730845,264111.41144800186
4017113,synthetic_3,104,1750889853.3198466,1751153964.7308557,264111.41100907326
4017123,synthetic_3,97,1750889853.3202763,1751153964.7308664,264111.4105901718
4017133,synthetic_3,96,1750889853.3207116,1751153964.7308762,264111.41016459465
4017143,synthetic_3,105,1750889853.3210602,1751153964.730886,264111.40982580185
4017153,synthetic_3,89,1750889853.3213897,1751153964.7308958,264111.40950608253
4017163,synthetic_3,104,1750889853.3217173,1751153964.7309053,264111.40918803215
4017173,synthetic_3,91,1750889853.3220203,1751153964.730915,264111.4088947773
4017183,synthetic_3,90,1750889853.3223617,1751153964.7309244,264111.4085626602
4017193,synthetic_3,104,1750889853.322695,1751153964.7309449,264111.40824985504
4017203,synthetic_3,90,1750889853.3230145,1751153964.7309551,264111.40794062614
4017213,synthetic_3,96,1750889853.323345,1751153964.7309644,264111.4076194763
4017223,synthetic_3,96,1750889853.3236647,1751153964.7309737,264111.4073090553
4017233,synthetic_3,105,1750889853.3239849,1751153964.7309835,264111.40699863434
4017243,synthetic_3,88,1750889853.324294,1751153964.7309957,264111.4067015648
4017253,synthetic_3,102,1750889853.3249583,1751153964.731003,264111.4060447216
4017263,synthetic_3,84,1750889853.3253028,1751153964.7310123,264111.4057095051
4017273,synthetic_3,105,1750889853.3256643,1751153964.7310195,264111.4053552151
4017283,synthetic_3,84,1750889853.3259673,1751153964.7310283,264111.40506100655
4017293,synthetic_3,90,1750889853.3263266,1751153964.7310352,264111.4047086239
4017303,synthetic_3,91,1750889853.3266733,1751153964.7310448,264111.4043715
4017313,synthetic_3,97,1750889853.3272393,1751153964.7310543,264111.40381503105
4017323,synthetic_3,90,1750889853.3274326,1751153964.7310674,264111.4036347866
4017333,synthetic_3,104,1750889853.3276134,1751153964.7310774,264111.4034640789
4017343,synthetic_3,98,1750889853.3277955,1751153964.7310877,264111.4032921791
4017353,synthetic_3,98,1750889853.3279538,1751153964.731098,264111.40314412117
4017363,synthetic_3,93,1750889853.328119,1751153964.7311075,264111.40298843384
4017373,synthetic_3,84,1750889853.3282843,1751153964.7311172,264111.4028329849
4017383,synthetic_3,83,1750889853.3284438,1751153964.7311263,264111.4026825428
4017913,synthetic_3,103,1750889853.621535,1751153964.7311358,264111.1096007824
4017923,synthetic_3,91,1750889853.6219015,1751153964.7311463,264111.10924482346
4017933,synthetic_3,105,1750889853.6222842,1751153964.7311556,264111.10887145996
4017943,synthetic_3,104,1750889853.622675,1751153964.7311654,264111.1084904671
4017953,synthetic_3,104,1750889853.6229615,1751153964.7311754,264111.1082139015
4017963,synthetic_3,96,1750889853.623225,1751153964.7311873,264111.1079623699
4017973,synthetic_3,91,1750889853.6234896,1751153964.7311988,264111.1077091694
4017983,synthetic_3,105,1750889853.6236925,1751153964.731208,264111.1075155735
