index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
738590,synthetic_0,81,1750888837.826808,1751150782.8809783,261945.0541703701
738600,synthetic_0,90,1750888837.8269591,1751150782.8810403,261945.05408120155
738610,synthetic_0,90,1750888837.8271034,1751150782.8810596,261945.05395627022
738620,synthetic_0,83,1750888837.8272486,1751150782.8810742,261945.05382561684
738630,synthetic_0,89,1750888837.8273919,1751150782.8810875,261945.0536956787
738640,synthetic_0,101,1750888837.827551,1751150782.8811102,261945.05355930328
738650,synthetic_0,97,1750888837.8277278,1751150782.8811252,261945.05339741707
738660,synthetic_0,103,1750888837.827891,1751150782.8811388,261945.0532476902
738670,synthetic_0,81,1750888837.828048,1751150782.8811522,261945.05310416222
738680,synthetic_0,97,1750888837.8282049,1751150782.8811655,261945.05296063423
738690,synthetic_0,83,1750888837.8283653,1751150782.8811789,261945.05281352997
738700,synthetic_0,97,1750888837.9183767,1751150782.8811915,261944.9628148079
738710,synthetic_0,89,1750888837.9190123,1751150782.8812041,261944.96219182014
738720,synthetic_0,88,1750888837.919229,1751150782.8812175,261944.9619884491
738730,synthetic_0,102,1750888837.9194608,1751150782.8812306,261944.96176981926
738740,synthetic_0,89,1750888837.9196646,1751150782.881244,261944.96157932281
738750,synthetic_0,103,1750888837.919904,1751150782.8812563,261944.96135234833
738760,synthetic_0,96,1750888837.9201741,1751150782.8812697,261944.96109557152
738770,synthetic_0,104,1750888837.9204597,1751150782.8812835,261944.96082377434
738780,synthetic_0,96,1750888837.9209068,1751150782.8812904,261944.96038365364
738790,synthetic_0,83,1750888837.9211717,1751150782.881298,261944.9601264
738800,synthetic_0,96,1750888837.9214559,1751150782.8813064,261944.9598505497
738810,synthetic_0,102,1750888837.921707,1751150782.8813133,261944.95960640907
738820,synthetic_0,103,1750888837.9219177,1751150782.881322,261944.95940423012
744070,synthetic_0,83,1750888837.6165516,1751150782.881329,261945.26477742195
738830,synthetic_0,103,1750888837.922174,1751150782.8813367,261944.9591627121
738840,synthetic_0,103,1750888837.9223957,1751150782.881345,261944.95894932747
738850,synthetic_0,97,1750888837.9226336,1751150782.8813522,261944.95871853828
738860,synthetic_0,83,1750888837.9228466,1751150782.881359,261944.95851254463
738870,synthetic_0,82,1750888837.9230506,1751150782.8813655,261944.95831489563
738880,synthetic_0,102,1750888837.9232495,1751150782.881372,261944.95812249184
738890,synthetic_0,88,1750888837.9234438,1751150782.8813803,261944.95793652534
738900,synthetic_0,94,1750888837.923642,1751150782.881387,261944.95774507523
738910,synthetic_0,96,1750888837.9238553,1751150782.8813944,261944.95753908157
738920,synthetic_0,90,1750888837.9240708,1751150782.8814015,261944.95733070374
738930,synthetic_0,103,1750888837.9242873,1751150782.8814085,261944.9571211338
738940,synthetic_0,103,1750888837.9245114,1751150782.8814154,261944.95690393448
738950,synthetic_0,82,1750888837.9246788,1751150782.8814225,261944.9567437172
738960,synthetic_0,90,1750888837.9248397,1751150782.8814292,261944.95658946037
738970,synthetic_0,95,1750888837.925007,1751150782.881436,261944.95642900467
738980,synthetic_0,87,1750888837.925175,1751150782.8814428,261944.9562678337
