index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
4140220,synthetic_0,104,1750889891.3193114,1751153974.2019303,264082.8826189041
4140230,synthetic_0,104,1750889891.3196616,1751153974.2020328,264082.8823711872
4140240,synthetic_0,83,1750889891.3201125,1751153974.2020457,264082.8819332123
4140250,synthetic_0,82,1750889891.3204575,1751153974.2020552,264082.88159775734
4140260,synthetic_0,83,1750889891.320816,1751153974.2020626,264082.8812465668
4140270,synthetic_0,98,1750889891.3212905,1751153974.2020705,264082.8807799816
3880030,synthetic_0,95,1750889891.523544,1751153974.2020812,264082.67853713036
3880040,synthetic_0,97,1750889891.5239654,1751153974.2020898,264082.6781244278
3880050,synthetic_0,84,1750889891.5243223,1751153974.2020977,264082.677775383
3880060,synthetic_0,97,1750889891.5246675,1751153974.202105,264082.67743754387
3880070,synthetic_0,105,1750889891.5249593,1751153974.202113,264082.67715358734
3880080,synthetic_0,105,1750889891.5251946,1751153974.2021213,264082.67692661285
3880090,synthetic_0,98,1750889891.5253954,1751153974.2021284,264082.67673301697
3880100,synthetic_0,98,1750889891.5255737,1751153974.202136,264082.67656230927
3880110,synthetic_0,90,1750889891.525732,1751153974.2021565,264082.6764245033
3880120,synthetic_0,90,1750889891.5258887,1751153974.2021642,264082.6762754917
3880130,synthetic_0,83,1750889891.5260532,1751153974.2021718,264082.6761186123
3880140,synthetic_0,96,1750889891.5262167,1751153974.2021804,264082.6759636402
3880150,synthetic_0,98,1750889891.5263731,1751153974.2021883,264082.67581510544
3880160,synthetic_0,91,1750889891.5265326,1751153974.2021961,264082.6756634712
3880170,synthetic_0,88,1750889891.5266979,1751153974.2022038,264082.67550587654
3880180,synthetic_0,89,1750889891.5268595,1751153974.2022116,264082.67535209656
3880190,synthetic_0,97,1750889891.5270188,1751153974.202219,264082.6752002239
3880200,synthetic_0,104,1750889891.527176,1751153974.2022262,264082.67505025864
3880210,synthetic_0,98,1750889891.5273325,1751153974.2022343,264082.67490172386
3880220,synthetic_0,90,1750889891.5275025,1751153974.2022426,264082.67474007607
