index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
4261562,synthetic_2,82,1750889928.028519,1751153980.6770616,264052.6485426426
4261572,synthetic_2,97,1750889928.0287702,1751153980.6771066,264052.6483364105
4261582,synthetic_2,95,1750889928.0290074,1751153980.677118,264052.6481106281
4261592,synthetic_2,82,1750889928.0292275,1751153980.6771262,264052.647898674
4261602,synthetic_2,83,1750889928.0294428,1751153980.677134,264052.64769124985
4261612,synthetic_2,90,1750889928.0296562,1751153980.6771414,264052.6474852562
4261622,synthetic_2,97,1750889928.0298524,1751153980.6771486,264052.64729619026
4261632,synthetic_2,98,1750889928.0300627,1751153980.6771562,264052.64709353447
4261642,synthetic_2,89,1750889928.030268,1751153980.6771636,264052.64689564705
4261652,synthetic_2,105,1750889928.0304797,1751153980.6771708,264052.6466910839
4261662,synthetic_2,89,1750889928.030695,1751153980.677209,264052.6465139389
4261672,synthetic_2,91,1750889928.0309134,1751153980.6772165,264052.6463031769
4261682,synthetic_2,103,1750889928.0311327,1751153980.6772234,264052.6460907459
4261692,synthetic_2,90,1750889928.0313463,1751153980.6772304,264052.645884037
4261702,synthetic_2,84,1750889928.0315459,1751153980.677237,264052.6456911564
4261712,synthetic_2,83,1750889928.031732,1751153980.677244,264052.6455118656
4261722,synthetic_2,83,1750889928.0319073,1751153980.6772509,264052.6453435421
4261732,synthetic_2,96,1750889928.0321536,1751153980.6772578,264052.64510416985
4261742,synthetic_2,83,1750889928.032347,1751153980.677265,264052.64491796494
4261752,synthetic_2,91,1750889928.1181178,1751153980.6772718,264052.55915403366
4261762,synthetic_2,103,1750889928.1183887,1751153980.6772788,264052.5588901043
4261772,synthetic_2,102,1750889928.1187234,1751153980.6772861,264052.5585627556
4261782,synthetic_2,89,1750889928.1190033,1751153980.6772938,264052.55829048157
4261792,synthetic_2,95,1750889928.1193562,1751153980.6773083,264052.5579521656
4261802,synthetic_2,97,1750889928.1196518,1751153980.677316,264052.55766415596
4261812,synthetic_2,96,1750889928.120024,1751153980.6773233,264052.55729937553
4261822,synthetic_2,88,1750889928.1203575,1751153980.6773303,264052.5569727421
4261832,synthetic_2,98,1750889928.1206706,1751153980.6773374,264052.55666685104
4261842,synthetic_2,98,1750889928.1209848,1751153980.677344,264052.5563592911
4261852,synthetic_2,97,1750889928.1213064,1751153980.677351,264052.55604457855
4261862,synthetic_2,103,1750889928.1216757,1751153980.677358,264052.5556821823
4261872,synthetic_2,83,1750889928.1219692,1751153980.6773665,264052.5553972721
4261882,synthetic_2,104,1750889928.1223123,1751153980.6773732,264052.5550608635
4261892,synthetic_2,103,1750889928.1227179,1751153980.6773803,264052.55466246605
4261902,synthetic_2,97,1750889928.1230674,1751153980.6773872,264052.55431985855
