index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
2260952,synthetic_2,83,1750889334.4236927,1751150830.0982215,261495.6745288372
2260962,synthetic_2,83,1750889334.4238405,1751150830.0982418,261495.67440128326
2260972,synthetic_2,91,1750889334.4239948,1751150830.0982504,261495.6742556095
2260982,synthetic_2,84,1750889334.4241426,1751150830.0982578,261495.67411518097
2260992,synthetic_2,90,1750889334.4242928,1751150830.098264,261495.67397117615
2261002,synthetic_2,81,1750889334.424437,1751150830.0982707,261495.67383360863
2261012,synthetic_2,96,1750889334.4246013,1751150830.0982773,261495.67367601395
2261022,synthetic_2,102,1750889334.4247518,1751150830.0982838,261495.67353200912
2261032,synthetic_2,102,1750889334.4249015,1751150830.0982907,261495.6733891964
2261042,synthetic_2,89,1750889334.4250495,1751150830.0983088,261495.67325925827
2261052,synthetic_2,99,1750889334.4251993,1751150830.0983155,261495.67311620712
2261062,synthetic_2,98,1750889334.4253945,1751150830.0983222,261495.67292761803
2261072,synthetic_2,96,1750889334.425546,1751150830.0983284,261495.6727824211
2261082,synthetic_2,82,1750889334.425695,1751150830.0983348,261495.6726398468
2261092,synthetic_2,89,1750889334.425847,1751150830.0983407,261495.6724936962
2261102,synthetic_2,97,1750889334.4259994,1751150830.0983467,261495.6723473072
2261112,synthetic_2,84,1750889334.4261463,1751150830.0983531,261495.67220687866
2261122,synthetic_2,84,1750889334.4262946,1751150830.0983596,261495.6720650196
2261132,synthetic_2,105,1750889334.4264455,1751150830.0983658,261495.67192029953
2261142,synthetic_2,90,1750889334.426593,1751150830.0983717,261495.6717786789
2261152,synthetic_2,104,1750889334.4267485,1751150830.0983849,261495.671636343
2261162,synthetic_2,98,1750889334.4268994,1751150830.0983915,261495.67149209976
2261172,synthetic_2,105,1750889334.4270477,1751150830.0984042,261495.6713564396
2261182,synthetic_2,98,1750889334.4271982,1751150830.0984108,261495.6712126732
2261192,synthetic_2,105,1750889334.4273562,1751150830.0984168,261495.67106056213
2261202,synthetic_2,104,1750889334.4275458,1751150830.0984235,261495.67087769508
2261212,synthetic_2,97,1750889334.4277027,1751150830.09843,261495.67072725296
2261222,synthetic_2,84,1750889334.4278529,1751150830.0984364,261495.67058348656
2261232,synthetic_2,88,1750889334.4279952,1751150830.0984423,261495.67044711113
2261242,synthetic_2,90,1750889334.4282315,1751150830.0984483,261495.67021679878
2261252,synthetic_2,82,1750889334.428434,1751150830.0984545,261495.6700205803
2261262,synthetic_2,91,1750889334.5198145,1751150830.098461,261495.57864642143
2261272,synthetic_2,88,1750889334.520209,1751150830.0984669,261495.57825779915
2261282,synthetic_2,105,1750889334.6199672,1751150830.098473,261495.47850584984
2261292,synthetic_2,83,1750889334.620294,1751150830.0984857,261495.47819161415
2261302,synthetic_2,102,1750889334.620658,1751150830.0984921,261495.4778342247
2261312,synthetic_2,84,1750889334.6209521,1751150830.0984986,261495.47754645348
2261322,synthetic_2,84,1750889334.6212258,1751150830.0985048,261495.47727894783
2261332,synthetic_2,96,1750889334.6215215,1751150830.0985107,261495.47698926926
2261342,synthetic_2,84,1750889334.6218593,1751150830.098517,261495.476657629
