index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
1203971,synthetic_1,83,1750888983.522053,1751150779.8149319,261796.2928788662
1203981,synthetic_1,105,1750888983.5222554,1751150779.8149557,261796.29270029068
1203991,synthetic_1,101,1750888983.5225482,1751150779.814965,261796.292416811
1204001,synthetic_1,105,1750888983.5228167,1751150779.8149726,261796.29215598106
1204011,synthetic_1,82,1750888983.5230203,1751150779.8149798,261796.29195952415
1204021,synthetic_1,90,1750888983.5232534,1751150779.8149867,261796.29173326492
1204031,synthetic_1,104,1750888983.5234957,1751150779.8149931,261796.29149746895
1204041,synthetic_1,96,1750888983.5240753,1751150779.8149996,261796.29092431068
1204051,synthetic_1,84,1750888983.5243344,1751150779.8150172,261796.29068279266
1204061,synthetic_1,91,1750888983.6193259,1751150779.815024,261796.19569802284
1204071,synthetic_1,84,1750888983.6196125,1751150779.81503,261796.1954176426
1204081,synthetic_1,84,1750888983.6198692,1751150779.8150358,261796.19516658783
1204091,synthetic_1,96,1750888983.620173,1751150779.8150418,261796.19486880302
1204101,synthetic_1,101,1750888983.6207411,1751150779.815048,261796.19430685043
1204111,synthetic_1,104,1750888983.6210752,1751150779.8150544,261796.1939792633
1204121,synthetic_1,83,1750888983.6213765,1751150779.8150604,261796.1936838627
1200801,synthetic_1,91,1750888983.9199598,1751150779.8150737,261795.895113945
1200811,synthetic_1,97,1750888983.9201753,1751150779.8150802,261795.8949048519
1200821,synthetic_1,105,1750888983.9203973,1751150779.8150864,261795.8946890831
1200831,synthetic_1,102,1750888983.9207244,1751150779.8150926,261795.8943681717
1200841,synthetic_1,98,1750888983.9209392,1751150779.8150988,261795.89415955544
1200851,synthetic_1,105,1750888983.9211404,1751150779.8151116,261795.89397120476
1200861,synthetic_1,91,1750888983.9213648,1751150779.815118,261795.89375329018
1200871,synthetic_1,102,1750888983.9215872,1751150779.815124,261795.8935368061
1200881,synthetic_1,84,1750888983.9218667,1751150779.8151305,261795.89326381683
1200891,synthetic_1,97,1750888983.9220827,1751150779.8151364,261795.89305377007
1200901,synthetic_1,104,1750888983.9223275,1751150779.8151426,261795.89281511307
1200911,synthetic_1,105,1750888983.9225435,1751150779.8151488,261795.89260530472
1200921,synthetic_1,91,1750888983.9227653,1751150779.8151553,261795.89239001274
1200931,synthetic_1,82,1750888983.9229553,1751150779.8151612,261795.8922059536
1200941,synthetic_1,98,1750888983.9231644,1751150779.8151672,261795.89200282097
1200951,synthetic_1,95,1750888983.9234378,1751150779.8151734,261795.89173555374
1200961,synthetic_1,101,1750888983.9236727,1751150779.8151796,261795.89150691032
1200971,synthetic_1,91,1750888983.9239469,1751150779.815193,261795.8912460804
1200981,synthetic_1,103,1750888983.924166,1751150779.815199,261795.8910329342
