index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
2489104,synthetic_4,102,1750889413.5287764,1751153793.1450627,264379.6162862778
2489114,synthetic_4,104,1750889413.5289326,1751153793.1451175,264379.6161849499
2489124,synthetic_4,98,1750889413.5290837,1751153793.145127,264379.61604332924
2489134,synthetic_4,95,1750889413.52923,1751153793.1451414,264379.61591124535
2489144,synthetic_4,81,1750889413.52938,1751153793.1451492,264379.6157691479
2489154,synthetic_4,102,1750889413.5295293,1751153793.1451564,264379.6156270504
2489164,synthetic_4,97,1750889413.5297215,1751153793.1451635,264379.6154420376
2489174,synthetic_4,83,1750889413.5298998,1751153793.1451702,264379.6152703762
2489184,synthetic_4,90,1750889413.5300498,1751153793.145177,264379.61512708664
2489194,synthetic_4,103,1750889413.530202,1751153793.1451836,264379.6149816513
2489204,synthetic_4,82,1750889413.53035,1751153793.1451902,264379.6148402691
2489214,synthetic_4,91,1750889413.5304956,1751153793.1451962,264379.6147005558
2489224,synthetic_4,96,1750889413.530645,1751153793.1452026,264379.6145577431
2489234,synthetic_4,98,1750889413.5307965,1751153793.1452093,264379.6144127846
2489244,synthetic_4,82,1750889413.5309503,1751153793.145216,264379.6142656803
2489254,synthetic_4,83,1750889413.5310965,1751153793.1452224,264379.614125967
2489264,synthetic_4,102,1750889413.531241,1751153793.1452303,264379.6139893532
2489274,synthetic_4,83,1750889413.5313966,1751153793.1452394,264379.61384272575
2489284,synthetic_4,91,1750889413.5315783,1751153793.145246,264379.6136677265
2489294,synthetic_4,83,1750889413.5317278,1751153793.1452527,264379.6135249138
2489304,synthetic_4,83,1750889413.5318828,1751153793.1452587,264379.6133759022
2489314,synthetic_4,84,1750889413.5320342,1751153793.1452653,264379.6132311821
2489324,synthetic_4,84,1750889413.5321846,1751153793.1452718,264379.6130871773
2489334,synthetic_4,97,1750889413.5323389,1751153793.1452782,264379.61293935776
2489344,synthetic_4,83,1750889413.6174583,1751153793.145285,264379.5278265476
2489354,synthetic_4,103,1750889413.6182907,1751153793.1452918,264379.5270011425
2489364,synthetic_4,97,1750889413.618675,1751153793.1452985,264379.5266234875
2489374,synthetic_4,84,1750889413.6190145,1751153793.1453054,264379.52629089355
2489384,synthetic_4,97,1750889413.6193829,1751153793.145313,264379.52593016624
2489394,synthetic_4,83,1750889413.619731,1751153793.1453202,264379.5255892277
2489404,synthetic_4,91,1750889413.6200795,1751153793.1453264,264379.5252468586
2489414,synthetic_4,104,1750889413.6204255,1751153793.145333,264379.52490758896
2489424,synthetic_4,84,1750889413.6208372,1751153793.1453395,264379.5245022774
2489434,synthetic_4,98,1750889413.6211975,1751153793.1453464,264379.52414894104
