index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
1593682,synthetic_2,97,1750889109.5207827,1751150839.82504,261730.30425739288
1593692,synthetic_2,96,1750889109.521351,1751150839.8250816,261730.30373048782
1593702,synthetic_2,105,1750889109.5216916,1751150839.8250906,261730.303399086
1593712,synthetic_2,102,1750889109.5220537,1751150839.8250985,261730.303044796
1593722,synthetic_2,83,1750889109.5224688,1751150839.8251054,261730.30263662338
1593732,synthetic_2,89,1750889109.52279,1751150839.825112,261730.30232214928
1593742,synthetic_2,95,1750889109.523142,1751150839.8251235,261730.30198144913
1593752,synthetic_2,103,1750889109.523479,1751150839.8251302,261730.3016512394
1593762,synthetic_2,105,1750889109.5238254,1751150839.8251364,261730.30131101608
1593772,synthetic_2,101,1750889109.5241969,1751150839.8251448,261730.3009479046
1593782,synthetic_2,83,1750889109.5245357,1751150839.8251514,261730.3006157875
1593792,synthetic_2,96,1750889109.524888,1751150839.8251579,261730.30026984215
1593802,synthetic_2,91,1750889109.5252376,1751150839.8251643,261730.2999267578
1593812,synthetic_2,104,1750889109.5256174,1751150839.8251708,261730.29955339432
1593822,synthetic_2,97,1750889109.5259233,1751150839.8251772,261730.29925394058
1593832,synthetic_2,97,1750889109.5261953,1751150839.825184,261730.29898881912
1593842,synthetic_2,104,1750889109.5265007,1751150839.8251903,261730.2986896038
1593852,synthetic_2,91,1750889109.5267792,1751150839.8251972,261730.29841804504
1593862,synthetic_2,105,1750889109.5270085,1751150839.825205,261730.29819655418
1593872,synthetic_2,88,1750889109.5272346,1751150839.8252113,261730.29797673225
1593882,synthetic_2,97,1750889109.5274665,1751150839.8252177,261730.29775118828
1593892,synthetic_2,82,1750889109.5276842,1751150839.8252242,261730.29753994942
1593902,synthetic_2,103,1750889109.5279188,1751150839.8252304,261730.29731154442
1593912,synthetic_2,83,1750889109.5281432,1751150839.8252368,261730.29709362984
1593922,synthetic_2,104,1750889109.5283587,1751150839.8252432,261730.29688453674
1627222,synthetic_2,98,1750889110.6231425,1751150839.8252494,261729.20210695267
1627232,synthetic_2,98,1750889110.6235127,1751150839.8252559,261729.20174312592
1627242,synthetic_2,102,1750889110.6238828,1751150839.8252628,261729.20138001442
1627252,synthetic_2,90,1750889110.624294,1751150839.8252692,261729.20097517967
1627262,synthetic_2,105,1750889110.6247275,1751150839.825276,261729.20054841042
1627272,synthetic_2,84,1750889110.6250854,1751150839.8252842,261729.20019888878
1627282,synthetic_2,88,1750889110.625458,1751150839.8252919,261729.19983386993
1627292,synthetic_2,95,1750889110.625857,1751150839.8252976,261729.19944047928
1627302,synthetic_2,97,1750889110.6262348,1751150839.8253043,261729.19906949997
1627312,synthetic_2,97,1750889110.6266088,1751150839.8253112,261729.19870233536
1627322,synthetic_2,82,1750889110.626921,1751150839.825318,261729.19839715958
1627332,synthetic_2,82,1750889110.627272,1751150839.8253248,261729.19805288315
1627342,synthetic_2,98,1750889110.6274612,1751150839.8253312,261729.1978700161
1627352,synthetic_2,103,1750889110.6276262,1751150839.8253376,261729.19771146774
1627362,synthetic_2,98,1750889110.6278014,1751150839.8253443,261729.1975429058
1627372,synthetic_2,105,1750889110.6279716,1751150839.8253508,261729.19737911224
1627382,synthetic_2,97,1750889110.628131,1751150839.8253572,261729.19722628593
1627392,synthetic_2,91,1750889110.6282983,1751150839.8253636,261729.1970653534
1627402,synthetic_2,83,1750889110.628468,1751150839.82537,261729.19690203667
1627412,synthetic_2,88,1750889110.717616,1751150839.825378,261729.1077618599
1627422,synthetic_2,104,1750889110.7179565,1751150839.8253846,261729.10742807388
1627432,synthetic_2,96,1750889110.7182982,1751150839.825391,261729.10709285736
1627442,synthetic_2,97,1750889110.7188241,1751150839.8253977,261729.1065735817
1627452,synthetic_2,83,1750889110.719348,1751150839.8254042,261729.10605621338
1627462,synthetic_2,81,1750889110.719767,1751150839.8254106,261729.10564351082
1627472,synthetic_2,81,1750889110.7200606,1751150839.8254168,261729.10535621643
1627482,synthetic_2,83,1750889110.7205656,1751150839.825423,261729.10485744476
1627492,synthetic_2,97,1750889110.7208607,1751150839.8254313,261729.1045706272
1627502,synthetic_2,103,1750889110.721066,1751150839.825438,261729.10437202454
1627512,synthetic_2,97,1750889110.7212837,1751150839.8254445,261729.10416078568
1627522,synthetic_2,95,1750889110.7215037,1751150839.8254504,261729.1039466858
1627532,synthetic_2,96,1750889110.7217462,1751150839.825457,261729.10371088982
1627542,synthetic_2,89,1750889110.72199,1751150839.8254657,261729.10347557068
1627552,synthetic_2,90,1750889110.7222211,1751150839.8254714,261729.10325026512
1627562,synthetic_2,91,1750889110.7224498,1751150839.8254776,261729.1030278206
1627572,synthetic_2,84,1750889110.7226853,1751150839.825484,261729.10279870033
1627582,synthetic_2,84,1750889110.7229888,1751150839.8254905,261729.10250163078
1627592,synthetic_2,97,1750889110.723223,1751150839.8254967,261729.10227370262
1627602,synthetic_2,83,1750889110.7234385,1751150839.8255026,261729.1020641327
1627612,synthetic_2,91,1750889110.7236922,1751150839.8255088,261729.1018166542
1627622,synthetic_2,83,1750889110.7239566,1751150839.8255155,261729.10155892372
1627632,synthetic_2,103,1750889110.724196,1751150839.825522,261729.10132598877
1627642,synthetic_2,98,1750889110.7244263,1751150839.8255284,261729.10110211372
