index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
4082181,synthetic_1,90,1750889958.5223696,1751153936.775489,263978.2531194687
4082191,synthetic_1,103,1750889958.5226035,1751153936.7755623,263978.25295877457
4082201,synthetic_1,89,1750889958.5228531,1751153936.775574,263978.2527208328
4082211,synthetic_1,97,1750889958.5230868,1751153936.775583,263978.2524962425
4082221,synthetic_1,102,1750889958.5232875,1751153936.7755914,263978.25230383873
4082231,synthetic_1,90,1750889958.523499,1751153936.7756002,263978.25210118294
4082241,synthetic_1,82,1750889958.5238814,1751153936.7756078,263978.25172638893
4082251,synthetic_1,83,1750889958.5241113,1751153936.7756155,263978.2515041828
4082261,synthetic_1,82,1750889958.524298,1751153936.7756233,263978.2513253689
4082271,synthetic_1,105,1750889958.6197891,1751153936.7756312,263978.1558420658
4082281,synthetic_1,104,1750889958.621667,1751153936.7756395,263978.15397262573
4082291,synthetic_1,104,1750889958.6219127,1751153936.77565,263978.1537373066
4082301,synthetic_1,96,1750889958.6221724,1751153936.775659,263978.15348672867
4082311,synthetic_1,90,1750889958.6223977,1751153936.775667,263978.1532692909
4082321,synthetic_1,82,1750889958.622629,1751153936.775674,263978.15304517746
4082331,synthetic_1,84,1750889958.6228678,1751153936.7756817,263978.15281391144
4082341,synthetic_1,103,1750889958.623106,1751153936.7756891,263978.15258312225
4082351,synthetic_1,91,1750889958.6233344,1751153936.7756972,263978.1523628235
4082361,synthetic_1,96,1750889958.6235766,1751153936.7757053,263978.15212869644
4082371,synthetic_1,96,1750889958.6237974,1751153936.7757125,263978.1519150734
4082381,synthetic_1,105,1750889958.6240551,1751153936.7757204,263978.1516652107
4082391,synthetic_1,90,1750889958.624247,1751153936.7757285,263978.15148139
4082401,synthetic_1,97,1750889958.6244414,1751153936.775737,263978.1512956619
4082411,synthetic_1,83,1750889958.718305,1751153936.775745,263978.0574398041
4082421,synthetic_1,104,1750889958.7185593,1751153936.7757537,263978.05719447136
4082431,synthetic_1,94,1750889958.71879,1751153936.7757614,263978.05697131157
4082441,synthetic_1,96,1750889958.7192333,1751153936.7757688,263978.0565354824
4082451,synthetic_1,104,1750889958.7194905,1751153936.7757766,263978.0562860966
4082461,synthetic_1,96,1750889958.719757,1751153936.7757845,263978.0560274124
4082471,synthetic_1,98,1750889958.7200398,1751153936.7757921,263978.0557522774
4082481,synthetic_1,90,1750889958.7202156,1751153936.7757993,263978.05558371544
4082491,synthetic_1,83,1750889958.7205245,1751153936.7758067,263978.05528211594
4082501,synthetic_1,91,1750889958.7207887,1751153936.7758136,263978.0550248623
4082511,synthetic_1,104,1750889958.7210362,1751153936.7758217,263978.05478549004
4082521,synthetic_1,82,1750889958.721262,1751153936.7758296,263978.05456757545
4082531,synthetic_1,101,1750889958.7214506,1751153936.7758367,263978.0543861389
4082541,synthetic_1,84,1750889958.7216902,1751153936.7758443,263978.05415415764
4082551,synthetic_1,91,1750889958.7219102,1751153936.7758534,263978.0539431572
4082561,synthetic_1,97,1750889958.7221131,1751153936.7758608,263978.05374765396
4082571,synthetic_1,83,1750889958.7223449,1751153936.7758691,263978.05352425575
4082581,synthetic_1,83,1750889958.7225733,1751153936.7758763,263978.0533030033
4082591,synthetic_1,97,1750889958.7227771,1751153936.7758856,263978.05310845375
4082601,synthetic_1,103,1750889958.7230082,1751153936.7758934,263978.05288529396
4082611,synthetic_1,96,1750889958.7231882,1751153936.775901,263978.0527129173
4082621,synthetic_1,84,1750889958.7234247,1751153936.7759104,263978.0524857044
4082631,synthetic_1,82,1750889958.72365,1751153936.775917,263978.0522670746
4082641,synthetic_1,97,1750889958.7238755,1751153936.775924,263978.05204844475
4082651,synthetic_1,96,1750889958.7240539,1751153936.7759314,263978.0518774986
4087861,synthetic_1,97,1750889960.220494,1751153936.7759387,263976.5554447174
4087871,synthetic_1,96,1750889960.2208207,1751153936.7759473,263976.555126667
4087881,synthetic_1,96,1750889960.221101,1751153936.7759547,263976.55485367775
4087891,synthetic_1,87,1750889960.221394,1751153936.775962,263976.5545680523
4087901,synthetic_1,90,1750889960.2217004,1751153936.775969,263976.55426859856
4087911,synthetic_1,96,1750889960.222024,1751153936.7759767,263976.55395269394
4087921,synthetic_1,90,1750889960.2223117,1751153936.7759838,263976.5536720753
4087931,synthetic_1,95,1750889960.222637,1751153936.7759912,263976.5533542633
4087941,synthetic_1,96,1750889960.2229497,1751153936.7759988,263976.5530490875
4087951,synthetic_1,82,1750889960.2232463,1751153936.776006,263976.55275964737
4087961,synthetic_1,96,1750889960.2235777,1751153936.776013,263976.5524351597
4087971,synthetic_1,102,1750889960.223902,1751153936.7760198,263976.55211782455
4087981,synthetic_1,105,1750889960.2242198,1751153936.776027,263976.55180716515
4087991,synthetic_1,83,1750889960.3185859,1751153936.776034,263976.4574482441
4088001,synthetic_1,84,1750889960.3202283,1751153936.7760425,263976.45581412315
4088011,synthetic_1,97,1750889960.320512,1751153936.7760494,263976.4555373192
4088021,synthetic_1,91,1750889960.3208597,1751153936.7760563,263976.45519661903
4088031,synthetic_1,84,1750889960.3211327,1751153936.7760653,263976.45493268967
4088041,synthetic_1,98,1750889960.3214781,1751153936.7760723,263976.4545941353
4088051,synthetic_1,103,1750889960.3217974,1751153936.7760792,263976.45428180695
4088061,synthetic_1,89,1750889960.3220747,1751153936.7760863,263976.4540116787
4088071,synthetic_1,105,1750889960.3223915,1751153936.7760932,263976.45370173454
4088081,synthetic_1,91,1750889960.3226888,1751153936.7761004,263976.45341157913
