index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
3594772,synthetic_2,88,1750889787.9191725,1751153882.119343,264094.20017051697
3594782,synthetic_2,84,1750889787.9193816,1751153882.1193879,264094.20000624657
3594792,synthetic_2,103,1750889787.919605,1751153882.119398,264094.19979310036
3594802,synthetic_2,96,1750889787.9198246,1751153882.1194096,264094.19958496094
3594812,synthetic_2,103,1750889787.9200318,1751153882.1194174,264094.199385643
3594822,synthetic_2,103,1750889787.9202487,1751153882.1194248,264094.1991760731
3597322,synthetic_2,83,1750889789.0250552,1751153882.1194322,264093.09437704086
3597332,synthetic_2,83,1750889789.0253017,1751153882.119439,264093.0941371918
3597342,synthetic_2,83,1750889789.0255089,1751153882.1194458,264093.09393692017
3597352,synthetic_2,83,1750889789.0257475,1751153882.119453,264093.0937054157
3597362,synthetic_2,104,1750889789.0261834,1751153882.1194594,264093.09327602386
3597372,synthetic_2,96,1750889789.0264566,1751153882.1194665,264093.09300994873
3597382,synthetic_2,83,1750889789.0267093,1751153882.1194735,264093.0927641392
3597392,synthetic_2,84,1750889789.0269563,1751153882.1194825,264093.09252619743
3597402,synthetic_2,96,1750889789.0272036,1751153882.1194892,264093.0922856331
3597412,synthetic_2,95,1750889789.02746,1751153882.119496,264093.09203600883
3597422,synthetic_2,105,1750889789.0277126,1751153882.1195042,264093.0917916298
3597432,synthetic_2,96,1750889789.027942,1751153882.1195118,264093.0915699005
3597442,synthetic_2,97,1750889789.028212,1751153882.1195188,264093.0913066864
3597452,synthetic_2,95,1750889789.0284688,1751153882.1195257,264093.09105682373
3597462,synthetic_2,83,1750889789.0331862,1751153882.1195326,264093.08634638786
3597472,synthetic_2,91,1750889789.0334635,1751153882.1195393,264093.0860757828
3597482,synthetic_2,101,1750889789.0337226,1751153882.1195457,264093.0858230591
3597492,synthetic_2,83,1750889789.0339403,1751153882.1195526,264093.08561229706
3597502,synthetic_2,97,1750889789.034153,1751153882.119559,264093.085406065
3597512,synthetic_2,98,1750889789.0344167,1751153882.1195667,264093.08515000343
