index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
5230333,synthetic_3,89,1750890344.717858,1751154210.7619028,263866.04404473305
5230343,synthetic_3,90,1750890344.7182572,1751154210.7619672,263866.04370999336
5230353,synthetic_3,84,1750890344.7186663,1751154210.7619967,263866.043330431
5230363,synthetic_3,97,1750890344.7190742,1751154210.7620041,263866.0429298878
5230373,synthetic_3,97,1750890344.719458,1751154210.7620118,263866.04255366325
5230383,synthetic_3,84,1750890344.7202237,1751154210.762021,263866.0417973995
5230393,synthetic_3,102,1750890344.7206762,1751154210.7620275,263866.04135131836
5230403,synthetic_3,103,1750890344.7211745,1751154210.7620347,263866.0408601761
5230413,synthetic_3,91,1750890344.7215657,1751154210.7620413,263866.0404756069
5230423,synthetic_3,97,1750890344.721902,1751154210.7620478,263866.040145874
5230433,synthetic_3,91,1750890344.7222536,1751154210.7620542,263866.0398006439
5230443,synthetic_3,91,1750890344.7225726,1751154210.7620604,263866.03948783875
5230453,synthetic_3,98,1750890344.7228823,1751154210.7620664,263866.0391840935
5230463,synthetic_3,83,1750890344.723218,1751154210.7620728,263866.0388548374
5230473,synthetic_3,83,1750890344.7235072,1751154210.7620788,263866.03857159615
5230483,synthetic_3,83,1750890344.7240522,1751154210.7620919,263866.0380396843
5230493,synthetic_3,105,1750890344.7243097,1751154210.7620978,263866.0377881527
5230503,synthetic_3,103,1750890344.818204,1751154210.7621047,263865.9439008236
5230513,synthetic_3,104,1750890344.8185735,1751154210.7621114,263865.9435379505
5230523,synthetic_3,84,1750890344.8188956,1751154210.7621179,263865.9432222843
5230533,synthetic_3,82,1750890344.8191807,1751154210.7621238,263865.94294309616
5230543,synthetic_3,104,1750890344.8194332,1751154210.76213,263865.94269680977
5230553,synthetic_3,83,1750890344.8196929,1751154210.7621372,263865.9424443245
5230563,synthetic_3,104,1750890344.8202436,1751154210.7621431,263865.94189953804
5230573,synthetic_3,90,1750890344.8206334,1751154210.7621496,263865.94151616096
5230583,synthetic_3,102,1750890344.820911,1751154210.762156,263865.94124507904
5230593,synthetic_3,82,1750890344.821392,1751154210.7621639,263865.94077181816
5230603,synthetic_3,84,1750890344.8217547,1751154210.76217,263865.9404153824
5230613,synthetic_3,83,1750890344.8221436,1751154210.7621834,263865.9400398731
5230623,synthetic_3,89,1750890344.8225276,1751154210.7621899,263865.9396622181
5230633,synthetic_3,103,1750890344.8228538,1751154210.7621963,263865.9393424988
5612133,synthetic_3,83,1750890345.0224457,1751154210.7622027,263865.739757061
5230643,synthetic_3,96,1750890344.8231575,1751154210.7622087,263865.9390511513
5231353,synthetic_3,103,1750890345.0235686,1751154210.7622159,263865.7386472225
