index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec
4418171,synthetic_1,104,1750889982.7208242,1751154074.6214838,264091.90065956116
4418181,synthetic_1,97,1750889982.7211142,1751154074.6215498,264091.9004356861
4418191,synthetic_1,97,1750889982.721345,1751154074.6215644,264091.90021944046
4418201,synthetic_1,97,1750889982.7215185,1751154074.6215873,264091.9000687599
4418211,synthetic_1,90,1750889982.7217085,1751154074.6215987,264091.8998901844
4418221,synthetic_1,90,1750889982.7218826,1751154074.6216094,264091.8997268677
4418231,synthetic_1,83,1750889982.7220497,1751154074.6216197,264091.89956998825
4418241,synthetic_1,83,1750889982.7222211,1751154074.6216302,264091.8994090557
4418251,synthetic_1,101,1750889982.722393,1751154074.62164,264091.8992469311
4418261,synthetic_1,91,1750889982.7225611,1751154074.621651,264091.89908981323
4418271,synthetic_1,81,1750889982.7227132,1751154074.6216614,264091.8989481926
4418281,synthetic_1,89,1750889982.7228851,1751154074.6216714,264091.8987863064
4418291,synthetic_1,84,1750889982.7230504,1751154074.6216817,264091.8986313343
4418301,synthetic_1,82,1750889982.7232347,1751154074.6216915,264091.8984568119
4418311,synthetic_1,97,1750889982.7234063,1751154074.6217015,264091.8982951641
4418321,synthetic_1,105,1750889982.7235763,1751154074.6217124,264091.8981361389
4418331,synthetic_1,91,1750889982.7237582,1751154074.6217268,264091.89796853065
4418341,synthetic_1,104,1750889982.7239287,1751154074.6217372,264091.8978085518
4418351,synthetic_1,104,1750889982.7240973,1751154074.6217477,264091.89765048027
4418361,synthetic_1,83,1750889982.7242668,1751154074.6217582,264091.8974914551
4418371,synthetic_1,83,1750889982.7244446,1751154074.621768,264091.89732337
4418381,synthetic_1,104,1750889982.9178102,1751154074.621778,264091.7039678097
4418391,synthetic_1,82,1750889982.9181075,1751154074.6217883,264091.7036807537
4418401,synthetic_1,103,1750889982.9184878,1751154074.6217978,264091.7033100128
4418411,synthetic_1,90,1750889982.9189022,1751154074.6218078,264091.7029056549
4418421,synthetic_1,103,1750889982.9193277,1751154074.6218183,264091.70249056816
4157241,synthetic_1,98,1750889982.9220743,1751154074.6218286,264091.6997542381
4157251,synthetic_1,81,1750889982.922431,1751154074.621839,264091.69940805435
4157261,synthetic_1,82,1750889982.9227297,1751154074.6218488,264091.69911909103
4157271,synthetic_1,98,1750889982.9230773,1751154074.6218612,264091.6987838745
4157281,synthetic_1,84,1750889982.9234633,1751154074.6218717,264091.69840836525
4157291,synthetic_1,82,1750889982.92381,1751154074.6218815,264091.6980714798
4157301,synthetic_1,89,1750889982.9241877,1751154074.6218908,264091.6977031231
4157311,synthetic_1,105,1750889982.9245152,1751154074.6219013,264091.6973860264
4157321,synthetic_1,104,1750889982.9247477,1751154074.621912,264091.6971642971
4157331,synthetic_1,104,1750889982.9249704,1751154074.6219225,264091.69695210457
4157341,synthetic_1,103,1750889982.925196,1751154074.6219325,264091.6967365742
4157351,synthetic_1,90,1750889982.925414,1751154074.6219447,264091.6965305805
4157361,synthetic_1,83,1750889982.925639,1751154074.6219544,264091.69631552696
4157371,synthetic_1,96,1750889982.925863,1751154074.6219645,264091.6961014271
4157381,synthetic_1,97,1750889982.9260898,1751154074.6219745,264091.6958847046
