index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec,merge_timestamp,end_to_end_delay,is_late,is_out_of_order,is_duplicate,is_missing_critical,source_file
2881912,synthetic_2,98,1750889501.2274926,1751153723.5164635,264222.28897094727,1751153725.9429622,2.4264986515045166,1751153732.508249,264231.28075647354,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881922,synthetic_2,104,1750889501.2276504,1751153723.5165424,264222.2888920307,1751153725.9429622,2.426419734954834,1751153732.508249,264231.28059864044,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881932,synthetic_2,84,1750889501.227801,1751153723.5165565,264222.28875517845,1751153725.9429622,2.426405668258667,1751153732.508249,264231.2804479599,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881942,synthetic_2,96,1750889501.227953,1751153723.516566,264222.288613081,1751153725.9429622,2.426396131515503,1751153732.508249,264231.28029608727,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881952,synthetic_2,97,1750889501.2281127,1751153723.516574,264222.28846120834,1751153725.9429622,2.4263882637023926,1751153732.508249,264231.2801363468,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881962,synthetic_2,90,1750889501.228269,1751153723.5165818,264222.2883126736,1751153725.9429622,2.4263803958892822,1751153732.508249,264231.27997994423,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881972,synthetic_2,91,1750889501.2284217,1751153723.5165894,264222.2881677151,1751153725.9429622,2.426372766494751,1751153732.508249,264231.27982735634,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881982,synthetic_2,97,1750889501.317745,1751153723.5166118,264222.1988668442,1751153725.9429622,2.4263503551483154,1751153732.508249,264231.1905040741,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2764952,synthetic_2,103,1750889501.421512,1751153723.5166194,264222.0951075554,1751153725.9429622,2.426342725753784,1751153732.508249,264231.0867371559,True,True,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2881992,synthetic_2,91,1750889501.3182073,1751153723.5166268,264222.1984195709,1751153725.9429622,2.426335334777832,1751153732.508249,264231.1900417805,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2882002,synthetic_2,82,1750889501.318393,1751153723.5166342,264222.1982412338,1751153725.9429622,2.42632794380188,1751153732.508249,264231.1898560524,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2882012,synthetic_2,90,1750889501.3186224,1751153723.516641,264222.19801831245,1751153725.9429622,2.426321268081665,1751153732.508249,264231.1896266937,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2882022,synthetic_2,84,1750889501.3188715,1751153723.5166476,264222.1977760792,1751153725.9429622,2.42631459236145,1751153732.508249,264231.1893775463,True,False,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
2764962,synthetic_2,102,1750889501.4216886,1751153723.5166552,264222.09496665,1751153725.9429622,2.426306962966919,1751153732.508249,264231.08656048775,True,True,False,False,consumer_pod0_proc0_20250628_233523_521686.csv
