index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec,merge_timestamp,end_to_end_delay,is_late,is_out_of_order,is_duplicate,is_missing_critical,source_file
4053850,synthetic_0,98,1750889949.326017,1751153951.5282292,264002.2022125721,1751153955.0537653,3.525536060333252,1751153961.8470116,264012.52099466324,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053860,synthetic_0,97,1750889949.3262577,1751153951.5282764,264002.2020189762,1751153955.0537653,3.52548885345459,1751153961.8470116,264012.5207538605,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053870,synthetic_0,84,1750889949.3264444,1751153951.5282865,264002.2018420696,1751153955.0537653,3.525478839874268,1751153961.8470116,264012.5205671787,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053880,synthetic_0,83,1750889949.326604,1751153951.5282943,264002.2016904354,1751153955.0537653,3.525470972061157,1751153961.8470116,264012.5204076767,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053890,synthetic_0,90,1750889949.3267603,1751153951.528303,264002.20154213905,1751153955.0537653,3.5254623889923096,1751153961.8470116,264012.5202512741,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053900,synthetic_0,84,1750889949.3269155,1751153951.5283103,264002.2013947964,1751153955.0537653,3.5254549980163574,1751153961.8470116,264012.5200960636,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053910,synthetic_0,96,1750889949.3270776,1751153951.5283172,264002.2012395859,1751153955.0537653,3.5254480838775635,1751153961.8470116,264012.519933939,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053920,synthetic_0,102,1750889949.32724,1751153951.528325,264002.20108509064,1751153955.0537653,3.525440216064453,1751153961.8470116,264012.5197715759,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053930,synthetic_0,83,1750889949.3273964,1751153951.5283325,264002.200936079,1751153955.0537653,3.525432825088501,1751153961.8470116,264012.51961517334,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053940,synthetic_0,103,1750889949.3275597,1751153951.52834,264002.2007801533,1751153955.0537653,3.5254251956939697,1751153961.8470116,264012.5194518566,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053950,synthetic_0,104,1750889949.3277175,1751153951.5283475,264002.2006299496,1751153955.0537653,3.5254178047180176,1751153961.8470116,264012.5192940235,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
4053960,synthetic_0,97,1750889949.3278766,1751153951.528355,264002.2004783153,1751153955.0537653,3.525410413742065,1751153961.8470116,264012.5191349983,True,False,False,False,consumer_pod0_proc0_20250628_233911_533087.csv
