index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec,merge_timestamp,end_to_end_delay,is_late,is_out_of_order,is_duplicate,is_missing_critical,source_file
5149080,synthetic_0,83,1750890317.728433,1751154114.0735478,263796.3451149464,1751154117.4819448,3.4083969593048096,1751154124.8382964,263807.10986351967,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149090,synthetic_0,83,1750890317.817513,1751154114.0736132,263796.25610017776,1751154117.4819448,3.408331632614136,1751154124.8382964,263807.0207834244,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149100,synthetic_0,97,1750890317.817711,1751154114.0736225,263796.25591135025,1751154117.4819448,3.408322334289551,1751154124.8382964,263807.02058529854,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149110,synthetic_0,90,1750890317.8178818,1751154114.0736308,263796.2557489872,1751154117.4819448,3.4083139896392822,1751154124.8382964,263807.02041459084,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149120,synthetic_0,89,1750890317.818063,1751154114.0737815,263796.2557184696,1751154117.4819448,3.40816330909729,1751154124.8382964,263807.0202333927,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149130,synthetic_0,89,1750890317.818273,1751154114.0738902,263796.2556171417,1751154117.4819448,3.40805459022522,1751154124.8382964,263807.02002334595,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149140,synthetic_0,90,1750890317.8184564,1751154114.073903,263796.25544691086,1751154117.4819448,3.408041715621948,1751154124.8382964,263807.01984000206,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149150,synthetic_0,95,1750890317.818681,1751154114.073913,263796.25523233414,1751154117.4819448,3.408031702041626,1751154124.8382964,263807.01961541176,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149160,synthetic_0,82,1750890317.818847,1751154114.073923,263796.25507617,1751154117.4819448,3.408021688461304,1751154124.8382964,263807.0194494724,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
5149170,synthetic_0,82,1750890317.81903,1751154114.0739312,263796.2549011708,1751154117.4819448,3.4080135822296143,1751154124.8382964,263807.01926636696,True,False,False,False,consumer_pod0_proc0_20250628_234154_079153.csv
