t_bucket,pods,throughput,p99_max,p99_med,window_total,window_viol,total_lag,max_lag,viol_rate,skew_ratio
30,8,78.733333,2987.158,2261.386,4724,1286,90.0,5.0,0.27222692633361556,2.5
60,8,216.633334,8711.4,2957.711,12998,4364,800.0,533.0,0.3357439606093245,6.252199
90,8,275.816667,14592.957,1011.925,16549,6034,1490.0,1117.0,0.364614176083147,6.401146
120,8,274.166667,20577.939,1061.9975,16450,5933,2207.0,1654.0,0.3606686930091185,6.253308
150,8,276.683332,27507.366,1001.7774999999999,16601,5970,3010.0,2277.0,0.3596168905487621,6.290055
180,8,278.199999,33074.16,1344.01,16692,6015,3663.0,2855.0,0.36035226455787206,6.40853
210,8,278.133334,39004.304,1026.734,16688,6002,4350.0,3373.0,0.35965963566634707,6.356655
240,8,281.166666,49229.669,1012.4404999999999,16870,6073,4918.0,3817.0,0.35998814463544754,6.331329
270,8,280.033333,60148.851,1130.1625,16802,6216,5424.0,4119.0,0.3699559576240924,6.202146
300,8,277.5,60256.839,1069.8715,16650,6152,6124.0,4702.0,0.3694894894894895,6.254739
330,8,278.949999,61866.077,734.3435,16737,6024,6781.0,5501.0,0.3599211328195017,6.568358
360,8,280.766666,68989.778,832.5835,16846,6021,7341.0,5903.0,0.3574142229609403,6.503787
390,8,279.499999,75895.872,1016.5375,16770,6088,7983.0,6849.0,0.36302921884317235,6.945367
420,8,281.616667,80828.406,878.9604999999999,16897,6116,8559.0,7198.0,0.361957743978221,6.803403
450,8,282.416666,84978.836,1015.3725,16945,6157,9059.0,7687.0,0.36335202124520505,6.864159
480,8,281.21666799999997,92668.908,941.6895,16873,6152,9595.0,8475.0,0.36460617554673147,7.121849
510,8,281.133334,100376.679,1096.0225,16868,6128,10223.0,9047.0,0.36329143941190417,7.14613
540,8,280.45,105414.979,1057.1525,16827,6203,10804.0,9572.0,0.36863374338860166,7.144617
570,8,279.6,110708.128,879.364,16776,6172,11379.0,10226.0,0.36790653314258465,7.237084
600,8,278.549999,115935.006,818.6235,16713,6124,12031.0,10707.0,0.36642134865075093,7.166667
630,8,280.55,124904.022,895.002,16833,6117,12635.0,11566.0,0.36339333452147565,7.368052
660,8,280.716667,130509.615,976.0360000000001,16843,6093,13253.0,12113.0,0.3617526568901027,7.368565
690,8,281.549999,137930.633,1038.6924999999999,16893,6131,13812.0,12712.0,0.36293139170070443,7.412785
720,8,282.41666499999997,143414.523,980.846,16945,6148,14313.0,13145.0,0.362820891118324,7.388463
750,8,279.983334,146322.433,1011.4455,16799,6149,14969.0,13654.0,0.3660336924816953,7.34086
780,8,280.25,157013.588,1011.0640000000001,16815,6121,15538.0,14358.0,0.3640202200416295,7.440342
810,8,280.59999899999997,163024.501,1008.1179999999999,16836,6121,16170.0,14924.0,0.36356616773580425,7.434122
840,8,278.533332,166550.222,1078.2044999999998,16712,6147,16758.0,15558.0,0.3678195308760172,7.461423
870,8,278.633333,175146.352,985.4235,16718,6129,17448.0,15900.0,0.36661083861705945,7.33099
900,8,280.699999,180648.524,1027.5785,16842,6138,17999.0,16795.0,0.36444602778767365,7.507823
930,8,281.483334,189446.102,819.4175,16889,6099,18559.0,17508.0,0.3611226241932619,7.580862
960,8,279.85,193724.105,1203.9575,16791,6121,19184.0,17912.0,0.3645405276636293,7.502016
990,8,278.766666,201336.766,929.1995,16726,6162,19780.0,18440.0,0.3684084658615329,7.49784
1020,8,279.633334,206993.451,1022.0825,16778,6142,20441.0,19292.0,0.3660746215281917,7.5893
1050,8,279.366668,208650.056,1089.2469999999998,16762,6161,21028.0,19532.0,0.36755757069562106,7.461013
1080,8,278.8,221833.015,812.3895,16728,6126,21669.0,19887.0,0.3662123385939742,7.377852
1110,8,280.516667,225643.069,840.957,16831,6082,22312.0,20798.0,0.3613570197849207,7.487355
1140,8,279.4,230425.957,1175.2559999999999,16764,6141,22859.0,21290.0,0.3663206871868289,7.478047
1170,8,278.16666599999996,240976.751,880.1780000000001,16690,6186,23554.0,22374.0,0.3706411024565608,7.629017
1200,8,280.766665,248280.767,960.6925,16846,6179,24186.0,22897.0,0.3667933040484388,7.605082
1230,8,282.016666,254514.372,1054.117,16921,6185,24741.0,23454.0,0.36552213226168667,7.609994
1260,8,280.933333,260102.812,975.9725,16856,6135,25369.0,24192.0,0.3639653535832938,7.659635
1290,8,281.833333,264607.339,1144.8405,16910,6145,25887.0,24640.0,0.3633944411590775,7.643569
1320,8,282.45,271647.003,1110.4595,16947,6172,26453.0,25199.0,0.3641942526700891,7.65026
1350,8,281.883334,277227.951,1300.5259999999998,16913,6196,26961.0,25836.0,0.3663454147697038,7.696157
1380,8,282.716667,285412.246,1028.6045,16963,6214,27435.0,26111.0,0.36632671107705006,7.643735
1410,8,280.40000200000003,290584.188,1053.3475,16824,6167,28009.0,26637.0,0.36655967665240136,7.636755
1440,8,279.21666700000003,295667.156,1171.975,16753,6175,28752.0,27454.0,0.3685907001731033,7.662294
1470,8,280.733334,303533.163,934.3050000000001,16844,6206,29268.0,27993.0,0.36843980052244124,7.673783
1500,8,280.933333,307821.183,980.1859999999999,16856,6240,29813.0,28661.0,0.37019458946369244,7.719875
1530,8,280.633334,313613.618,919.6725,16838,6173,30396.0,28904.0,0.36661123648889415,7.627643
1560,8,280.283334,321499.666,869.7545,16817,6093,31013.0,29828.0,0.3623119462448713,7.715219
1590,8,279.983332,325724.61,1028.979,16799,6134,31625.0,30384.0,0.36514078218941604,7.710207
1620,8,281.333332,332158.983,1085.0825,16880,6181,32218.0,30932.0,0.36617298578199053,7.707949
