t_bucket,pods,throughput,p99_max,p99_med,window_total,window_viol,total_lag,max_lag,viol_rate,skew_ratio
1650,8,280.1,340070.379,1162.9365,16806,6244,32801.0,31349.0,0.3715339759609663,7.670184
1680,8,279.049999,344278.254,1025.1155,16743,6257,33427.0,32235.0,0.373708415457206,7.739031
1710,8,281.566667,350382.835,1110.1905000000002,16894,6198,34024.0,32738.0,0.3668758138984255,7.720088
1740,8,281.949999,356196.725,859.5405000000001,16917,6121,34563.0,33386.0,0.3618253827510788,7.745273
1770,8,280.950001,359875.001,895.2674999999999,16857,6101,35161.0,33764.0,0.36192679598979655,7.70318
1800,8,282.866666,371053.122,982.3225,16972,6138,35702.0,34566.0,0.36165448974781994,7.764151
1830,8,283.116666,377303.826,1076.0495,16987,6195,36244.0,34991.0,0.3646906457879555,7.746728
1860,8,282.616667,384032.129,860.8755,16957,6150,36729.0,35413.0,0.3626820781977944,7.729775
1890,8,280.483334,388588.593,939.733,16829,6084,37328.0,36124.0,0.361518806821558,7.760675
1920,8,277.53333299999997,398032.868,830.612,16652,6090,37975.0,36619.0,0.3657218352149892,7.731236
1950,8,279.600002,401436.019,1077.029,16776,6112,38605.0,37449.0,0.3643299952312828,7.7806
1980,8,282.499999,410338.3,1215.952,16950,6220,39110.0,37896.0,0.36696165191740415,7.767165
2010,8,281.699998,414351.539,853.4179999999999,16902,6167,39726.0,38448.0,0.36486806295113006,7.757478
2040,8,282.183334,420605.129,844.3265,16931,6070,40285.0,39050.0,0.3585139684602209,7.773465
2070,8,282.400001,429024.87,1264.7665,16944,6228,40829.0,39247.0,0.36756373937677056,7.70777
2100,8,280.683335,435881.209,1152.757,16841,6367,41378.0,40125.0,0.3780654355442076,7.779744
2130,8,279.716667,439508.466,1114.471,16783,6300,42004.0,40714.0,0.37537984865637847,7.774484
2160,8,280.666668,445064.647,911.1034999999999,16840,6206,42640.0,41399.0,0.3685273159144893,7.787622
2190,8,283.183334,453353.148,878.28,16991,6136,43138.0,41905.0,0.361132364192808,7.785958
2220,8,283.05,459672.251,933.8325,16983,6123,43624.0,42365.0,0.3605370075958311,7.780711
2250,8,280.483334,464716.32,742.1225,16829,6091,44196.0,42972.0,0.36193475548160914,7.793254
2280,8,279.96666700000003,470158.612,1080.6265,16798,6117,44744.0,43536.0,0.36415049410644124,7.797958
2310,8,280.65000100000003,477547.062,1053.3165,16839,6195,45358.0,44237.0,0.36789595581685375,7.818314
2340,8,281.299999,479898.549,1103.9575,16878,6206,45990.0,44788.0,0.36769759450171824,7.806868
2370,8,280.233333,489570.302,927.1385,16814,6196,46541.0,45232.0,0.3685024384441537,7.790561
2400,8,278.966668,494484.927,1127.558,16738,6161,47231.0,46002.0,0.36808459792089854,7.804886
2430,8,279.65,502277.373,1041.2060000000001,16779,6188,47861.0,46590.0,0.36879432624113473,7.805818
2460,8,281.216668,507368.188,1321.8935000000001,16873,6218,48442.0,47240.0,0.3685177502518817,7.816501
2490,8,280.3,510642.718,875.213,16818,6171,48929.0,47596.0,0.3669282911166607,7.795275
2520,8,278.600001,519725.601,1012.9279999999999,16716,6128,49598.0,48281.0,0.36659487915769323,7.802675
2550,8,281.699999,522044.058,1041.4070000000002,16902,6202,50191.0,48883.0,0.3669388238078334,7.801153
2580,8,282.766666,532440.479,1047.134,16966,6248,50796.0,49551.0,0.3682659436520099,7.820704
2610,8,281.416667,533931.057,1133.034,16885,6238,51378.0,50133.0,0.36944033165531537,7.821061
2640,8,279.050001,542002.683,1167.766,16743,6234,51964.0,50731.0,0.3723347070417488,7.821767
2670,8,278.783333,549255.346,926.7684999999999,16727,6193,52620.0,51383.0,0.37023973216954625,7.827554
2700,8,280.250001,557001.678,827.086,16815,6116,53190.0,51812.0,0.3637228664882545,7.803012
2730,8,278.949999,562839.488,1025.569,16737,6092,53815.0,52610.0,0.36398398757244427,7.833969
2760,8,279.183334,565706.193,901.489,16751,6117,54508.0,52997.0,0.3651722285236702,7.791528
2790,8,280.366666,572865.539,954.3019999999999,16822,6123,55050.0,53760.0,0.36398763523956723,7.824046
2820,4,78.13333300000001,1444.218,1374.1979999999999,4688,105,9.0,4.0,0.022397610921501707,3.111111
