index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec
277350,synthetic_0,90,1751154236.9202547,1751154739.6267066,502.7064518928528,1751154911.2518837,171.62517714500427
280980,synthetic_0,88,1751154237.6187782,1751154739.6267755,502.0079975128174,1751154911.2518837,171.6251082420349
280990,synthetic_0,83,1751154237.6189394,1751154739.626789,502.0078496932984,1751154911.2518837,171.6250946521759
281000,synthetic_0,90,1751154237.619109,1751154739.6268,502.0076913833618,1751154911.2518837,171.62508368492126
281010,synthetic_0,103,1751154237.6192682,1751154739.6268103,502.0075421333313,1751154911.2518837,171.62507343292236
281020,synthetic_0,82,1751154237.619429,1751154739.6268215,502.0073924064636,1751154911.2518837,171.62506222724915
281030,synthetic_0,103,1751154237.6195793,1751154739.6268318,502.0072524547577,1751154911.2518837,171.62505197525024
281040,synthetic_0,102,1751154237.6197348,1751154739.6268432,502.0071084499359,1751154911.2518837,171.62504053115845
281050,synthetic_0,90,1751154237.6198874,1751154739.6268537,502.0069663524628,1751154911.2518837,171.62503004074097
281060,synthetic_0,104,1751154237.6200447,1751154739.6268632,502.0068185329437,1751154911.2518837,171.6250205039978
281070,synthetic_0,102,1751154237.6201973,1751154739.6268828,502.0066854953766,1751154911.2518837,171.62500095367432
281080,synthetic_0,89,1751154237.620357,1751154739.6268935,502.0065364837647,1751154911.2518837,171.62499022483826
281090,synthetic_0,104,1751154237.6205385,1751154739.6269033,502.0063648223877,1751154911.2518837,171.6249804496765
281100,synthetic_0,95,1751154237.6206925,1751154739.6269133,502.0062208175659,1751154911.2518837,171.6249704360962
281110,synthetic_0,95,1751154237.6208403,1751154739.626923,502.0060827732086,1751154911.2518837,171.62496066093445
281120,synthetic_0,100,1751154237.621017,1751154739.626933,502.0059161186218,1751154911.2518837,171.62495064735413
281130,synthetic_0,102,1751154237.6211677,1751154739.6269424,502.0057747364044,1751154911.2518837,171.62494134902954
281140,synthetic_0,83,1751154237.621312,1751154739.6269524,502.0056402683258,1751154911.2518837,171.62493133544922
281150,synthetic_0,95,1751154237.621459,1751154739.6269648,502.0055058002472,1751154911.2518837,171.6249189376831
281160,synthetic_0,96,1751154237.621603,1751154739.6269748,502.00537180900574,1751154911.2518837,171.62490892410278
281170,synthetic_0,82,1751154237.621755,1751154739.6269836,502.0052287578583,1751154911.2518837,171.62490010261536
281180,synthetic_0,103,1751154237.621903,1751154739.6269927,502.00508975982666,1751154911.2518837,171.62489104270935
281190,synthetic_0,89,1751154237.6220524,1751154739.6270018,502.0049493312836,1751154911.2518837,171.62488198280334
281200,synthetic_0,96,1751154237.6222029,1751154739.6270134,502.0048105716705,1751154911.2518837,171.62487030029297
281210,synthetic_0,90,1751154237.6223495,1751154739.6270225,502.0046727657318,1751154911.2518837,171.62486124038696
281220,synthetic_0,94,1751154237.6224928,1751154739.6270325,502.0045394897461,1751154911.2518837,171.62485122680664
281230,synthetic_0,83,1751154237.6226368,1751154739.6270428,502.0044059753418,1751154911.2518837,171.62484097480774
281240,synthetic_0,96,1751154237.6227818,1751154739.627052,502.0042703151703,1751154911.2518837,171.62483167648315
281250,synthetic_0,104,1751154237.622923,1751154739.6270616,502.0041389465332,1751154911.2518837,171.62482213974
281260,synthetic_0,97,1751154237.6230602,1751154739.627071,502.0040106773377,1751154911.2518837,171.6248128414154
281270,synthetic_0,88,1751154237.623199,1751154739.627081,502.0038816928864,1751154911.2518837,171.62480282783508
281280,synthetic_0,90,1751154237.6233394,1751154739.6270907,502.0037512779236,1751154911.2518837,171.62479305267334
281290,synthetic_0,104,1751154237.6234765,1751154739.6271007,502.0036242008209,1751154911.2518837,171.62478303909302
281300,synthetic_0,104,1751154237.6236165,1751154739.627112,502.0034954547882,1751154911.2518837,171.6247718334198
281310,synthetic_0,97,1751154237.6237524,1751154739.6271222,502.003369808197,1751154911.2518837,171.6247615814209
281320,synthetic_0,82,1751154237.6238954,1751154739.6271324,502.00323700904846,1751154911.2518837,171.624751329422
281330,synthetic_0,89,1751154237.624033,1751154739.6271436,502.0031106472016,1751154911.2518837,171.62474012374878
281340,synthetic_0,83,1751154237.6241727,1751154739.6271536,502.0029809474945,1751154911.2518837,171.62473011016846
281350,synthetic_0,87,1751154237.6243122,1751154739.6271632,502.0028510093689,1751154911.2518837,171.6247205734253
