index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec
9491,synthetic_1,88,1751152776.0244071,1751154729.3424647,1953.3180575370789,1751156210.6585917,1481.3161270618439
9501,synthetic_1,81,1751152776.1184728,1751154729.3425264,1953.224053621292,1751156210.6585917,1481.3160653114319
9511,synthetic_1,87,1751152776.118673,1751154729.3425393,1953.2238659858704,1751156210.6585917,1481.3160524368286
9521,synthetic_1,87,1751152776.118873,1751154729.3425505,1953.2236773967743,1751156210.6585917,1481.3160412311554
9531,synthetic_1,94,1751152776.1190736,1751154729.342576,1953.2235023975368,1751156210.6585917,1481.3160157203674
9541,synthetic_1,93,1751152776.1192737,1751154729.3425865,1953.2233128547668,1751156210.6585917,1481.31600522995
9551,synthetic_1,79,1751152776.1197822,1751154729.3426,1953.222817659378,1751156210.6585917,1481.315991640091
9561,synthetic_1,95,1751152776.1199665,1751154729.3426094,1953.222643136978,1751156210.6585917,1481.3159823417664
9571,synthetic_1,81,1751152776.120155,1751154729.3426192,1953.222463846207,1751156210.6585917,1481.3159725666046
9581,synthetic_1,101,1751152776.1203651,1751154729.3426287,1953.2222635746,1751156210.6585917,1481.3159630298615
9591,synthetic_1,93,1751152776.120626,1751154729.3426385,1953.2220125198364,1751156210.6585917,1481.3159532546997
9601,synthetic_1,87,1751152776.1211567,1751154729.3426487,1953.2214920520785,1751156210.6585917,1481.3159430027008
9611,synthetic_1,86,1751152776.1213686,1751154729.3426583,1953.2212896347048,1751156210.6585917,1481.3159334659576
9621,synthetic_1,86,1751152776.1215856,1751154729.3426678,1953.2210822105408,1751156210.6585917,1481.3159239292145
9631,synthetic_1,93,1751152776.12181,1751154729.3426769,1953.220866918564,1751156210.6585917,1481.3159148693085
9641,synthetic_1,95,1751152776.1220531,1751154729.3426862,1953.2206330299375,1751156210.6585917,1481.315905570984
9651,synthetic_1,80,1751152776.122285,1751154729.342696,1953.2204110622408,1751156210.6585917,1481.3158957958221
9661,synthetic_1,101,1751152776.122541,1751154729.342706,1953.220165014267,1751156210.6585917,1481.3158857822418
9671,synthetic_1,86,1751152776.122794,1751154729.342718,1953.219924211502,1751156210.6585917,1481.3158738613129
9681,synthetic_1,92,1751152776.123035,1751154729.342728,1953.2196929454803,1751156210.6585917,1481.3158638477325
9691,synthetic_1,100,1751152776.1232972,1751154729.3427374,1953.2194402217865,1751156210.6585917,1481.3158543109894
9701,synthetic_1,86,1751152776.123575,1751154729.3427474,1953.2191724777224,1751156210.6585917,1481.315844297409
9711,synthetic_1,94,1751152776.1239552,1751154729.3427565,1953.2188012599945,1751156210.6585917,1481.315835237503
9721,synthetic_1,81,1751152776.1242115,1751154729.3427663,1953.2185549736023,1751156210.6585917,1481.3158254623413
9731,synthetic_1,95,1751152776.1244645,1751154729.3427758,1953.218311548233,1751156210.6585917,1481.3158159255981
9741,synthetic_1,99,1751152776.124715,1751154729.3427866,1953.218071460724,1751156210.6585917,1481.315805196762
9751,synthetic_1,102,1751152776.1249545,1751154729.3427987,1953.217844247818,1751156210.6585917,1481.3157930374146
9761,synthetic_1,87,1751152776.1252012,1751154729.3428085,1953.2176072597504,1751156210.6585917,1481.3157832622528
9771,synthetic_1,94,1751152776.1254268,1751154729.3428185,1953.2173917293549,1751156210.6585917,1481.3157732486725
9781,synthetic_1,100,1751152776.1256125,1751154729.3428285,1953.2172157764437,1751156210.6585917,1481.3157632350922
9791,synthetic_1,93,1751152776.1257973,1751154729.3428383,1953.217041015625,1751156210.6585917,1481.3157534599304
9801,synthetic_1,95,1751152776.1259837,1751154729.3428504,1953.2168669700625,1751156210.6585917,1481.3157413005829
9811,synthetic_1,101,1751152776.1261492,1751154729.3428605,1953.21671128273,1751156210.6585917,1481.3157312870026
9821,synthetic_1,80,1751152776.126314,1751154729.342871,1953.2165570259092,1751156210.6585917,1481.315720796585
9831,synthetic_1,80,1751152776.126502,1751154729.3428805,1953.2163784503937,1751156210.6585917,1481.315711259842
9841,synthetic_1,81,1751152776.1266642,1751154729.34289,1953.216225862503,1751156210.6585917,1481.3157017230988
9851,synthetic_1,79,1751152776.1268482,1751154729.3428998,1953.2160515785215,1751156210.6585917,1481.315691947937
9861,synthetic_1,99,1751152776.1270392,1751154729.342909,1953.2158699035645,1751156210.6585917,1481.3156826496124
9871,synthetic_1,87,1751152776.1272218,1751154729.3429189,1953.2156970500944,1751156210.6585917,1481.3156728744507
9881,synthetic_1,101,1751152776.1273994,1751154729.3429286,1953.215529203415,1751156210.6585917,1481.315663099289
9891,synthetic_1,87,1751152776.127585,1751154729.3429384,1953.215353488922,1751156210.6585917,1481.3156533241272
9901,synthetic_1,86,1751152776.127769,1751154729.342949,1953.2151799201963,1751156210.6585917,1481.3156428337097
9911,synthetic_1,94,1751152776.1279366,1751154729.3429587,1953.2150220870967,1751156210.6585917,1481.315633058548
9921,synthetic_1,87,1751152776.128121,1751154729.3429682,1953.2148473262787,1751156210.6585917,1481.3156235218048
9931,synthetic_1,87,1751152776.1282632,1751154729.34298,1953.214716672897,1751156210.6585917,1481.3156118392944
