pair,run_id,action,admitted_evaluation_cohort,completed_by_drain,incomplete_by_drain,duplicate_completion_attempts,admitted_messages_per_second,useful_throughput_per_second,deadline_miss_fraction,admitted_cohort_completion_mean_seconds,admitted_cohort_completion_p50_seconds,admitted_cohort_completion_p95_seconds,admitted_cohort_completion_p99_seconds,unfinished_fraction,target_admission_fraction,lag_covered_fraction,consumer_process_seconds,processing_backlog_area_offset_seconds,mean_processing_backlog_offsets,evaluation_and_drain_requested_cpu_seconds,evaluation_and_drain_resource_coverage,quality_flags
8020-s71,run-20260913-004819,none,360000,358085,1915,0,1500.0,1241.3,0.7634444444444445,41.75658013794981,40.856271266937256,106.31825876235962,121.14581799507141,0.005319444444444444,1.0,0.9916666666666667,1412.1726294313557,10941935.0,45974.51680672269,2160.0,1.0,
8020-s71,run-20260913-003714,scale,360000,360000,0,0,1500.0,1535.4666666666667,0.6586666666666666,10.786683051149712,0.30868077278137207,36.701478481292725,49.369972229003906,0.0,1.0,0.875,2183.3231925292457,3329954.0,15856.923809523809,3909.780252456665,1.0,Lag coverage below 90%; transition gaps remain part of the result
