pair,run_id,action,admitted_evaluation_cohort,completed_by_drain,incomplete_by_drain,duplicate_completion_attempts,admitted_messages_per_second,useful_throughput_per_second,deadline_miss_fraction,admitted_cohort_completion_mean_seconds,admitted_cohort_completion_p50_seconds,admitted_cohort_completion_p95_seconds,admitted_cohort_completion_p99_seconds,unfinished_fraction,target_admission_fraction,lag_covered_fraction,consumer_process_seconds,processing_backlog_area_offset_seconds,mean_processing_backlog_offsets,evaluation_and_drain_requested_cpu_seconds,evaluation_and_drain_resource_coverage,quality_flags
D1,run-20260912-085711,none,360000,174961,185039,0,1500.0,690.2125,0.9856777777777778,132.44429035061017,153.76990246772766,250.39860343933105,259.65543818473816,0.5139972222222222,1.0,0.9916666666666667,1390.7974642229674,34721923.0,145890.43277310923,2160.0,1.0,
D1,run-20260912-090802,scale,359999,200152,159847,0,1499.9958333333334,769.3708333333333,0.9160303223064509,111.43226719163934,121.80015850067139,235.7517855167389,246.73291683197021,0.4440206778352162,0.9999972222222223,0.8916666666666667,2248.940793298665,27549676.0,128736.80373831776,3946.7533378601074,1.0,Lag coverage below 90%; transition gaps remain part of the result
D2,run-20260912-093023,none,360000,168873,191127,0,1500.0,677.125,0.983875,133.16458170627,155.9503571987152,254.69173288345337,268.5317425727844,0.5309083333333333,1.0,0.9916666666666667,1387.6285302675387,35144249.0,147664.91176470587,2160.0,1.0,
D2,run-20260912-091909,scale,360000,195428,164572,0,1500.0,760.2208333333333,0.915025,112.06700325368807,123.03975772857666,238.57127141952515,250.32846641540527,0.45714444444444446,1.0,0.9416666666666667,2260.600117929367,28859992.0,127699.0796460177,3946.568359851837,1.0,
