pod,traffic_mode,topics,window_total,window_viol,msg_rate_window,lat_window_seconds,lat_count_window,lat_p95_ms,lat_p99_ms,cpu_percent,mem_percent,uptime_sec,total_lag,max_lag,lag_skew_ratio,consumed_total,file,t_bucket
consumer-sts-1,skew,B0-R100-20260224-010807_0,408,29,6.8,30.0,184,1169.762,1673.849,45.1,16.2,2882.568,3.0,1.0,2.333333,19889,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,2880
consumer-sts-1,skew,B0-R100-20260224-010807_0,412,35,6.866667,30.0,224,958.274,1234.572,50.6,9.0,2912.599,10.0,4.0,2.8,20117,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,2910
consumer-sts-1,skew,B0-R100-20260224-010807_0,425,23,7.083333,30.0,198,582.653,1232.618,48.0,11.5,2942.602,9.0,4.0,3.111111,20316,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,2940
consumer-sts-1,skew,B0-R100-20260224-010807_0,418,16,6.966667,30.0,220,573.049,1048.0,50.1,16.1,2972.63,6.0,2.0,2.333333,20537,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,2970
consumer-sts-1,skew,B0-R100-20260224-010807_0,431,17,7.183333,30.0,208,591.898,1127.898,51.2,15.5,3002.659,5.0,3.0,4.2,20747,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3000
consumer-sts-1,skew,B0-R100-20260224-010807_0,416,17,6.933333,30.0,200,199.227,839.6,46.9,14.2,3032.688,4.0,2.0,3.5,20947,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3030
consumer-sts-1,skew,B0-R100-20260224-010807_0,405,16,6.75,30.0,203,825.103,1148.855,50.0,15.0,3062.718,2.0,1.0,3.5,21150,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3060
consumer-sts-1,skew,B0-R100-20260224-010807_0,434,18,7.233333,30.0,231,527.588,1408.602,49.2,14.7,3092.748,6.0,2.0,2.333333,21381,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3090
consumer-sts-1,skew,B0-R100-20260224-010807_0,439,16,7.316667,30.0,199,150.135,1260.308,42.1,18.6,3122.772,6.0,3.0,3.5,21581,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3120
consumer-sts-1,skew,B0-R100-20260224-010807_0,414,23,6.9,30.0,201,1123.302,1555.166,46.6,18.8,3152.802,2.0,1.0,3.5,21782,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3150
consumer-sts-1,skew,B0-R100-20260224-010807_0,415,22,6.916667,30.0,214,588.458,1200.01,52.4,9.2,3182.832,6.0,3.0,3.5,21996,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3180
consumer-sts-1,skew,B0-R100-20260224-010807_0,429,13,7.15,30.0,213,50.021,1056.766,56.5,12.0,3212.85,5.0,2.0,2.8,22211,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3210
consumer-sts-1,skew,B0-R100-20260224-010807_0,438,21,7.3,30.0,208,667.153,1401.613,50.4,15.5,3242.881,7.0,3.0,3.0,22423,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3240
consumer-sts-1,skew,B0-R100-20260224-010807_0,402,24,6.7,30.0,193,979.404,1378.29,51.9,15.0,3272.911,7.0,4.0,4.0,22617,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3270
consumer-sts-1,skew,B0-R100-20260224-010807_0,405,24,6.75,30.0,209,611.052,1211.193,47.8,13.8,3302.943,3.0,1.0,2.333333,22829,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3300
consumer-sts-1,skew,B0-R100-20260224-010807_0,401,18,6.683333,30.0,184,413.253,991.81,50.4,16.0,3332.973,6.0,3.0,3.5,23013,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3330
consumer-sts-1,skew,B0-R100-20260224-010807_0,405,29,6.75,30.0,221,1453.774,2106.728,47.9,14.7,3363.004,2.0,1.0,3.5,23234,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3360
consumer-sts-1,skew,B0-R100-20260224-010807_0,408,41,6.8,30.0,187,1093.159,1882.984,43.2,12.2,3393.029,7.0,3.0,3.0,23421,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3390
consumer-sts-1,skew,B0-R100-20260224-010807_0,429,20,7.15,30.0,240,426.932,869.401,45.0,17.4,3423.06,3.0,1.0,2.333333,23661,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3420
consumer-sts-1,skew,B0-R100-20260224-010807_0,459,25,7.65,30.0,209,965.259,1369.939,42.8,9.2,3453.067,2.0,1.0,3.5,23870,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3450
consumer-sts-1,skew,B0-R100-20260224-010807_0,419,25,6.983333,30.0,210,679.28,1196.08,58.0,13.0,3483.084,4.0,2.0,3.5,24080,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3480
consumer-sts-1,skew,B0-R100-20260224-010807_0,444,19,7.4,30.0,234,623.992,1433.543,48.0,15.0,3513.114,4.0,3.0,5.25,24314,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3510
consumer-sts-1,skew,B0-R100-20260224-010807_0,455,21,7.583333,30.0,213,469.733,1121.532,50.8,16.3,3543.146,5.0,1.0,1.4,24527,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3540
consumer-sts-1,skew,B0-R100-20260224-010807_0,413,12,6.883333,30.0,200,229.928,1401.687,49.0,16.1,3573.176,7.0,3.0,3.0,24727,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3570
consumer-sts-1,skew,B0-R100-20260224-010807_0,415,18,6.916667,30.0,214,814.995,1413.929,49.3,16.3,3603.177,6.0,2.0,2.333333,24942,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3600
consumer-sts-1,skew,B0-R100-20260224-010807_0,450,22,7.5,30.0,229,268.797,1138.996,48.5,12.2,3633.207,6.0,3.0,3.5,25171,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3630
consumer-sts-1,skew,B0-R100-20260224-010807_0,420,9,7.0,30.0,179,141.568,695.501,44.1,12.0,3663.221,6.0,2.0,2.333333,25350,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3660
consumer-sts-1,skew,B0-R100-20260224-010807_0,406,12,6.766667,30.0,227,787.395,1289.817,43.3,12.2,3693.252,9.0,5.0,3.888889,25577,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3690
consumer-sts-1,skew,B0-R100-20260224-010807_0,432,25,7.2,30.0,205,1058.044,1427.551,44.9,9.4,3723.283,4.0,1.0,1.75,25782,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3720
consumer-sts-1,skew,B0-R100-20260224-010807_0,418,26,6.966667,30.0,212,735.681,1159.083,56.6,16.4,3753.292,8.0,3.0,2.625,25994,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3750
consumer-sts-1,skew,B0-R100-20260224-010807_0,409,20,6.816667,30.0,180,205.991,1116.056,55.0,15.3,3783.323,7.0,3.0,3.0,26174,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3780
consumer-sts-1,skew,B0-R100-20260224-010807_0,397,27,6.616667,30.0,217,1155.752,1817.522,51.8,15.6,3813.354,5.0,2.0,2.8,26391,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3810
consumer-sts-1,skew,B0-R100-20260224-010807_0,432,30,7.2,30.0,215,734.864,1072.016,50.7,16.2,3843.384,8.0,4.0,3.5,26606,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3840
consumer-sts-1,skew,B0-R100-20260224-010807_0,414,17,6.9,30.0,199,765.326,1096.399,47.7,15.1,3873.415,1.0,1.0,7.0,26805,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3870
consumer-sts-1,skew,B0-R100-20260224-010807_0,422,13,7.033333,30.0,220,368.453,1098.489,43.5,16.1,3903.427,4.0,2.0,3.5,27027,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3900
consumer-sts-1,skew,B0-R100-20260224-010807_0,443,12,7.383333,30.0,220,602.633,1428.252,47.2,11.1,3933.458,6.0,3.0,3.5,27247,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3930
consumer-sts-1,skew,B0-R100-20260224-010807_0,438,13,7.3,30.0,209,112.097,905.411,47.3,11.0,3963.489,5.0,3.0,4.2,27457,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3960
consumer-sts-1,skew,B0-R100-20260224-010807_0,437,20,7.283333,30.0,227,1065.742,1547.647,42.6,9.4,3993.519,3.0,2.0,4.666667,27684,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,3990
consumer-sts-1,skew,B0-R100-20260224-010807_0,441,22,7.35,30.0,214,475.672,908.015,55.1,16.7,4023.542,6.0,2.0,2.333333,27898,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4020
consumer-sts-1,skew,B0-R100-20260224-010807_0,428,15,7.133333,30.0,214,654.45,1378.718,48.4,14.7,4053.56,4.0,2.0,3.5,28112,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4050
consumer-sts-1,skew,B0-R100-20260224-010807_0,428,15,7.133333,30.0,214,497.804,1283.241,50.0,16.1,4083.59,6.0,3.0,3.5,28326,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4080
consumer-sts-1,skew,B0-R100-20260224-010807_0,431,22,7.183333,30.0,217,1192.04,1682.566,51.0,13.9,4113.62,10.0,5.0,3.5,28543,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4110
consumer-sts-1,skew,B0-R100-20260224-010807_0,451,40,7.516667,30.0,230,1082.096,1459.326,50.4,15.0,4143.65,2.0,1.0,3.5,28777,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4140
consumer-sts-1,skew,B0-R100-20260224-010807_0,446,25,7.433333,30.0,215,205.357,917.896,41.7,16.1,4173.68,5.0,2.0,2.8,28992,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4170
consumer-sts-1,skew,B0-R100-20260224-010807_0,420,14,7.0,30.0,202,786.215,1337.349,41.8,16.9,4203.702,6.0,3.0,3.5,29194,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4200
consumer-sts-1,skew,B0-R100-20260224-010807_0,407,14,6.783333,30.0,204,399.158,1001.49,53.7,8.7,4233.731,3.0,1.0,2.333333,29398,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4230
consumer-sts-1,skew,B0-R100-20260224-010807_0,407,13,6.783333,30.0,203,459.887,1504.826,45.3,11.4,4263.735,3.0,2.0,4.666667,29601,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4260
consumer-sts-1,skew,B0-R100-20260224-010807_0,418,21,6.966667,30.0,214,1079.171,1835.063,51.4,16.2,4293.763,10.0,4.0,2.8,29816,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4290
consumer-sts-1,skew,B0-R100-20260224-010807_0,437,23,7.283333,30.0,219,714.017,1556.306,50.3,15.5,4323.779,2.0,1.0,3.5,30038,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4320
consumer-sts-1,skew,B0-R100-20260224-010807_0,406,20,6.766667,30.0,182,669.964,1500.814,54.3,14.9,4353.802,4.0,3.0,5.25,30220,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4350
consumer-sts-1,skew,B0-R100-20260224-010807_0,418,18,6.966667,30.0,235,608.606,2248.132,52.6,16.1,4383.819,1.0,1.0,7.0,30455,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4380
consumer-sts-1,skew,B0-R100-20260224-010807_0,454,15,7.566667,30.0,219,223.797,944.33,54.5,15.7,4413.835,7.0,4.0,4.0,30674,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4410
consumer-sts-1,skew,B0-R100-20260224-010807_0,444,14,7.4,30.0,225,650.092,1319.803,41.6,18.4,4443.866,8.0,3.0,2.625,30899,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4440
consumer-sts-1,skew,B0-R100-20260224-010807_0,430,23,7.166667,30.0,201,1174.999,1575.18,43.4,18.8,4473.897,5.0,2.0,2.8,31101,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4470
consumer-sts-1,skew,B0-R100-20260224-010807_0,435,33,7.25,30.0,233,1229.599,1497.175,53.4,9.1,4503.916,10.0,5.0,3.5,31334,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4500
consumer-sts-1,skew,B0-R100-20260224-010807_0,444,33,7.4,30.0,210,889.839,1033.473,46.9,11.8,4533.947,3.0,1.0,2.333333,31545,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4530
consumer-sts-1,skew,B0-R100-20260224-010807_0,405,21,6.75,30.0,193,603.673,1435.343,50.1,16.2,4563.962,4.0,3.0,5.25,31740,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4560
consumer-sts-1,skew,B0-R100-20260224-010807_0,395,17,6.583333,30.0,200,755.14,1275.036,50.2,15.6,4593.993,3.0,1.0,2.333333,31940,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4590
consumer-sts-1,skew,B0-R100-20260224-010807_0,416,16,6.933333,30.0,216,411.241,1261.529,47.7,15.9,4624.009,5.0,3.0,4.2,32156,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4620
consumer-sts-1,skew,B0-R100-20260224-010807_0,422,11,7.033333,30.0,205,387.231,837.923,51.9,15.3,4654.04,9.0,5.0,3.888889,32362,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4650
consumer-sts-1,skew,B0-R100-20260224-010807_0,405,18,6.75,30.0,198,941.047,1450.37,48.7,14.1,4684.063,7.0,3.0,3.0,32560,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4680
consumer-sts-1,skew,B0-R100-20260224-010807_0,411,22,6.85,30.0,212,710.744,1382.144,41.7,12.2,4714.094,4.0,2.0,3.5,32772,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4710
consumer-sts-1,skew,B0-R100-20260224-010807_0,438,32,7.3,30.0,226,1642.702,2326.317,44.8,17.3,4744.124,5.0,1.0,1.4,32998,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4740
consumer-sts-1,skew,B0-R100-20260224-010807_0,445,32,7.416667,30.0,218,642.902,1432.29,48.3,9.1,4774.155,10.0,3.0,2.1,33217,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4770
consumer-sts-1,skew,B0-R100-20260224-010807_0,431,13,7.183333,30.0,212,554.2,1135.953,52.5,11.2,4804.185,6.0,3.0,3.5,33429,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4800
consumer-sts-1,skew,B0-R100-20260224-010807_0,413,23,6.883333,30.0,201,1053.821,1355.621,48.9,16.2,4834.187,10.0,3.0,2.1,33630,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4830
consumer-sts-1,skew,B0-R100-20260224-010807_0,394,24,6.566667,30.0,193,492.142,1293.078,49.4,14.8,4864.191,1.0,1.0,7.0,33823,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4860
consumer-sts-1,skew,B0-R100-20260224-010807_0,409,14,6.816667,30.0,216,621.625,1337.54,50.6,15.0,4894.217,5.0,2.0,2.8,34039,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4890
consumer-sts-1,skew,B0-R100-20260224-010807_0,449,11,7.483333,30.0,232,589.841,806.974,50.3,15.1,4924.247,5.0,2.0,2.8,34271,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4920
consumer-sts-1,skew,B0-R100-20260224-010807_0,463,12,7.716667,30.0,231,565.163,1210.474,51.6,16.1,4954.278,4.0,3.0,5.25,34502,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4950
consumer-sts-1,skew,B0-R100-20260224-010807_0,433,17,7.216667,30.0,201,645.473,1135.907,47.3,11.9,4984.308,5.0,1.0,1.4,34703,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,4980
consumer-sts-1,skew,B0-R100-20260224-010807_0,431,21,7.183333,30.0,229,833.61,1297.367,47.8,18.6,5014.329,7.0,3.0,3.0,34932,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5010
consumer-sts-1,skew,B0-R100-20260224-010807_0,470,25,7.833333,30.0,241,666.184,1367.192,43.1,9.4,5044.36,10.0,3.0,2.1,35173,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5040
consumer-sts-1,skew,B0-R100-20260224-010807_0,476,26,7.933333,30.0,235,1050.056,1365.658,56.2,14.9,5074.39,6.0,3.0,3.5,35408,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5070
consumer-sts-1,skew,B0-R100-20260224-010807_0,419,20,6.983333,30.0,184,570.287,1227.442,49.2,16.1,5104.421,3.0,2.0,4.666667,35592,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5100
consumer-sts-1,skew,B0-R100-20260224-010807_0,402,8,6.7,30.0,216,98.853,788.154,48.4,14.9,5134.452,5.0,3.0,4.2,35810,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5130
consumer-sts-1,skew,B0-R100-20260224-010807_0,435,7,7.25,30.0,218,134.662,1017.317,51.4,15.1,5164.483,5.0,1.0,1.4,36028,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5160
consumer-sts-1,skew,B0-R100-20260224-010807_0,458,21,7.633333,30.0,238,1067.479,1964.728,48.1,13.7,5194.514,7.0,2.0,2.0,36267,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5190
consumer-sts-1,skew,B0-R100-20260224-010807_0,432,22,7.2,30.0,193,144.022,1094.013,44.3,14.8,5224.523,4.0,1.0,1.75,36460,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5220
consumer-sts-1,skew,B0-R100-20260224-010807_0,417,11,6.95,30.0,224,154.906,906.625,47.7,10.9,5254.554,4.0,2.0,3.5,36684,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5250
consumer-sts-1,skew,B0-R100-20260224-010807_0,416,11,6.933333,30.0,192,443.913,1258.623,46.1,10.5,5284.562,5.0,2.0,2.8,36876,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5280
consumer-sts-1,skew,B0-R100-20260224-010807_0,437,19,7.283333,30.0,245,799.96,1151.342,44.6,9.4,5314.592,5.0,2.0,2.8,37121,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5310
consumer-sts-1,skew,B0-R100-20260224-010807_0,462,26,7.7,30.0,215,1091.14,1414.693,55.0,16.7,5344.622,5.0,2.0,2.8,37336,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5340
consumer-sts-1,skew,B0-R100-20260224-010807_0,399,17,6.65,30.0,173,513.898,1544.253,48.8,16.4,5374.643,6.0,4.0,4.666667,37510,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5370
consumer-sts-1,skew,B0-R100-20260224-010807_0,371,9,6.183333,30.0,197,588.863,1084.023,48.2,16.1,5404.671,1.0,1.0,7.0,37707,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5400
consumer-sts-1,skew,B0-R100-20260224-010807_0,408,17,6.8,30.0,211,933.477,1757.316,50.2,15.7,5434.702,6.0,2.0,2.333333,37918,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5430
consumer-sts-1,skew,B0-R100-20260224-010807_0,421,24,7.016667,30.0,210,833.404,1368.008,49.4,15.0,5464.733,5.0,2.0,2.8,38128,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5460
consumer-sts-1,skew,B0-R100-20260224-010807_0,436,19,7.266667,30.0,224,544.178,992.258,41.8,17.3,5494.763,7.0,3.0,3.0,38353,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5490
consumer-sts-1,skew,B0-R100-20260224-010807_0,447,22,7.45,30.0,223,1032.351,1864.866,41.6,17.1,5524.794,5.0,3.0,4.2,38576,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5520
consumer-sts-1,skew,B0-R100-20260224-010807_0,425,19,7.083333,30.0,202,546.305,902.202,58.4,9.1,5554.824,6.0,2.0,2.333333,38778,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5550
consumer-sts-1,skew,B0-R100-20260224-010807_0,437,18,7.283333,30.0,232,975.207,1886.232,46.6,10.8,5584.853,9.0,5.0,3.888889,39011,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5580
consumer-sts-1,skew,B0-R100-20260224-010807_0,421,22,7.016667,30.0,189,486.124,1314.221,54.6,16.1,5614.883,9.0,3.0,2.333333,39200,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5610
consumer-sts-1,skew,B0-R100-20260224-010807_0,382,15,6.366667,30.0,192,669.927,1120.048,51.3,14.9,5644.914,7.0,3.0,3.0,39393,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5640
consumer-sts-1,skew,B0-R100-20260224-010807_0,420,12,7.0,30.0,224,423.884,889.762,53.4,15.2,5674.945,6.0,2.0,2.333333,39617,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5670
consumer-sts-1,skew,B0-R100-20260224-010807_0,454,18,7.566667,30.0,226,844.934,1423.997,47.9,13.6,5704.975,7.0,5.0,5.0,39843,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5700
consumer-sts-1,skew,B0-R100-20260224-010807_0,412,23,6.866667,30.0,186,802.288,1239.99,49.2,16.8,5735.005,4.0,1.0,1.75,40029,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5730
consumer-sts-1,skew,B0-R100-20260224-010807_0,399,19,6.65,30.0,213,450.182,1709.587,44.7,19.3,5765.035,4.0,1.0,1.75,40242,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5760
consumer-sts-1,skew,B0-R100-20260224-010807_0,436,20,7.266667,30.0,223,636.739,1602.886,42.5,18.2,5795.051,7.0,5.0,5.0,40465,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5790
consumer-sts-1,skew,B0-R100-20260224-010807_0,454,22,7.566667,30.0,230,689.333,1627.939,46.7,9.8,5825.081,8.0,3.0,2.625,40695,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5820
consumer-sts-1,skew,B0-R100-20260224-010807_0,447,22,7.45,30.0,216,770.967,1495.972,52.9,13.1,5855.112,3.0,2.0,4.666667,40911,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5850
consumer-sts-1,skew,B0-R100-20260224-010807_0,436,26,7.266667,30.0,220,1273.431,1894.832,49.2,16.1,5885.143,9.0,4.0,3.111111,41131,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5880
consumer-sts-1,skew,B0-R100-20260224-010807_0,414,20,6.9,30.0,194,531.983,1147.788,49.9,15.9,5915.173,7.0,2.0,2.0,41325,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5910
consumer-sts-1,skew,B0-R100-20260224-010807_0,423,9,7.05,30.0,228,123.207,926.069,51.2,15.7,5945.204,2.0,1.0,3.5,41553,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5940
consumer-sts-1,skew,B0-R100-20260224-010807_0,426,13,7.1,30.0,198,647.995,1394.09,49.6,16.1,5975.234,3.0,1.0,2.333333,41751,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,5970
consumer-sts-1,skew,B0-R100-20260224-010807_0,401,14,6.683333,30.0,203,569.77,1167.034,47.8,16.8,6005.257,7.0,4.0,4.0,41954,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6000
consumer-sts-1,skew,B0-R100-20260224-010807_0,408,10,6.8,30.0,204,550.942,1038.078,43.2,12.9,6035.288,1.0,1.0,7.0,42159,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6030
consumer-sts-1,skew,B0-R100-20260224-010807_0,434,23,7.233333,30.0,227,1103.485,1626.191,44.5,18.7,6065.319,9.0,5.0,3.888889,42386,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6060
consumer-sts-1,skew,B0-R100-20260224-010807_0,430,32,7.166667,30.0,202,1000.806,1349.064,40.3,10.0,6095.337,11.0,5.0,3.181818,42588,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6090
consumer-sts-1,skew,B0-R100-20260224-010807_0,413,23,6.883333,30.0,211,666.054,1346.374,59.1,14.5,6125.367,3.0,3.0,7.0,42799,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6120
consumer-sts-1,skew,B0-R100-20260224-010807_0,413,24,6.883333,30.0,202,1122.69,1560.15,52.8,16.3,6155.397,6.0,1.0,1.166667,43001,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6150
consumer-sts-1,skew,B0-R100-20260224-010807_0,419,30,6.983333,30.0,216,980.996,1651.791,52.2,15.5,6185.411,6.0,3.0,3.5,43217,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6180
consumer-sts-1,skew,B0-R100-20260224-010807_0,444,24,7.4,30.0,228,561.305,1038.634,54.4,16.7,6215.433,9.0,4.0,3.111111,43445,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6210
consumer-sts-1,skew,B0-R100-20260224-010807_0,410,13,6.833333,30.0,182,197.341,1009.709,49.7,17.0,6245.464,4.0,2.0,3.5,43627,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6240
consumer-sts-1,skew,B0-R100-20260224-010807_0,393,14,6.55,30.0,211,749.361,1274.328,46.7,12.7,6275.485,5.0,2.0,2.8,43838,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6270
consumer-sts-1,skew,B0-R100-20260224-010807_0,418,22,6.966667,30.0,206,836.517,1446.413,44.4,13.4,6305.502,4.0,3.0,5.25,44044,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6300
consumer-sts-1,skew,B0-R100-20260224-010807_0,421,30,7.016667,30.0,212,1095.962,1714.872,45.0,13.1,6335.503,7.0,3.0,3.0,44256,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6330
consumer-sts-1,skew,B0-R100-20260224-010807_0,390,25,6.5,30.0,178,551.434,1123.96,42.1,9.8,6365.533,3.0,2.0,4.666667,44434,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6360
consumer-sts-1,skew,B0-R100-20260224-010807_0,418,23,6.966667,30.0,239,1049.567,1240.747,55.3,17.1,6395.564,7.0,3.0,3.0,44674,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6390
consumer-sts-1,skew,B0-R100-20260224-010807_0,435,26,7.25,30.0,188,783.724,1194.291,50.1,15.9,6425.58,2.0,1.0,3.5,44862,consumer_metrics_run-20260224-010807_consumer-sts-1.csv,6420
consumer-sts-2,skew,B0-R100-20260224-010807_0,139,15,2.316667,30.0,139,1610.014,2885.383,0.0,15.1,30.032,10.0,4.0,2.4,139,consumer_metrics_run-20260224-010807_consumer-sts-2.csv,30
consumer-sts-2,skew,B0-R100-20260224-010807_0,378,30,6.3,30.0,239,909.334,1465.37,18.5,15.2,60.06,6.0,3.0,3.5,378,consumer_metrics_run-20260224-010807_consumer-sts-2.csv,60
consumer-sts-2,skew,B0-R100-20260224-010807_0,439,22,7.316667,30.0,199,620.023,1079.61,18.5,15.2,90.088,5.0,2.0,2.8,577,consumer_metrics_run-20260224-010807_consumer-sts-2.csv,90
consumer-sts-2,skew,B0-R100-20260224-010807_0,436,18,7.266667,30.0,234,780.856,1214.381,18.6,15.2,120.118,5.0,2.0,2.8,811,consumer_metrics_run-20260224-010807_consumer-sts-2.csv,120
consumer-sts-2,skew,B0-R100-20260224-010807_0,457,20,7.616667,30.0,221,700.835,1604.987,18.7,15.2,150.148,7.0,4.0,4.0,1032,consumer_metrics_run-20260224-010807_consumer-sts-2.csv,150
consumer-sts-2,skew,B0-R100-20260224-010807_0,417,17,6.95,30.0,194,587.105,1145.701,19.5,15.2,180.177,4.0,2.0,3.5,1226,consumer_metrics_run-20260224-010807_consumer-sts-2.csv,180
