t_bucket,pods,throughput,p99_max,p99_med,window_total,window_viol,total_lag,max_lag,viol_rate,skew_ratio
1020,8,151.416665,630651.655,1567.7915,9085,6068,150708.0,150271.0,0.667914144193726,7.979079
1050,8,152.116667,649496.131,1561.7984999999999,9127,6103,155182.0,154814.0,0.6686753588254629,7.983447
1080,8,151.73333399999999,668279.606,1364.1855,9104,6074,159612.0,159236.0,0.6671792618629174,7.983155
1110,8,150.23333300000002,686852.436,1375.951,9014,6054,164174.0,163773.0,0.6716219214555137,7.98294
1140,8,150.566667,705760.499,1520.7489999999998,9034,6089,168682.0,168306.0,0.6740092982067744,7.985339
1170,8,151.666666,724552.947,1591.8915000000002,9100,6094,173149.0,172802.0,0.6696703296703297,7.98632
1200,8,150.883333,743061.759,1284.6165,9053,6071,177632.0,177272.0,0.6706064288081299,7.98608
1230,8,149.983334,761766.19,10693.253499999999,8999,6396,182188.0,181824.0,0.7107456384042672,7.986471
1260,8,150.6,780351.149,1517.911,9036,6406,186627.0,186258.0,0.7089420097388225,7.985851
1290,8,150.64999999999998,799426.143,1441.126,9039,6038,191206.0,190837.0,0.6679942471512336,7.986691
1320,8,150.066667,818268.224,1418.5415,9004,6030,195700.0,195321.0,0.6697023545091071,7.986302
1350,8,151.14999899999998,837081.863,1507.42,9069,6067,200157.0,199813.0,0.66898224721579,7.988286
1380,8,151.333334,855436.482,1548.992,9080,6079,204672.0,204344.0,0.6694933920704845,7.989131
1410,8,150.766666,874153.694,1653.8535000000002,9046,6070,209151.0,208803.0,0.6710148131770949,7.98814
1440,8,150.66666600000002,893185.55,1435.4165,9040,6036,213660.0,213321.0,0.6676991150442478,7.988167
1470,8,151.350001,912093.531,1398.3335,9081,6055,218125.0,217680.0,0.6667767866975003,7.98507
1500,8,151.633333,930655.038,1567.8895,9098,6078,222620.0,222233.0,0.6680589140470433,7.987672
1530,8,151.2,949365.902,1417.541,9072,6073,227087.0,226718.0,0.6694223985890653,7.989041
1560,8,151.183333,967836.37,1474.094,9071,6090,231600.0,231271.0,0.6713703009591004,7.989947
1590,8,149.966667,986487.864,1572.4185,8998,6092,236156.0,235790.0,0.6770393420760169,7.989394
1620,8,149.916667,1005233.784,1570.1625,8995,6083,240627.0,240269.0,0.6762645914396888,7.989293
1650,8,149.733334,1023886.68,1551.12,8984,6065,245194.0,244846.0,0.6750890471950134,7.990047
1680,8,149.29999899999999,1042575.312,1634.133,8958,6104,249732.0,249340.0,0.6814020986827417,7.988914
1710,8,150.783334,1061388.197,1595.8995,9047,6129,254205.0,253845.0,0.677462142146568,7.990054
1740,8,150.600001,1080140.595,2000.675,9036,6117,258721.0,258372.0,0.6769588313413014,7.990506
1770,8,148.1,1099088.286,1461.5715,8886,6014,263291.0,262932.0,0.6767949583614675,7.990063
1800,8,147.8,1118153.38,1490.005,8868,5930,267879.0,267584.0,0.6686964366260713,7.992234
1830,8,149.85,1136210.966,1543.2535,8991,6014,272415.0,272037.0,0.6688911133355577,7.989838
1860,8,150.066667,1155062.278,1797.1570000000002,9004,6061,276947.0,276569.0,0.6731452687694358,8.0
1890,8,149.05,1174075.171,1635.2585,8943,6027,281453.0,281129.0,0.6739349211673935,7.991841
1920,8,150.54999999999998,1192914.193,1215.104,9033,6025,285961.0,285605.0,0.6669987822428872,7.991242
1950,8,151.51666699999998,1211282.148,1475.688,9091,6068,290468.0,290052.0,0.6674733252667473,7.989808
1980,8,150.283333,1230120.677,1331.6405,9017,6082,294975.0,294617.0,0.6745037152046135,7.991374
2010,8,150.35,1248730.595,1457.32,9021,6078,299501.0,299118.0,0.6737612238111074,7.99121
2040,8,150.6,1267197.871,1630.3595,9036,6081,303973.0,303644.0,0.6729747675962815,7.992866
2070,8,149.85,1285825.619,1443.851,8991,6066,308483.0,308132.0,0.6746746746746747,7.992011
2100,8,149.45000100000001,1304443.654,1608.135,8967,6057,313053.0,312614.0,0.6754767480762797,7.990058
2130,8,149.816666,1323552.414,1433.1275,8989,6075,317598.0,317211.0,0.6758260095672488,7.99146
2160,8,149.966666,1341834.424,1425.057,8998,6086,322127.0,321779.0,0.6763725272282729,7.992499
2190,8,149.999999,1360782.555,1983.7155000000002,9000,6108,326646.0,326272.0,0.6786666666666666,7.991843
2220,8,148.816668,1379495.775,1447.1965,8929,6045,331243.0,330844.0,0.6770075036398253,7.991739
2250,8,148.51666699999998,1398717.992,1389.092,8911,5962,335775.0,335430.0,0.669060711480193,7.992566
2280,8,149.816667,1417488.453,1856.9499999999998,8989,6029,340288.0,339945.0,0.6707086438980977,7.992829
2310,8,150.183333,1435897.751,1598.2165,9011,6089,344854.0,344446.0,0.6757296637443125,7.991671
2340,8,149.6,1455188.715,1509.29,8976,6064,349365.0,349019.0,0.6755793226381461,7.992901
2370,8,149.933332,1473525.686,1596.239,8996,6084,353905.0,353516.0,0.6763005780346821,7.992358
2400,8,150.3,1492312.279,1399.8890000000001,9018,6080,358420.0,358074.0,0.6742071412730095,7.993392
2430,8,150.33333299999998,1511037.789,1517.455,9020,6073,362928.0,362496.0,0.6732815964523282,7.991336
2460,8,150.033332,1528971.397,1440.8245000000002,9002,6076,367422.0,367031.0,0.6749611197511665,7.992553
2490,8,151.533334,1548143.867,1560.8600000000001,9092,6081,371901.0,371542.0,0.6688297404311483,7.993073
2520,8,151.6,1566882.287,1562.3195,9096,6091,376416.0,376003.0,0.6696350043975374,7.992369
2550,8,150.29999899999999,1585494.558,1842.2425,9018,6088,380940.0,380584.0,0.6750942559325793,7.993573
2580,8,149.333333,1604342.78,1641.397,8960,6060,385474.0,385132.0,0.6763392857142857,7.993752
2610,8,149.716668,1622853.131,1642.651,8983,6043,389987.0,389639.0,0.6727151285761995,7.993722
2640,8,149.033333,1641035.648,1730.8629999999998,8942,6052,394606.0,394196.0,0.6768060836501901,7.992539
2670,8,147.95,1660044.086,1655.0285,8877,6048,399165.0,398842.0,0.6813112538019601,7.994428
2700,8,149.816666,1678470.706,1724.131,8989,6072,403688.0,403348.0,0.6754922683279564,7.993975
2730,8,149.800001,1697071.674,1592.1945,8988,6071,408230.0,407832.0,0.6754561637739208,7.992964
2760,8,148.783333,1715286.382,1500.992,8927,6019,412835.0,412391.0,0.6742466674134647,7.992209
2790,8,149.283332,1734141.052,1581.658,8957,6025,417331.0,416992.0,0.6726582561125377,7.994172
2820,8,150.066668,1752650.89,1438.194,9004,6075,421852.0,421502.0,0.6747001332741004,7.994291
2850,8,152.0,1771433.381,1756.8135,9120,6097,426306.0,425983.0,0.668530701754386,7.994745
2880,8,150.816666,1790090.441,1222.0685,9049,6054,430862.0,430478.0,0.6690242015692341,7.993501
2910,8,149.0,1808751.271,1256.841,8940,6046,435427.0,435051.0,0.6762863534675615,7.993973
2940,8,149.633333,1827301.72,1529.1045,8978,6071,439969.0,439529.0,0.6762085096903542,7.992908
2970,8,151.066668,1845986.099,1553.94,9064,6078,444393.0,443999.0,0.6705648720211828,7.993789
3000,8,149.716667,1865124.676,1341.5385,8983,6027,449002.0,448650.0,0.6709339864187911,7.994387
3030,8,149.116667,1883637.171,1495.4005,8947,6014,453505.0,453132.0,0.6721806192019671,7.994213
3060,8,149.9,1902491.16,1388.4555,8994,6035,458012.0,457682.0,0.6710028908160997,7.994847
3090,8,150.066665,1921121.885,1482.3465,9004,6014,462512.0,462147.0,0.6679253665037761,7.994464
3120,8,150.683333,1939937.633,1614.591,9041,5984,467013.0,466639.0,0.6618736865390996,7.994347
3150,8,149.9,1958623.139,1487.586,8994,6013,471538.0,471197.0,0.668556815654881,7.994791
3180,8,150.766667,1979583.425,1362.339,9046,6069,476087.0,475736.0,0.6709042670793721,7.994874
3210,8,150.950001,1995818.29,1459.2514999999999,9057,6084,480610.0,480256.0,0.671745611129513,7.995006
3240,8,151.866666,2008235.908,1772.7105000000001,9112,6138,455376.0,455039.0,0.6736172080772608,7.994764
3270,8,150.15,1909859.034,1366.667,9009,6063,459920.0,459553.0,0.672993672993673,7.994381
3300,8,149.166667,1928600.504,1414.2345,8950,6012,464472.0,464094.0,0.671731843575419,7.994367
3330,8,149.26666600000001,1946516.905,1601.5095000000001,8956,6040,469025.0,468618.0,0.674408217954444,7.993842
3360,8,149.066667,1966265.551,1577.5065,8944,6018,473588.0,473237.0,0.6728533094812165,7.99483
3390,8,149.38333400000002,1984748.819,1752.091,8963,6027,478151.0,477759.0,0.6724311056565881,7.994294
3420,8,149.166667,2003688.973,1351.0855000000001,8950,6036,482681.0,482278.0,0.674413407821229,7.99395
3450,8,150.266667,2022298.249,1410.536,9016,6087,487192.0,486810.0,0.6751330967169477,7.994466
3480,8,149.083334,2040941.462,1447.955,8945,6043,491768.0,491381.0,0.6755729457797652,7.994338
3510,8,148.79999999999998,2059962.283,1596.6375,8928,5989,496317.0,495986.0,0.6708109318996416,7.995325
3540,8,149.95,2072772.015,1629.5665,8997,6030,463343.0,462992.0,0.6702234078026008,7.994647
3570,8,150.7,1941567.232,1542.3600000000001,9042,6054,467836.0,467451.0,0.6695421366954214,7.994322
3600,8,151.783334,1960341.847,1254.8780000000002,9107,6056,472283.0,471941.0,0.6649829801251784,7.994732
3630,8,151.833334,1978969.57,1725.5549999999998,9110,6065,476794.0,476396.0,0.6657519209659715,7.994244
3660,8,150.033333,1997903.41,1433.7825,9002,6039,481385.0,481010.0,0.6708509220173294,7.994416
3690,8,149.21666800000003,2016843.334,1634.8564999999999,8953,6041,485893.0,485550.0,0.674745895230649,7.995208
3720,8,150.883335,2034681.241,1485.7804999999998,9053,6089,490404.0,490036.0,0.6725947199823263,7.994616
3750,8,149.866667,2053824.143,1455.9189999999999,8992,6076,494919.0,494551.0,0.675711743772242,7.994746
3780,8,150.83333399999998,2072586.277,1533.731,9050,6087,499409.0,498992.0,0.672596685082873,7.994024
3810,8,151.73333399999999,2090905.35,1549.6955,9104,6117,503858.0,503511.0,0.671902460456942,8.0
3840,8,150.95000100000001,2103442.291,1337.798,9057,6062,471031.0,470693.0,0.6693165507342387,7.995142
3870,8,149.899999,1973933.115,1634.531,8994,5979,475588.0,475270.0,0.6647765176784523,7.995054
3900,8,149.5,1992495.557,1321.335,8970,6013,480125.0,479819.0,0.670345596432553,7.995651
3930,8,150.633334,2011106.269,1311.2335,9038,6049,484597.0,484258.0,0.6692852400973667,7.995196
3960,8,151.033333,2029777.829,1671.8765,9062,6061,489101.0,488759.0,0.6688369013462812,7.995158
3990,8,149.833332,2048283.167,1490.5079999999998,8990,6081,493641.0,493296.0,0.6764182424916574,7.995122
4020,8,148.533333,2067360.355,1540.464,8912,5981,498214.0,497848.0,0.6711175942549371,7.994957
4050,8,148.883334,2086060.2,1806.3875,8933,5969,502777.0,502447.0,0.6681965744990485,7.995401
4080,8,150.066667,2104844.52,1348.3925,9004,6006,507279.0,506884.0,0.6670368725011107,7.994448
4110,8,147.316666,2123999.947,1803.2655,8839,5933,511998.0,511650.0,0.671229777124109,7.995312
4140,8,148.29999999999998,2135941.366,1466.8764999999999,8898,6042,479014.0,478677.0,0.6790289952798382,7.995106
4170,8,150.933333,2005500.346,1617.943,9056,6085,483486.0,483100.0,0.6719302120141343,7.994374
4200,8,151.383333,2024417.109,1363.4705,9083,6073,488002.0,487655.0,0.6686116921721899,7.995114
4230,8,150.616667,2042854.33,1586.87,9037,6061,492508.0,492105.0,0.6706871749474383,7.994282
4260,8,150.383333,2061549.959,1551.8065000000001,9023,6057,496997.0,496622.0,0.671284495178987,7.994768
4290,8,150.533334,2080326.073,1633.126,9032,6082,501496.0,501126.0,0.6733835252435784,7.994735
4320,8,150.816666,2099142.396,1466.885,9049,6086,506046.0,505713.0,0.6725605039230854,7.995557
4350,8,149.916666,2117768.853,1515.627,8995,6044,510539.0,510158.0,0.671928849360756,7.994703
4380,8,149.54999999999998,2136156.311,2021.0845,8973,6084,515099.0,514673.0,0.6780341023069207,7.99402
4410,8,151.150002,2154954.361,1423.9745,9069,6106,519581.0,519149.0,0.6732826110927335,7.993964
4440,8,150.95,2166948.28,1742.8915,9057,6061,486885.0,486493.0,0.6692061388980899,7.994396
4470,8,150.816667,2038414.041,1562.9070000000002,9049,6098,491360.0,490968.0,0.6738866173057796,7.994366
4500,8,150.816668,2057105.207,1511.5435,9049,6112,495837.0,495465.0,0.6754337495855895,7.994965
4530,8,149.716666,2075943.699,1581.5365000000002,8983,6064,500403.0,500068.0,0.6750528776577981,7.99514
4560,8,149.9,2094473.257,1422.1080000000002,8994,6026,504942.0,504540.0,0.670002223704692,7.994233
4590,8,149.699999,2113109.769,1629.1515,8982,6084,509510.0,509128.0,0.6773547094188377,7.994881
4620,8,146.866666,2132641.918,1599.5235,8812,5909,514216.0,513867.0,0.670562868815252,7.99527
4650,8,146.466666,2151195.357,1169.9995,8788,5844,518749.0,518360.0,0.6649977241693218,7.994694
4680,8,149.16666700000002,2170094.933,1349.7289999999998,8950,6030,523240.0,522879.0,0.6737430167597765,7.995
4710,8,151.233334,2188749.485,1709.7865000000002,9074,6074,527678.0,527313.0,0.6693850562045405,7.995133
4740,8,151.816667,2200661.467,1748.3195,9109,6084,494738.0,494426.0,0.6679108573937864,7.995601
4770,8,151.566667,2071094.171,1805.9755,9094,6132,499200.0,498851.0,0.6742907411480097,7.995064
4800,8,150.9,2090010.509,1721.988,9054,6075,503696.0,503359.0,0.6709741550695825,7.99533
4830,8,150.533333,2108906.67,1391.479,9032,6044,508226.0,507895.0,0.6691762621789193,7.995561
4860,8,149.850001,2126798.168,1521.2395000000001,8991,6035,512748.0,512328.0,0.6712267823378935,7.994149
4890,8,149.950001,2146317.593,1441.8445,8997,6035,517277.0,516949.0,0.6707791486050906,7.995561
4920,8,149.816667,2165084.827,1524.1665,8989,6049,521831.0,521476.0,0.6729335854933808,7.99517
4950,8,150.633335,2183760.31,1439.4495000000002,9038,6039,526303.0,525967.0,0.6681788006196061,7.995592
4980,8,152.100001,2202161.826,1425.423,9126,6066,528538.0,528202.0,0.6646942800788954,7.995671
5010,8,150.7,2221091.036,1524.276,9042,6033,535288.0,534937.0,0.6672196416721964,7.995262
5040,8,151.316665,2232431.717,1331.1945,9079,6050,502417.0,502070.0,0.666372948562617,7.995398
5070,8,153.23333399999999,2103182.412,1400.588,9194,6079,506807.0,506426.0,0.6611920817924734,7.994585
5100,8,150.866667,2121943.324,1445.268,9052,6049,509058.0,508699.0,0.6682501104728237,7.994876
5130,8,149.366667,2140535.442,1453.963,8962,6062,513655.0,513252.0,0.6764115152867664,7.994657
5160,8,149.883335,2159615.817,1380.0615,8993,6076,518131.0,517770.0,0.675636606249305,7.995244
5190,8,150.600001,2177949.321,1402.1435000000001,9036,6076,522652.0,522272.0,0.6724214254094733,7.994857
5220,8,149.766668,2197005.792,1517.12,8986,6016,527134.0,526771.0,0.669485866904073,7.994961
5250,8,149.15,2215859.852,1348.231,8949,5969,531707.0,531362.0,0.6670018996535926,7.995441
5280,8,149.083332,2234543.953,1377.615,8945,6006,536313.0,535967.0,0.6714365567356065,7.995331
5310,8,149.9,2252840.333,1399.3274999999999,8994,6056,540841.0,540511.0,0.6733377807427173,7.99574
5340,8,149.683333,2263554.529,1743.8685,8981,6088,545343.0,544973.0,0.6778755149760606,7.995129
5370,8,149.75,1867552.613,1633.4144999999999,8985,6084,448092.0,447726.0,0.6771285475792989,7.994215
5400,8,150.183334,1886090.002,1328.836,9011,6051,452595.0,452260.0,0.6715125957163467,7.994697
5430,8,149.70000000000002,1904715.43,1415.0035,8982,6037,457154.0,456801.0,0.6721220218214207,7.994575
5460,8,149.85000100000002,1923290.588,1394.172,8991,6038,461633.0,461301.0,0.6715604493382271,7.994749
5490,8,151.14999999999998,1942170.963,1369.546,9069,6053,466141.0,465713.0,0.6674385268497078,7.993615
5520,8,150.916666,1960634.389,1734.1305,9055,6083,470668.0,470254.0,0.6717835450027609,7.993744
5550,8,148.299999,1979534.684,1596.25,8898,5942,475129.0,474767.0,0.6677905147224096,7.994662
5580,8,148.699999,1998362.833,1820.2939999999999,8922,5905,479788.0,479407.0,0.6618471194799372,7.994664
5610,8,149.833334,2016961.523,1319.829,8990,6073,484304.0,483970.0,0.6755283648498331,7.995292
5640,8,148.816666,2028075.878,1610.615,8929,6092,488903.0,488566.0,0.682271250979953,7.995418
5670,8,149.166667,1899461.502,1514.189,8950,6032,456095.0,455726.0,0.6739664804469274,7.994439
5700,8,148.516667,1918126.846,1390.151,8911,5963,460687.0,460317.0,0.6691729323308271,7.994182
5730,8,149.033334,1937042.578,1476.6285,8942,6014,465171.0,464802.0,0.6725564750615075,7.994427
5760,8,151.65,1955476.27,1354.763,9099,6075,469669.0,469347.0,0.6676557863501483,7.995247
5790,8,150.883334,1974449.334,1579.6799999999998,9053,6076,474145.0,473824.0,0.6711587319120733,7.995511
5820,8,149.983334,1992997.092,1898.7905,8999,6060,478695.0,478342.0,0.673408156461829,7.995069
5850,8,149.316667,2011669.695,1334.305,8959,5965,483195.0,482876.0,0.6658109163969193,7.995281
5880,8,148.983333,2030557.933,1466.5529999999999,8939,5922,487832.0,487489.0,0.6624902114330462,7.995277
5910,8,149.716666,2049178.94,1517.0725,8983,6003,492300.0,492000.0,0.6682622731826784,7.995758
5940,8,150.666665,2060326.75,1683.172,9040,6092,496789.0,496460.0,0.6738938053097345,7.995475
5970,8,150.800001,1931784.436,1431.1515,9048,6081,463958.0,463574.0,0.6720822281167109,7.994171
6000,8,150.533333,1949718.563,1495.0349999999999,9032,6069,468447.0,468013.0,0.6719441984056688,7.993237
6030,8,149.233333,1968932.945,1462.495,8954,6077,473048.0,472636.0,0.6786910877819968,7.993945
6060,8,148.550001,1987460.048,1533.8780000000002,8913,6069,477580.0,477192.0,0.6809155166610569,7.994388
6090,8,149.54999999999998,2006434.565,1418.76,8973,6035,482115.0,481794.0,0.6725732753817006,7.995552
6120,8,148.816666,2025512.7,1844.8654999999999,8929,6002,486664.0,486306.0,0.6721917347967298,7.994821
6150,8,148.266666,2044276.597,1472.971,8896,6047,491245.0,490892.0,0.6797437050359713,7.995114
6180,8,149.45,2062815.823,1575.1945,8967,6091,495730.0,495330.0,0.6792684286829486,7.994222
6210,8,149.96666599999998,2081721.149,1437.2495,8998,6089,500288.0,499981.0,0.6767059346521449,7.995794
6240,8,150.016666,2092697.761,1459.1185,9001,6072,467585.0,467265.0,0.6745917120319964,7.995329
6270,8,149.08333299999998,1964181.55,1627.056,8945,6065,472144.0,471758.0,0.6780324203465623,7.994289
6300,8,146.78333300000003,1983410.563,1675.8925,8807,5977,476817.0,476505.0,0.678664698535256,7.99552
6330,8,149.466667,2001916.753,1651.0120000000002,8968,5990,481275.0,480937.0,0.6679304192685103,7.995461
6360,8,150.633334,2020538.817,1557.3319999999999,9038,6094,485823.0,485467.0,0.6742642177472892,7.994928
6390,8,148.333334,2039596.368,1435.3400000000001,8900,6021,490382.0,489996.0,0.6765168539325843,7.994502
6420,8,147.38333400000002,2058060.75,1444.425,8843,6017,494838.0,494501.0,0.6804251950695466,8.0
