pod,traffic_mode,topics,window_total,window_viol,msg_rate_window,lat_window_seconds,lat_count_window,lat_p95_ms,lat_p99_ms,cpu_percent,mem_percent,uptime_sec,total_lag,max_lag,lag_skew_ratio,consumed_total,file,viol_rate,t_bucket
consumer-sts-0,skew,B0-R100-20260224-025824_0,264,0,4.4,30.0,264,109.174,201.587,0.0,14.6,30.033,0.0,0.0,0.0,264,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.0,30
consumer-sts-0,skew,B0-R100-20260224-025824_0,866,24,14.433333,30.0,602,641.589,1088.718,6.9,14.6,60.061,14.0,6.0,3.428571,866,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.02771362586605081,60
consumer-sts-0,skew,B0-R100-20260224-025824_0,1248,38,20.8,30.0,646,434.157,960.808,5.9,14.6,90.089,17.0,6.0,2.823529,1512,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.030448717948717948,90
consumer-sts-0,skew,B0-R100-20260224-025824_0,1283,40,21.383333,30.0,635,706.644,1468.823,7.9,14.6,120.117,17.0,5.0,2.352941,2147,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.03117692907248636,120
consumer-sts-0,skew,B0-R100-20260224-025824_0,1286,52,21.433333,30.0,651,705.951,1541.845,6.0,14.7,150.148,14.0,5.0,2.857143,2798,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.04043545878693624,150
consumer-sts-0,skew,B0-R100-20260224-025824_0,1298,28,21.633333,30.0,647,399.171,747.255,7.4,14.7,180.177,13.0,4.0,2.461538,3445,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.02157164869029276,180
consumer-sts-0,skew,B0-R100-20260224-025824_0,1227,14,20.45,30.0,580,364.876,1141.645,6.4,14.6,210.205,7.0,1.0,1.142857,4025,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.011409942950285249,210
consumer-sts-0,skew,B0-R100-20260224-025824_0,1224,27,20.4,30.0,644,449.745,1287.563,8.1,14.7,240.233,12.0,4.0,2.666667,4669,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.022058823529411766,240
consumer-sts-0,skew,B0-R100-20260224-025824_0,1255,46,20.916667,30.0,611,798.312,1335.466,6.4,14.6,270.261,16.0,4.0,2.0,5280,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.036653386454183264,270
consumer-sts-0,skew,B0-R100-20260224-025824_0,1206,59,20.1,30.0,595,798.693,1220.508,7.7,14.6,300.289,14.0,4.0,2.285714,5875,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.04892205638474295,300
consumer-sts-0,skew,B0-R100-20260224-025824_0,1176,38,19.6,30.0,581,321.142,1036.426,6.2,14.6,330.317,12.0,4.0,2.666667,6456,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.03231292517006803,330
consumer-sts-0,skew,B0-R100-20260224-025824_0,1235,27,20.583333,30.0,654,428.044,1174.17,7.1,14.6,360.345,19.0,5.0,2.105263,7110,consumer_metrics_run-20260224-025824_consumer-sts-0.csv,0.02186234817813765,360
