pair,run_id,action,admitted_evaluation_cohort,completed_by_drain,incomplete_by_drain,duplicate_completion_attempts,admitted_messages_per_second,useful_throughput_per_second,deadline_miss_fraction,admitted_cohort_completion_mean_seconds,admitted_cohort_completion_p50_seconds,admitted_cohort_completion_p95_seconds,admitted_cohort_completion_p99_seconds,unfinished_fraction,target_admission_fraction,lag_covered_fraction,consumer_process_seconds,processing_backlog_area_offset_seconds,mean_processing_backlog_offsets,evaluation_and_drain_requested_cpu_seconds,evaluation_and_drain_resource_coverage,quality_flags
A1,run-20260912-094344,none,72000,72000,0,0,600.0,599.6416666666667,0.7228333333333333,0.16884865521060097,0.12124991416931152,0.4738588333129883,0.8242151737213135,0.0,1.0,0.9833333333333333,1036.3211079906323,9605.0,81.39830508474576,1440.0,1.0,
A1,run-20260912-095159,scale,72000,72000,0,0,600.0,600.2,0.6725694444444444,0.1726966630253527,0.11986994743347168,0.5176348686218262,0.9391582012176514,0.0,1.0,0.9166666666666666,1541.5860644963395,8004.0,72.76363636363637,2506.587245464325,1.0,
A2,run-20260912-100910,none,72000,72000,0,0,600.0,599.7333333333333,0.7271944444444445,0.17811502164933415,0.1256084442138672,0.47826313972473145,0.82497239112854,0.0,1.0,0.9833333333333333,1223.1652037462918,10255.0,86.90677966101696,1440.0,1.0,
A2,run-20260912-100035,scale,72000,72000,0,0,600.0,600.0,0.6732777777777778,0.16261223984426923,0.11992979049682617,0.4271395206451416,0.8996536731719971,0.0,1.0,0.9333333333333333,1536.7321736541635,7089.0,63.294642857142854,2503.7558283805847,1.0,
