which,label,n,gev_c,gev_loc,gev_scale,F_u,KS_D,KS_p_asym,KS_p_boot,KS_D_boot_mean
trunc_gev,POLL_TIMEOUT=20ms (trim 1m),200,-2.384067836072579,0.01131486841494209,0.003931547356260553,0.9339627855361573,0.34655149939839497,5.7930319460291675e-22,0.0,0.06131210964238166
trunc_gev,POLL_TIMEOUT=3ms (trim 1m),200,-0.790480373090831,0.009645154204334414,0.004515341016871782,0.9985409194987238,0.19147629649556097,6.764457763698452e-07,0.0,0.0602852016499137
trunc_gev,POLL_TIMEOUT=5ms (trim 1m),200,-0.7697456012673201,0.006645420018671511,0.0034626637477401896,0.9991045511643633,0.2847069714628007,7.699251117664625e-15,0.0,0.061140259744245154
