which,label,n,gev_c,gev_loc,gev_scale,gev_type,KS_D,KS_p_asym,KS_p_boot,KS_D_boot_mean
full_gev,POLL_TIMEOUT=20ms (trim 1m),200,-2.384067836072579,0.01131486841494209,0.003931547356260553,Weibull (upper-bounded),0.3015266777561502,1.2589790771535616e-16,0.14,0.19767141358596244
full_gev,POLL_TIMEOUT=3ms (trim 1m),200,-0.790480373090831,0.009645154204334414,0.004515341016871782,Weibull (upper-bounded),0.19097760038347322,7.311922237937068e-07,0.0,0.07859102610330654
full_gev,POLL_TIMEOUT=5ms (trim 1m),200,-0.7697456012673201,0.006645420018671511,0.0034626637477401896,Weibull (upper-bounded),0.2840498992551059,8.994799151758581e-15,0.0,0.06945348421820766
