index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec
992444,synthetic_4,96,1750888919.6203065,1751150842.9281693,261923.30786275864,1751150846.28603,3.357860803604126
992454,synthetic_4,102,1750888919.6209364,1751150842.9282222,261923.30728578568,1751150846.28603,3.3578078746795654
998334,synthetic_4,89,1750888919.526755,1751150842.9282384,261923.40148329732,1751150846.28603,3.3577916622161865
998344,synthetic_4,95,1750888919.5269847,1751150842.9282506,261923.4012658596,1751150846.28603,3.3577795028686523
998354,synthetic_4,96,1750888919.5272214,1751150842.928262,261923.40104055405,1751150846.28603,3.3577680587768555
998364,synthetic_4,88,1750888919.5274537,1751150842.928273,261923.4008193016,1751150846.28603,3.357757091522217
992464,synthetic_4,97,1750888919.6214182,1751150842.9282837,261923.3068652153,1751150846.28603,3.3577463626861572
998374,synthetic_4,90,1750888919.527696,1751150842.9282994,261923.4006032944,1751150846.28603,3.3577306270599365
992474,synthetic_4,104,1750888919.6216938,1751150842.9283106,261923.30661678317,1751150846.28603,3.3577194213867188
992484,synthetic_4,90,1750888919.6219578,1751150842.928322,261923.30636429787,1751150846.28603,3.357707977294922
992494,synthetic_4,82,1750888919.622151,1751150842.9283323,261923.30618166924,1751150846.28603,3.3576977252960205
992504,synthetic_4,104,1750888919.6223354,1751150842.9283428,261923.30600738525,1751150846.28603,3.35768723487854
998384,synthetic_4,104,1750888919.5279276,1751150842.9283538,261923.40042614937,1751150846.28603,3.3576762676239014
998394,synthetic_4,90,1750888919.52816,1751150842.9283648,261923.40020489693,1751150846.28603,3.3576653003692627
998404,synthetic_4,90,1750888919.5283751,1751150842.9283752,261923.40000009537,1751150846.28603,3.3576548099517822
998414,synthetic_4,102,1750888919.617618,1751150842.9283888,261923.31077075005,1751150846.28603,3.3576412200927734
998424,synthetic_4,101,1750888919.6179357,1751150842.928401,261923.31046533585,1751150846.28603,3.3576290607452393
992514,synthetic_4,90,1750888919.6224868,1751150842.9284122,261923.3059253693,1751150846.28603,3.3576178550720215
992524,synthetic_4,94,1750888919.622665,1751150842.928423,261923.30575799945,1751150846.28603,3.357607126235962
992534,synthetic_4,81,1750888919.6228414,1751150842.9284356,261923.30559420583,1751150846.28603,3.3575944900512695
998434,synthetic_4,97,1750888919.6182976,1751150842.928447,261923.31014943123,1751150846.28603,3.3575830459594727
998444,synthetic_4,90,1750888919.6185987,1751150842.9284575,261923.30985879895,1751150846.28603,3.357572555541992
998454,synthetic_4,102,1750888919.618878,1751150842.928468,261923.30959010124,1751150846.28603,3.3575620651245117
998464,synthetic_4,97,1750888919.6192653,1751150842.9284968,261923.3092315197,1751150846.28603,3.3575332164764404
998474,synthetic_4,103,1750888919.6196623,1751150842.9285045,261923.30884218216,1751150846.28603,3.357525587081909
998484,synthetic_4,90,1750888919.6200423,1751150842.9285126,261923.3084702492,1751150846.28603,3.3575174808502197
998494,synthetic_4,82,1750888919.6203947,1751150842.9285192,261923.30812454224,1751150846.28603,3.357510805130005
992544,synthetic_4,88,1750888919.623024,1751150842.928526,261923.30550193787,1751150846.28603,3.35750412940979
992554,synthetic_4,88,1750888919.623224,1751150842.9285328,261923.3053088188,1751150846.28603,3.357497215270996
992564,synthetic_4,90,1750888919.6233938,1751150842.92854,261923.30514621732,1751150846.28603,3.357490062713623
992574,synthetic_4,102,1750888919.6235874,1751150842.928547,261923.3049592972,1751150846.28603,3.357483148574829
