index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec
116971,synthetic_1,87,1751154200.126483,1751154740.0878668,539.9613838195801,1751154844.6081922,104.52032542228699
116981,synthetic_1,96,1751154200.1266818,1751154740.0879345,539.961252450943,1751154844.6081922,104.52025771141052
116991,synthetic_1,103,1751154200.1268754,1751154740.08795,539.961074590683,1751154844.6081922,104.52024221420288
117001,synthetic_1,102,1751154200.1270711,1751154740.0879695,539.960898399353,1751154844.6081922,104.5202226638794
117011,synthetic_1,82,1751154200.1272693,1751154740.0879805,539.9607112407684,1751154844.6081922,104.52021169662476
117021,synthetic_1,85,1751154200.127456,1751154740.0879903,539.9605345726013,1751154844.6081922,104.52020192146301
117031,synthetic_1,93,1751154200.1276505,1751154740.0880008,539.9603502750397,1751154844.6081922,104.52019143104553
117041,synthetic_1,90,1751154200.1278412,1751154740.0880115,539.9601702690125,1751154844.6081922,104.52018070220947
117051,synthetic_1,90,1751154200.1280355,1751154740.0880213,539.9599857330322,1751154844.6081922,104.52017092704773
117061,synthetic_1,95,1751154200.1282313,1751154740.088031,539.9597997665405,1751154844.6081922,104.52016115188599
117071,synthetic_1,97,1751154200.1284344,1751154740.088041,539.9596066474915,1751154844.6081922,104.52015113830566
117081,synthetic_1,96,1751154200.2173724,1751154740.0880516,539.8706791400909,1751154844.6081922,104.52014064788818
117091,synthetic_1,89,1751154200.2175255,1751154740.0880618,539.8705360889435,1751154844.6081922,104.52013039588928
117101,synthetic_1,82,1751154200.2176776,1751154740.088071,539.8703935146332,1751154844.6081922,104.5201210975647
117111,synthetic_1,83,1751154200.2178354,1751154740.0880804,539.8702449798584,1751154844.6081922,104.52011179924011
117121,synthetic_1,82,1751154200.2179906,1751154740.088091,539.8701000213623,1751154844.6081922,104.52010130882263
117131,synthetic_1,95,1751154200.2181485,1751154740.088102,539.8699533939362,1751154844.6081922,104.52009010314941
117141,synthetic_1,90,1751154200.2183282,1751154740.0881133,539.8697850704193,1751154844.6081922,104.5200788974762
117151,synthetic_1,97,1751154200.2184916,1751154740.088123,539.869631767273,1751154844.6081922,104.52006912231445
117161,synthetic_1,103,1751154200.2186666,1751154740.088133,539.8694667816162,1751154844.6081922,104.52005910873413
117171,synthetic_1,81,1751154200.218833,1751154740.088143,539.8693103790283,1751154844.6081922,104.52004909515381
117181,synthetic_1,82,1751154200.2190049,1751154740.0881546,539.869149684906,1751154844.6081922,104.52003765106201
117191,synthetic_1,90,1751154200.2191825,1751154740.088164,539.8689815998077,1751154844.6081922,104.52002811431885
117201,synthetic_1,103,1751154200.2193604,1751154740.0881734,539.8688130378723,1751154844.6081922,104.52001881599426
117211,synthetic_1,82,1751154200.2195272,1751154740.088183,539.8686556816101,1751154844.6081922,104.5200092792511
