timestamp_epoch,seconds_from_evaluation_start,valid,processing_backlog_offsets
1789225148.387,1.9997570514678955,True,49346.0
1789225150.387,3.9997570514678955,True,49348.0
1789225152.387,5.9997570514678955,True,52724.0
1789225154.387,7.9997570514678955,True,52724.0
1789225156.387,9.999757051467896,True,57732.0
1789225158.387,11.999757051467896,True,57732.0
1789225160.387,13.999757051467896,True,57727.0
1789225162.387,15.999757051467896,True,61153.0
1789225164.387,17.999757051467896,True,61153.0
1789225166.387,19.999757051467896,True,66150.0
1789225168.387,21.999757051467896,True,66150.0
1789225170.387,23.999757051467896,True,66154.0
1789225172.387,25.999757051467896,True,69618.0
1789225174.387,27.999757051467896,True,69618.0
1789225176.387,29.999757051467896,True,73114.0
1789225178.387,31.999757051467896,True,73114.0
1789225180.387,33.999757051467896,True,73115.0
1789225182.387,35.999757051467896,True,78092.0
1789225184.387,37.999757051467896,True,78092.0
1789225186.387,39.999757051467896,True,81533.0
1789225188.387,41.999757051467896,True,81533.0
1789225190.387,43.999757051467896,True,81526.0
1789225192.387,45.999757051467896,True,86491.0
1789225194.387,47.999757051467896,True,86491.0
1789225196.387,49.999757051467896,True,89942.0
1789225198.387,51.999757051467896,True,89942.0
1789225200.387,53.999757051467896,True,89942.0
1789225202.387,55.999757051467896,True,94829.0
1789225204.387,57.999757051467896,True,94829.0
1789225206.387,59.999757051467896,True,98196.0
1789225208.387,61.999757051467896,True,98196.0
1789225210.387,63.999757051467896,True,98205.0
1789225212.387,65.9997570514679,True,103066.0
1789225214.387,67.9997570514679,True,103066.0
1789225216.387,69.9997570514679,True,106455.0
1789225218.387,71.9997570514679,True,106455.0
1789225220.387,73.9997570514679,True,106445.0
1789225222.387,75.9997570514679,True,111264.0
1789225224.387,77.9997570514679,True,111264.0
1789225226.387,79.9997570514679,True,114627.0
1789225228.387,81.9997570514679,True,114627.0
1789225230.387,83.9997570514679,True,114627.0
1789225232.387,85.9997570514679,True,119513.0
1789225234.387,87.9997570514679,True,119513.0
1789225236.387,89.9997570514679,True,122819.0
1789225238.387,91.9997570514679,True,122819.0
1789225240.387,93.9997570514679,True,122809.0
1789225242.387,95.9997570514679,True,127633.0
1789225244.387,97.9997570514679,True,127633.0
1789225246.387,99.9997570514679,True,130632.0
1789225248.387,101.9997570514679,True,130632.0
1789225250.387,103.9997570514679,True,130638.0
1789225252.387,105.9997570514679,True,134144.0
1789225254.387,107.9997570514679,True,134144.0
1789225256.387,109.9997570514679,True,138969.0
1789225258.387,111.9997570514679,True,138969.0
1789225260.387,113.9997570514679,True,138964.0
1789225262.387,115.9997570514679,True,142250.0
1789225264.387,117.9997570514679,True,142250.0
1789225266.387,119.9997570514679,True,146996.0
1789225268.387,121.9997570514679,True,146996.0
1789225270.387,123.9997570514679,True,146993.0
1789225272.387,125.9997570514679,True,150113.0
1789225274.387,127.9997570514679,True,150113.0
1789225276.387,129.9997570514679,True,155228.0
1789225278.387,131.9997570514679,True,155228.0
1789225280.387,133.9997570514679,True,155226.0
1789225282.387,135.9997570514679,True,158535.0
1789225284.387,137.9997570514679,True,158535.0
1789225286.387,139.9997570514679,True,163327.0
1789225288.387,141.9997570514679,True,163327.0
1789225290.387,143.9997570514679,True,163326.0
1789225292.387,145.9997570514679,True,166661.0
1789225294.387,147.9997570514679,True,166661.0
1789225296.387,149.9997570514679,True,171368.0
1789225298.387,151.9997570514679,True,171368.0
1789225300.387,153.9997570514679,True,171373.0
1789225302.387,155.9997570514679,True,174890.0
1789225304.387,157.9997570514679,True,174890.0
1789225306.387,159.9997570514679,True,179691.0
1789225308.387,161.9997570514679,True,179691.0
1789225310.387,163.9997570514679,True,179682.0
1789225312.387,165.9997570514679,True,182953.0
1789225314.387,167.9997570514679,True,182953.0
1789225316.387,169.9997570514679,True,187801.0
1789225318.387,171.9997570514679,True,187801.0
1789225320.387,173.9997570514679,True,187789.0
1789225322.387,175.9997570514679,True,191108.0
1789225324.387,177.9997570514679,True,191108.0
1789225326.387,179.9997570514679,True,195847.0
1789225328.387,181.9997570514679,True,195847.0
1789225330.387,183.9997570514679,True,195840.0
1789225332.387,185.9997570514679,True,199071.0
1789225334.387,187.9997570514679,True,199071.0
1789225336.387,189.9997570514679,True,202440.0
1789225338.387,191.9997570514679,True,202440.0
1789225340.387,193.9997570514679,True,202443.0
1789225342.387,195.9997570514679,True,207276.0
1789225344.387,197.9997570514679,True,207276.0
1789225346.387,199.9997570514679,True,210520.0
1789225348.387,201.9997570514679,True,210520.0
1789225350.387,203.9997570514679,True,210515.0
1789225352.387,205.9997570514679,True,215401.0
1789225354.387,207.9997570514679,True,215401.0
1789225356.387,209.9997570514679,True,218694.0
1789225358.387,211.9997570514679,True,218694.0
1789225360.387,213.9997570514679,True,218695.0
1789225362.387,215.9997570514679,True,223493.0
1789225364.387,217.9997570514679,True,223493.0
1789225366.387,219.9997570514679,True,226863.0
1789225368.387,221.9997570514679,True,226863.0
1789225370.387,223.9997570514679,True,226862.0
1789225372.387,225.9997570514679,True,231689.0
1789225374.387,227.9997570514679,True,231689.0
1789225376.387,229.9997570514679,True,235049.0
1789225378.387,231.9997570514679,True,235049.0
1789225380.387,233.9997570514679,True,235056.0
1789225382.387,235.9997570514679,True,239758.0
1789225384.387,237.9997570514679,True,239758.0
1789225386.387,239.9997570514679,True,243105.0
