which,label,n,gpd_c,gpd_loc,gpd_scale,gpd_type,KS_D,KS_p_asym,KS_p_boot,KS_D_boot_mean
gpd_tail,POLL_TIMEOUT=20ms,2198,-0.1813518146933287,0.0,26.672457601257705,bounded (xi<0),0.10290854135264188,1.0163217308887237e-20,0.0,0.018831226384609233
gpd_tail,POLL_TIMEOUT=3ms,2433,-0.13755127962483402,0.0,24.613208402913692,bounded (xi<0),0.14376842541681686,2.4000155357731206e-44,0.0,0.01789501522405238
gpd_tail,POLL_TIMEOUT=5ms,136,-0.6106461259397695,0.0,30.304203618898487,bounded (xi<0),0.17702742921157466,0.0003367181671134291,0.0,0.072267241256768
