label,parquet,blockmax,metrics_dir,max_messages,blocks_total,pc_n,pc_L,pc_frac_over_L,pc_p99,pc_pass,ca_n,ca_L,ca_frac_over_L,ca_p99,ca_pass,e2e_n,e2e_L,e2e_frac_over_L,e2e_p99,e2e_pass,throughput_MBps,duplicate_rate,out_of_order_rate,passes_total
run_20250910,../20250910_143637/consumer/consumer-sts-0_consumer-result/processed/2025-09-10/batch_consumer-sts-*.parquet,../20250910_143637/merge/merge-sts-0_merge-metrics/2025-09-10_00-37-32/block_maxima.csv,../20250910_143637/merge/merge-sts-0_merge-metrics/2025-09-10_00-37-32,,12993,21654740,0.25,0.7116170408880458,0.7353821158409097,False,21655000,0.05,0.0,0.019899957878494013,True,21654736,0.5,0.24967014144157657,0.7503770601616853,False,13.500439394076338,0.7460810436388825,0.39011872546755944,1
run_20250909,../20250909_232655/consumer/consumer-sts-0_consumer-result/processed/2025-09-09/batch_consumer-sts-*.parquet,../20250909_232655/merge/merge-sts-0_merge-metrics/2025-09-09_20-04-56/block_maxima.csv,../20250909_232655/merge/merge-sts-0_merge-metrics/2025-09-09_20-04-56,,15609,5202489,0.25,0.7176407292740071,0.741756639480591,False,5203000,0.05,0.0,0.019899971849599546,True,5202481,0.5,0.25590136705929345,0.7568009816030521,False,13.472636600824075,0.7458374014991351,0.38967076686527,1
