index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec,merge_timestamp,end_to_end_delay,is_late,is_out_of_order,is_duplicate,is_missing_critical,source_file
784552,synthetic_2,89,1750888850.522109,1751150744.337624,261893.8155150413,1751150745.5543406,1.2167165279388428,1751150748.5985727,261898.07646369934,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784562,synthetic_2,82,1750888850.522299,1751150744.337673,261893.81537389755,1751150745.5543406,1.216667652130127,1751150748.5985727,261898.07627367973,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784572,synthetic_2,90,1750888850.5224988,1751150744.3376822,261893.8151834011,1751150745.5543406,1.216658353805542,1751150748.5985727,261898.07607388496,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784582,synthetic_2,97,1750888850.5226655,1751150744.33769,261893.81502437592,1751150745.5543406,1.2166504859924316,1751150748.5985727,261898.07590723038,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784592,synthetic_2,95,1750888850.5228329,1751150744.3376975,261893.8148648739,1751150745.5543406,1.2166430950164795,1751150748.5985727,261898.07573986053,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784602,synthetic_2,82,1750888850.523043,1751150744.3377051,261893.8146624565,1751150745.5543406,1.2166354656219482,1751150748.5985727,261898.07552981377,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784612,synthetic_2,103,1750888850.5232384,1751150744.3377118,261893.81447339052,1751150745.5543406,1.2166287899017334,1751150748.5985727,261898.07533431053,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784622,synthetic_2,88,1750888850.5234234,1751150744.337734,261893.8143105507,1751150745.5543406,1.216606616973877,1751150748.5985727,261898.0751492977,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784632,synthetic_2,101,1750888850.523612,1751150744.3377411,261893.8141291141,1751150745.5543406,1.216599464416504,1751150748.5985727,261898.07496070862,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784642,synthetic_2,96,1750888850.5237684,1751150744.3377483,261893.8139798641,1751150745.5543406,1.2165923118591309,1751150748.5985727,261898.07480430603,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784652,synthetic_2,90,1750888850.5239654,1751150744.3377552,261893.8137898445,1751150745.5543406,1.216585397720337,1751150748.5985727,261898.07460737228,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784662,synthetic_2,97,1750888850.5241735,1751150744.3377616,261893.8135881424,1751150745.5543406,1.2165789604187012,1751150748.5985727,261898.07439923286,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784672,synthetic_2,102,1750888850.524342,1751150744.337768,261893.81342601776,1751150745.5543406,1.2165725231170654,1751150748.5985727,261898.07423067093,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784682,synthetic_2,88,1750888850.524589,1751150744.3377824,261893.81319332123,1751150745.5543406,1.2165582180023191,1751150748.5985727,261898.07398366928,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784692,synthetic_2,88,1750888850.524782,1751150744.3377888,261893.8130068779,1751150745.5543406,1.2165517807006836,1751150748.5985727,261898.07379078865,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784702,synthetic_2,95,1750888850.524968,1751150744.3377953,261893.8128271103,1751150745.5543406,1.216545343399048,1751150748.5985727,261898.07360482216,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784712,synthetic_2,82,1750888850.5251474,1751150744.3378022,261893.8126547337,1751150745.5543406,1.216538429260254,1751150748.5985727,261898.07342529297,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784722,synthetic_2,103,1750888850.525314,1751150744.337809,261893.81249523163,1751150745.5543406,1.21653151512146,1751150748.5985727,261898.07325863838,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784732,synthetic_2,81,1750888850.5254867,1751150744.3378158,261893.81232905388,1751150745.5543406,1.2165248394012451,1751150748.5985727,261898.07308602333,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784742,synthetic_2,81,1750888850.52565,1751150744.337823,261893.8121726513,1751150745.5543406,1.216517686843872,1751150748.5985727,261898.0729227066,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784752,synthetic_2,104,1750888850.5258062,1751150744.3378294,261893.81202316284,1751150745.5543406,1.2165112495422363,1751150748.5985727,261898.07276654243,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784762,synthetic_2,88,1750888850.525964,1751150744.337836,261893.81187200543,1751150745.5543406,1.2165045738220217,1751150748.5985727,261898.07260870934,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784772,synthetic_2,82,1750888850.5261376,1751150744.3378427,261893.8117051125,1751150745.5543406,1.2164978981018066,1751150748.5985727,261898.0724351406,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784782,synthetic_2,95,1750888850.52631,1751150744.3378491,261893.8115391732,1751150745.5543406,1.216491460800171,1751150748.5985727,261898.07226276398,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784792,synthetic_2,89,1750888850.5264533,1751150744.3378558,261893.81140255928,1751150745.5543406,1.216484785079956,1751150748.5985727,261898.0721194744,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784802,synthetic_2,82,1750888850.5265913,1751150744.3378627,261893.81127142903,1751150745.5543406,1.216477870941162,1751150748.5985727,261898.07198143005,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
784812,synthetic_2,81,1750888850.5267303,1751150744.3378766,261893.8111462593,1751150745.5543406,1.2164640426635742,1751150748.5985727,261898.07184243202,True,False,False,False,consumer_pod0_proc0_20250628_224544_342951.csv
