index,producer_timestamp,consumer_receive_timestamp,end_to_end_latency_seconds,size_bytes,msg_rate_per_sec,mb_rate_per_sec,is_out_of_order,is_duplicate,source_file,is_late,merge_timestamp,end_to_end_delay_ms
238377,1752520408.2526536,1752702163.9499683,181755.69731473923,b'122',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881586.30657196
241227,1752520408.2613015,1752702163.9499767,181755.6886751652,b'141',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881577.65865326
238387,1752520408.2875686,1752702163.9499838,181755.66241526604,b'143',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881551.39160156
241237,1752520408.2961617,1752702163.9499912,181755.65382957456,b'122',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881542.79851913
238397,1752520408.3224742,1752702163.9499986,181755.62752437592,b'134',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881516.4859295
241247,1752520408.330995,1752702163.9500062,181755.6190111637,b'126',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881507.9650879
238407,1752520408.3573542,1752702163.9500132,181755.59265899655,b'122',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881481.60600662
241257,1752520408.3657224,1752702163.9500206,181755.58429813385,b'120',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881473.2377529
238417,1752520408.392217,1752702163.9500282,181755.55781126025,b'132',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881446.7432499
241267,1752520408.4004176,1752702163.9500358,181755.54961824417,b'142',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881438.54260445
238427,1752520408.4270785,1752702163.9500594,181755.5229809284,b'136',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881411.88168526
241277,1752520408.4351232,1752702163.9500685,181755.51494526863,b'142',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881403.83696556
238437,1752520408.4619374,1752702163.9500773,181755.48813986775,b'122',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881377.02274323
241287,1752520408.4698212,1752702163.9500856,181755.48026442528,b'127',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881369.13895607
238447,1752520408.4967797,1752702163.950094,181755.45331430435,b'135',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881342.1804905
241297,1752520408.5045338,1752702163.9501016,181755.4455678463,b'143',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881334.42640305
238457,1752520408.53159,1752702163.95011,181755.41851997373,b'133',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881307.37018585
241307,1752520408.539258,1752702163.9501183,181755.4108603001,b'135',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881299.7021675
238467,1752520408.566393,1752702163.9501271,181755.38373422623,b'134',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881272.5672722
241317,1752520408.5739434,1752702163.9501345,181755.3761911392,b'135',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881265.0167942
238477,1752520408.601298,1752702163.950179,181755.34888124463,b'142',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881237.66207695
241327,1752520408.6086369,1752702163.9501874,181755.3415505886,b'122',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881230.32331467
238487,1752520408.635876,1752702163.9501965,181755.31432032585,b'126',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881203.08423042
241337,1752520408.6433403,1752702163.9502034,181755.30686306956,b'135',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881195.61982155
238497,1752520408.6703527,1752702163.9502118,181755.279859066,b'142',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881168.60747337
241347,1752520408.6779928,1752702163.9502208,181755.27222800252,b'134',9701.058312921396,1.2139928507010034,False,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881160.96735
238507,1752520408.704864,1752702163.9502292,181755.2453651428,b'142',9701.058312921396,1.2139928507010034,True,False,batch_consumer-sts-3_20250716_214438_555142.csv,True,1752702289.8389602,181881134.09614563
