index,producer_timestamp,consumer_receive_timestamp,end_to_end_latency_seconds,size_bytes,msg_rate_per_sec,mb_rate_per_sec,is_out_of_order,is_duplicate,source_file,is_late,merge_timestamp,end_to_end_delay_ms
411152,1752520993.298213,1752702165.736591,181172.43837833405,b'134',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349422.08719254
405632,1752520993.3125849,1752702165.7365992,181172.4240143299,b'127',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349407.7153206
411162,1752520993.332833,1752702165.7366068,181172.40377378464,b'126',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349387.46714592
405642,1752520993.3475838,1752702165.736613,181172.38902926445,b'121',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349372.71642685
411172,1752520993.3678584,1752702165.7366202,181172.36876177788,b'135',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349352.44178772
405652,1752520993.3825328,1752702165.736627,181172.3540945053,b'135',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349337.7673626
411182,1752520993.402226,1752702165.7366347,181172.33440876007,b'141',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349318.07422638
405662,1752520993.417446,1752702165.736641,181172.3191947937,b'142',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349302.85429955
411192,1752520993.4365776,1752702165.7366478,181172.3000702858,b'121',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349283.72263908
405672,1752520993.4523158,1752702165.7366557,181172.2843396664,b'143',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349267.98439026
411202,1752520993.4709086,1752702165.7366629,181172.26575422287,b'135',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349249.3915558
405682,1752520993.4871998,1752702165.73667,181172.24947023392,b'136',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349233.10041428
411212,1752520993.5052483,1752702165.7366765,181172.2314281464,b'127',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349215.05188942
405692,1752520993.5220306,1752702165.7366836,181172.21465301517,b'128',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349198.26960564
411222,1752520993.5395975,1752702165.736691,181172.1970932484,b'126',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349180.7026863
405702,1752520993.5568504,1752702165.7366982,181172.17984771729,b'143',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349163.44976425
411232,1752520993.5739334,1752702165.7367046,181172.16277122495,b'143',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349146.36683464
405712,1752520993.5917497,1752702165.7367115,181172.1449620724,b'142',7609.330515966216,0.952233513811558,True,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349128.55052948
411242,1752520993.608237,1752702165.7367225,181172.1284854412,b'127',7609.330515966216,0.952233513811558,False,False,batch_consumer-sts-3_20250716_214513_306762.csv,True,1752702342.7203002,181349112.06316948
