index,topic,size_bytes,producer_timestamp,consumer_timestamp,consumer_delay_sec,application_timestamp,application_delay_sec,merge_timestamp,end_to_end_delay,is_late,is_out_of_order,is_duplicate,is_missing_critical,source_file
1111871,synthetic_1,89,1750888956.22345,1751150838.809514,261882.58606410027,1751150840.908503,2.0989890098571777,1751150846.7395024,261890.5160524845,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111881,synthetic_1,97,1750888956.2236247,1751150838.8095412,261882.5859165192,1751150840.908503,2.09896183013916,1751150846.7395024,261890.5158777237,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111891,synthetic_1,90,1750888956.2239232,1751150838.8095522,261882.5856289864,1751150840.908503,2.098950862884521,1751150846.7395024,261890.51557922363,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111901,synthetic_1,96,1750888956.224264,1751150838.8095598,261882.5852956772,1751150840.908503,2.0989432334899902,1751150846.7395024,261890.51523852348,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111911,synthetic_1,105,1750888956.224583,1751150838.809569,261882.58498620987,1751150840.908503,2.0989341735839844,1751150846.7395024,261890.51491951942,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111921,synthetic_1,105,1750888956.2248669,1751150838.8095765,261882.5847094059,1751150840.908503,2.098926544189453,1751150846.7395024,261890.5146355629,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111931,synthetic_1,94,1750888956.22511,1751150838.8095832,261882.5844731331,1751150840.908503,2.0989198684692383,1751150846.7395024,261890.51439237595,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111941,synthetic_1,97,1750888956.2254188,1751150838.80959,261882.58417105675,1751150840.908503,2.0989129543304443,1751150846.7395024,261890.5140836239,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111951,synthetic_1,103,1750888956.2256813,1751150838.8095968,261882.58391547203,1751150840.908503,2.098906278610229,1751150846.7395024,261890.51382112503,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111961,synthetic_1,98,1750888956.2258875,1751150838.8096037,261882.5837161541,1751150840.908503,2.0988993644714355,1751150846.7395024,261890.51361489296,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111971,synthetic_1,91,1750888956.226113,1751150838.80961,261882.5834965706,1751150840.908503,2.098893165588379,1751150846.7395024,261890.51338934898,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111981,synthetic_1,95,1750888956.2263286,1751150838.8096166,261882.5832879544,1751150840.908503,2.098886489868164,1751150846.7395024,261890.5131738186,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1111991,synthetic_1,104,1750888956.2265782,1751150838.8096232,261882.5830450058,1751150840.908503,2.098879814147949,1751150846.7395024,261890.51292419434,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112001,synthetic_1,103,1750888956.226857,1751150838.8096302,261882.58277320865,1751150840.908503,2.0988729000091557,1751150846.7395024,261890.51264548302,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112011,synthetic_1,97,1750888956.2270992,1751150838.8096385,261882.58253932,1751150840.908503,2.0988645553588867,1751150846.7395024,261890.51240324974,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112021,synthetic_1,91,1750888956.2273736,1751150838.8096454,261882.58227181435,1751150840.908503,2.0988576412200928,1751150846.7395024,261890.51212882996,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112031,synthetic_1,98,1750888956.2276628,1751150838.8096523,261882.58198952675,1751150840.908503,2.098850727081299,1751150846.7395024,261890.51183962822,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112041,synthetic_1,90,1750888956.2280262,1751150838.8096595,261882.5816333294,1751150840.908503,2.098843574523926,1751150846.7395024,261890.5114762783,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112051,synthetic_1,104,1750888956.2283864,1751150838.8096662,261882.58127975464,1751150840.908503,2.098836898803711,1751150846.7395024,261890.51111602783,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112061,synthetic_1,95,1750888956.31934,1751150838.8096726,261882.49033260343,1751150840.908503,2.098830461502075,1751150846.7395024,261890.42016243935,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112071,synthetic_1,96,1750888956.319568,1751150838.8096793,261882.490111351,1751150840.908503,2.0988237857818604,1751150846.7395024,261890.41993451118,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112081,synthetic_1,105,1750888956.3198316,1751150838.8096857,261882.48985409737,1751150840.908503,2.0988173484802246,1751150846.7395024,261890.41967082024,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112091,synthetic_1,97,1750888956.320084,1751150838.8096924,261882.48960852623,1751150840.908503,2.0988106727600098,1751150846.7395024,261890.41941833496,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112101,synthetic_1,101,1750888956.320339,1751150838.8096988,261882.48935985565,1751150840.908503,2.098804235458374,1751150846.7395024,261890.4191634655,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112111,synthetic_1,97,1750888956.320622,1751150838.8097055,261882.4890835285,1751150840.908503,2.098797559738159,1751150846.7395024,261890.41888046265,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
1112121,synthetic_1,96,1750888956.320881,1751150838.8097136,261882.4888329506,1751150840.908503,2.0987894535064697,1751150846.7395024,261890.41862154007,True,False,False,False,consumer_pod0_proc0_20250628_224718_813925.csv
