index,producer_timestamp,consumer_receive_timestamp,end_to_end_latency_seconds,size_bytes,msg_rate_per_sec,mb_rate_per_sec,is_out_of_order,is_duplicate,source_file,is_late,merge_timestamp,end_to_end_delay_ms
197801,1752520258.7001565,1752702158.7696855,181900.06952929497,b'122',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910399.72567558
195701,1752520258.7242472,1752702158.7696946,181900.04544734955,b'143',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910375.63490868
197811,1752520258.7345717,1752702158.769703,181900.03513145447,b'135',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910365.31043053
195711,1752520258.759129,1752702158.7697103,181900.01058149335,b'134',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910340.75307846
197821,1752520258.7688668,1752702158.769717,181900.00085020065,b'120',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910331.01534843
195721,1752520258.7940228,1752702158.7697234,181899.97570061684,b'141',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910305.85932732
197831,1752520258.8031054,1752702158.7697296,181899.96662425995,b'120',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910296.77677155
195731,1752520258.8288562,1752702158.769737,181899.94088077545,b'121',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910271.02589607
197841,1752520258.8374078,1752702158.7697463,181899.9323387146,b'134',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910262.47429848
195741,1752520258.863761,1752702158.769754,181899.9059929848,b'128',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910236.12117767
197851,1752520258.871663,1752702158.7697604,181899.8980972767,b'141',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910228.2190323
195751,1752520258.898657,1752702158.7697723,181899.8711154461,b'141',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910201.22504234
197861,1752520258.905928,1752702158.76978,181899.86385202408,b'121',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910193.95422935
195761,1752520258.9336257,1752702158.7697878,181899.83616232872,b'122',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910166.25642776
197871,1752520258.9401977,1752702158.769811,181899.8296132088,b'129',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910159.68441963
195771,1752520258.9684982,1752702158.7698183,181899.801320076,b'135',2133.0461373585754,0.2670643892096432,True,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910131.38389587
197881,1752520258.9744897,1752702158.7698264,181899.79533696172,b'127',2133.0461373585754,0.2670643892096432,False,False,batch_consumer-sts-3_20250716_214239_054706.csv,False,1752702169.0998821,181910125.39243698
