run_id,target_rate,traffic_mode,start,end,mean_system_lag,max_system_lag,mean_max_partition_lag,max_partition_lag,mean_partition_lag_std,max_partition_lag_std,mean_lag_skew_ratio,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_msg_s,throughput_mb_s,consumer_cpu_mean,consumer_mem_mean
run-20260616-200846,3000,balanced,2026-06-10T20:15:00,2026-06-10T21:00:00,31.21666666666667,92,7.966666666666666,22,1.5657274684523952,3.9389789991259865,16.675042034696983,52.91167718342176,145.99489627922281,464.43850267379577,1233.9999999999998,19.281249999999996,13.683333333333334,15.366666666666667
