"Time","{__name__=""producer_cpu_percent"", client_id=""pipeline-producer"", exp_id=""B0"", instance=""producer-sts-0.producer-headless-svc.kafkastreamingdata.svc.cluster.local:8001"", job=""kafka-pipeline"", pod=""producer-sts-0"", role=""producer"", run_id=""run-20260619-123352"", traffic_mode=""skew""}"
2026-06-19 12:34:30,16.9
2026-06-19 12:34:45,14.8
2026-06-19 12:35:00,15.1
2026-06-19 12:35:15,15.4
2026-06-19 12:35:30,15.3
2026-06-19 12:35:45,14.9
2026-06-19 12:36:00,15.1
2026-06-19 12:36:15,14.8
