run_id,target_rate,traffic_mode,start,end,mean_system_lag,max_system_lag,mean_max_partition_lag,max_partition_lag,mean_partition_lag_std,max_partition_lag_std,mean_lag_skew_ratio,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_msg_s,throughput_mb_s,consumer_cpu_mean,consumer_mem_mean
run-20260616-211636,4000,balanced,2026-06-16T11:00:00,2026-06-17T00:59:00,,,,,,,,,,,,,,
