label,full_gev_c,full_gev_loc,full_gev_scale,full_gev_type,full_KS_D,full_KS_p_asym,full_KS_p_boot,trunc_Fu,trunc_KS_D,trunc_KS_p_asym,trunc_KS_p_boot,gpd_c,gpd_scale,gpd_type,gpd_KS_D,gpd_KS_p_asym,gpd_KS_p_boot
POLL_TIMEOUT=20ms (trim 0m),-1.658439239838678,0.012256341908052994,0.005161743501000405,Weibull (upper-bounded),0.29741738182107313,0.0,0.0,0.9695143027362608,0.3112821118679432,0.0,0.0,-0.18695348415173074,27.04762479648914,bounded (xi<0),0.0963841984841258,4.968106481290776e-18,0.0
POLL_TIMEOUT=3ms (trim 0m),-1.108749104968771,0.00937674398012596,0.004882103023112191,Weibull (upper-bounded),0.18737254743705892,0.0,0.02,0.9924976480829906,0.18601882684267163,0.0,0.0,-0.1471115606748375,25.174186396771347,bounded (xi<0),0.13601877234743345,1.702530659781126e-38,0.0
POLL_TIMEOUT=5ms (trim 0m),-0.6695055150855087,0.0075003932929338085,0.004099921412729867,Weibull (upper-bounded),0.24209522974665326,0.0,0.0,0.9995041010400824,0.23845361451811864,0.0,0.0,-1.08291650536976,49.197360781199194,bounded (xi<0),0.2833086433402151,2.639222320391701e-08,0.0
POLL_TIMEOUT=15ms (trim 0m),-1.6013860485707179,0.012001785724277424,0.0045881830244158895,Weibull (upper-bounded),0.21392712989849166,0.0,0.0,0.9743580092532133,0.22164857394516502,0.0,0.0,-0.21892076856587409,21.577933406433417,bounded (xi<0),0.19257645461035994,9.648809671733017e-44,0.0
POLL_TIMEOUT=10ms (trim 0m),-1.3530688949825276,0.011551364389244864,0.0035408897571497563,Weibull (upper-bounded),0.19000998093697266,0.0,0.0,0.9876468925888312,0.1951135520864828,0.0,0.0,-0.009581192901450427,18.189815761348612,exponential-like (xi≈0),0.14640648334816483,1.1298208645905256e-123,0.0
