which,label,n,gev_c,gev_loc,gev_scale,F_u,KS_D,KS_p_asym,KS_p_boot,KS_D_boot_mean
trunc_gev,POLL_TIMEOUT=20ms (trim 0m),120766,-1.658439239838678,0.012256341908052994,0.005161743501000405,0.9695143027362608,0.3112821118679432,0.0,0.0,0.002371378831808232
trunc_gev,POLL_TIMEOUT=3ms (trim 0m),109446,-1.108749104968771,0.00937674398012596,0.004882103023112191,0.9924976480829906,0.18601882684267163,0.0,0.0,0.002658837805136322
trunc_gev,POLL_TIMEOUT=5ms (trim 0m),7964,-0.6695055150855087,0.0075003932929338085,0.004099921412729867,0.9995041010400824,0.23845361451811864,0.0,0.0,0.009942840550737407
trunc_gev,POLL_TIMEOUT=15ms (trim 0m),66259,-1.6013860485707179,0.012001785724277424,0.0045881830244158895,0.9743580092532133,0.22164857394516502,0.0,0.0,0.0033257645029868745
trunc_gev,POLL_TIMEOUT=10ms (trim 0m),302315,-1.3530688949825276,0.011551364389244864,0.0035408897571497563,0.9876468925888312,0.1951135520864828,0.0,0.0,0.0016681099850105554
