index,delay_sec,size_bytes,recv_timestamp,sent_timestamp,topic
1998,0.12815523147583008,94,1748878553.6365898,1748878553.5084345,synth_8
1999,0.12819647789001465,81,1748878554.2646937,1748878554.1364973,synth_9
2000,0.17237496376037598,80,1748878554.9371061,1748878554.7647312,synth_0
2001,0.1656787395477295,95,1748878555.60293,1748878555.4372513,synth_1
2002,0.12810182571411133,86,1748878556.2311,1748878556.1029983,synth_2
2003,0.12814092636108398,101,1748878556.8591483,1748878556.7310073,synth_3
2004,0.17203640937805176,80,1748878557.5310361,1748878557.3589997,synth_4
2005,0.16563034057617188,92,1748878558.1959288,1748878558.0302985,synth_5
2006,0.16538405418395996,100,1748878558.861449,1748878558.696065,synth_6
2007,0.16529178619384766,102,1748878559.526901,1748878559.3616092,synth_7
2008,0.12777400016784668,86,1748878560.1547453,1748878560.0269713,synth_8
2009,0.1285104751586914,94,1748878560.7833712,1748878560.6548607,synth_9
2010,0.17143011093139648,94,1748878561.4545288,1748878561.2830987,synth_0
2011,0.16538143157958984,80,1748878562.1199734,1748878561.954592,synth_1
2012,0.128265380859375,80,1748878562.748266,1748878562.6200006,synth_2
2013,0.12814950942993164,101,1748878563.3762338,1748878563.2480843,synth_3
2014,0.1714944839477539,95,1748878564.0476718,1748878563.8761773,synth_4
2015,0.1658310890197754,80,1748878564.7138047,1748878564.5479736,synth_5
2016,0.1658179759979248,80,1748878565.3793578,1748878565.2135398,synth_6
2017,0.16558623313903809,101,1748878566.0449424,1748878565.8793561,synth_7
2018,0.12835073471069336,88,1748878566.6733484,1748878566.5449977,synth_8
2019,0.12820911407470703,87,1748878567.3012784,1748878567.1730692,synth_9
2020,0.17208433151245117,87,1748878567.9733112,1748878567.8012269,synth_0
2021,0.16595077514648438,88,1748878568.6390753,1748878568.4731245,synth_1
2022,0.12824487686157227,95,1748878569.2673783,1748878569.1391335,synth_2
2023,0.12828731536865234,81,1748878569.8956676,1748878569.7673802,synth_3
2024,0.17228031158447266,88,1748878570.5678449,1748878570.3955646,synth_4
2025,0.16512179374694824,93,1748878571.2324967,1748878571.067375,synth_5
2026,0.16546034812927246,102,1748878571.898432,1748878571.7329717,synth_6
2027,0.16518020629882812,94,1748878572.5638106,1748878572.3986304,synth_7
2028,0.12775468826293945,94,1748878573.192076,1748878573.0643213,synth_8
