pair,run_id,action,admitted_evaluation_cohort,completed_by_drain,incomplete_by_drain,duplicate_completion_attempts,admitted_messages_per_second,useful_throughput_per_second,deadline_miss_fraction,admitted_cohort_completion_mean_seconds,admitted_cohort_completion_p50_seconds,admitted_cohort_completion_p95_seconds,admitted_cohort_completion_p99_seconds,unfinished_fraction,target_admission_fraction,lag_covered_fraction,consumer_process_seconds,processing_backlog_area_offset_seconds,mean_processing_backlog_offsets,evaluation_and_drain_requested_cpu_seconds,evaluation_and_drain_resource_coverage,quality_flags
L1,run-20260912-070155,none,810000,717852,92148,0,1500.0,1239.625925925926,0.8114222222222223,56.91209835427545,25.783361434936523,252.09614324569702,292.4237413406372,0.11376296296296297,1.0,0.9962962962962963,2291.177840147866,45769416.0,85073.26394052044,3960.0,1.0,
L1,run-20260912-064358,scale,810000,810000,0,0,1500.0,1490.2314814814815,0.6159925925925926,15.467173761747501,0.1252124309539795,78.47198724746704,95.57954955101013,0.0,1.0,0.937037037037037,4042.899092888969,10623065.0,20994.199604743084,7544.962367534637,1.0,
