timestamp_epoch,seconds_from_start,labels_json,value
1789192151.897,5.99993109703064,{},307.16683333333333
1789192153.897,7.99993109703064,{},811.7335
1789192155.897,9.99993109703064,{},2819.588333333333
1789192157.897,11.99993109703064,{},3415.9450833333335
1789192159.897,13.99993109703064,{},4001.373583333333
1789192161.897,15.99993109703064,{},4600.704166666666
1789192163.897,17.99993109703064,{},5203.575833333333
1789192165.897,19.99993109703064,{},5816.766722222222
1789192167.897,21.99993109703064,{},6416.407333333333
1789192169.897,23.99993109703064,{},7014.4127499999995
1789192171.897,25.99993109703064,{},7611.816049999999
1789192173.897,27.99993109703064,{},8343.885916666666
1789192175.897,29.99993109703064,{},9005.775933333334
1789192177.897,31.99993109703064,{},8933.84
1789192179.897,33.99993109703064,{},8926.12
1789192181.897,35.99993109703064,{},8932
1789192183.897,37.99993109703064,{},8998.720000000001
1789192185.897,39.99993109703064,{},9016.720000000001
1789192187.897,41.99993109703064,{},9006.720000000001
1789192189.897,43.99993109703064,{},9000.720000000001
1789192191.897,45.99993109703064,{},8992.720000000001
1789192193.897,47.99993109703064,{},8989.720000000001
1789192195.897,49.99993109703064,{},9001.720000000001
1789192197.897,51.99993109703064,{},8995.720000000001
1789192199.897,53.99993109703064,{},8989.720000000001
1789192201.897,55.99993109703064,{},8992.16
1789192203.897,57.99993109703064,{},9058.880000000001
1789192205.897,59.99993109703064,{},9079.6
1789192207.897,61.99993109703064,{},8960.560000000001
1789192209.897,63.99993109703064,{},8954.080000000002
1789192211.897,65.99993109703064,{},8962.04
1789192213.897,67.99993109703064,{},9001.04
1789192215.897,69.99993109703064,{},9001.04
1789192217.897,71.99993109703064,{},9007.04
1789192219.897,73.99993109703064,{},9003.04
1789192221.897,75.99993109703064,{},9006.04
1789192223.897,77.99993109703064,{},9004.04
1789192225.897,79.99993109703064,{},9012.04
1789192227.897,81.99993109703064,{},9010.04
1789192229.897,83.99993109703064,{},8987.04
1789192231.897,85.99993109703064,{},8994.160000000002
1789192233.897,87.99993109703064,{},9029.480000000001
1789192235.897,89.99993109703064,{},9038.96
1789192237.897,91.99993109703064,{},8964.52
1789192239.897,93.99993109703064,{},8959.24
1789192241.897,95.99993109703064,{},8964.28
1789192243.897,97.99993109703064,{},8993.960000000001
1789192245.897,99.99993109703064,{},8969.960000000001
1789192247.897,101.99993109703064,{},8983.960000000001
1789192249.897,103.99993109703064,{},8990.960000000001
1789192251.897,105.99993109703064,{},8995.960000000001
1789192253.897,107.99993109703064,{},8994.960000000001
1789192255.897,109.99993109703064,{},8995.960000000001
1789192257.897,111.99993109703064,{},9006.960000000001
1789192259.897,113.99993109703064,{},9002.960000000001
1789192261.897,115.99993109703064,{},9006.12
1789192263.897,117.99993109703064,{},9037.44
1789192265.897,119.99993109703064,{},9046.720000000001
1789192267.897,121.99993109703064,{},8977.04
1789192269.897,123.99993109703064,{},8999.960000000001
1789192271.897,125.99993109703064,{},8996.24
1789192273.897,127.99993109703064,{},9017.68
1789192275.897,129.99993109703064,{},9008.92
1789192277.897,131.99993109703064,{},9004.92
1789192279.897,133.99993109703064,{},9018.68
1789192281.897,135.99993109703064,{},9018.68
1789192283.897,137.99993109703064,{},9012.68
1789192285.897,139.99993109703064,{},8998.68
