pair,run_id,action,admitted_evaluation_cohort,completed_by_drain,incomplete_by_drain,duplicate_completion_attempts,admitted_messages_per_second,useful_throughput_per_second,deadline_miss_fraction,admitted_cohort_completion_mean_seconds,admitted_cohort_completion_p50_seconds,admitted_cohort_completion_p95_seconds,admitted_cohort_completion_p99_seconds,unfinished_fraction,target_admission_fraction,lag_covered_fraction,consumer_process_seconds,processing_backlog_area_offset_seconds,mean_processing_backlog_offsets,evaluation_and_drain_requested_cpu_seconds,evaluation_and_drain_resource_coverage,quality_flags
controlled-s71,run-20260912-234504,none,360000,217819,142181,0,1500.0,792.5,0.9430472222222223,118.4220127742421,130.89508271217346,220.96852850914001,228.4425060749054,0.3949472222222222,1.0,0.9916666666666667,1409.7595502983313,30405361.0,127753.61764705883,2160.0,1.0,
controlled-s71,run-20260912-233413,scale,360000,269628,90372,0,1500.0,936.2708333333334,0.9100388888888888,104.79465984005472,118.7006025314331,185.0554473400116,192.79164171218872,0.25103333333333333,1.0,0.9,2243.0961996977094,25053399.0,115987.95833333333,3900.54798746109,1.0,
