t_bucket,throughput,p99_pods_max_ms,p99_pods_med_ms,viol_rate,lag_skew_ratio,true_p99_ms,true_max_ms,true_viol_rate,hot_part_p99_ms,run_id,label,traffic_mode,skew_fraction,skew_partitions,hot_partition,hot_consumer
1050,,,,,,679261.047782898,680559.5393180847,0.7142857142857143,679795.7207679749,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1080,,,,,,698819.3812179565,698910.258769989,0.7105263157894737,698848.8550186157,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1110,,,,,,718167.1397280693,718229.085445404,0.6,718192.5533556938,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1140,,,,,,736270.9383010864,736318.9778327942,0.6829268292682927,736288.9531254768,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1170,,,,,,756117.5825071335,756156.6870212555,0.723404255319149,756130.3339791298,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1200,,,,,,774603.7452888489,774781.7289829254,0.660377358490566,774672.2005558014,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1230,,,,,,793772.8245353699,793786.5080833435,0.75,793777.9160881042,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1260,,,,,,811869.7506356239,812556.1606884003,0.65625,812174.8217701912,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1290,,,,,,831260.4730248451,831455.1939964294,0.717391304347826,831342.6885461807,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1320,,,,,,850640.6327152252,850682.2292804718,0.6923076923076923,850655.9577655792,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1350,,,,,,868767.8418755531,869024.4569778442,0.6666666666666666,868874.2432594299,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1380,,,,,,888204.177339077,888219.7597026825,0.5789473684210527,888213.0213832855,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1410,,,,,,905445.7896995543,906151.3710021971,0.7297297297297297,905680.9834671019,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1440,,,,,,926082.4857521057,926111.368894577,0.8108108108108109,926089.7065377235,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1470,,,,,,944991.2160706519,945081.2487602234,0.6851851851851852,945025.1906704903,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1500,,,,,,962801.9147896767,963238.6176586152,0.68,962980.1608586313,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1530,,,,,,982673.0977487565,983162.4450683594,0.6727272727272727,982881.5234589577,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
1560,,,,,,994033.5617733002,994523.5030651093,0.6571428571428571,994206.4822292328,20260223_235807_skew,20260223_235807_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-3
0,97.283333,3163.423,2790.6565,0.06732910741819428,2.6244484999999997,3145.6784367561336,3327.74019241333,0.052083333333333336,27.258906364440918,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
30,,,,,,800.2371549606335,970.5219268798828,0.011627906976744186,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
60,,,,,,869.1067123413086,891.352653503418,0.02040816326530612,75.40791988372803,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
90,,,,,,652.9364514350873,840.703010559082,0.009259259259259259,663.8175225257874,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
120,,,,,,929.8109865188616,1264.6610736846924,0.02564102564102564,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
150,,,,,,1346.6762948036219,1814.3730163574216,0.04,1176.6817569732666,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
180,,,,,,822.9375743865961,1247.3108768463137,0.012658227848101266,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
210,,,,,,834.0020179748535,1062.6964569091797,0.019801980198019802,24.62339401245117,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
240,,,,,,549.1279220581065,1180.3607940673828,0.0136986301369863,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
270,,,,,,766.0441732406617,862.0748519897461,0.011494252873563218,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
300,,,,,,968.6184167861933,1114.6743297576904,0.030303030303030304,1072.3087882995605,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
330,,,,,,498.34974288940157,767.2498226165771,0.0,23.047208786010746,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
360,,,,,,608.1667232513429,846.4863300323486,0.011494252873563218,40.95983505249024,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
390,,,,,,711.2280750274658,794.583797454834,0.0,55.86690902709961,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
420,,,,,,1034.6200180053704,1352.1134853363037,0.021505376344086023,45.40855884552002,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
450,,,,,,586.3392066955565,674.1564273834229,0.0,29.747376441955566,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
480,,,,,,834.5035314559926,1192.3675537109375,0.020833333333333332,52.74505138397217,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
510,,,,,,807.5620174407957,855.6993007659912,0.014084507042253521,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
540,,,,,,208.8233232498171,264.74690437316895,0.0,40.537405014038086,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
570,,,,,,895.1620960235606,1086.2205028533936,0.02247191011235955,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
600,,,,,,687.2897672653196,839.5872116088867,0.012658227848101266,17.684459686279297,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
630,,,,,,860.332486629486,869.0924644470215,0.0392156862745098,844.0826463699339,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
660,,,,,,587.03441619873,710.848331451416,0.0,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
690,,,,,,1098.656680583954,1156.348705291748,0.02564102564102564,47.52359867095947,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
720,,,,,,908.5899400711049,1295.2370643615725,0.024390243902439025,810.0531220436096,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
750,,,,,,357.4394369125364,464.482307434082,0.0,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
780,,,,,,679.7345399856567,705.251932144165,0.0,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
810,,,,,,692.788677215575,905.9102535247804,0.013513513513513514,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
840,,,,,,817.6597213745117,846.8258380889893,0.04597701149425287,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
870,,,,,,228.39924812316866,279.2978286743164,0.0,72.32448101043701,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
900,248.366668,1178.212,924.9945,0.03724332304388673,2.6899105,672.502815723419,1020.8115577697754,0.011111111111111112,20.32017707824707,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
930,,,,,,632.5756907463063,753.7181377410889,0.0,28.385562896728516,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
960,,,,,,879.4676876068107,991.9946193695068,0.025974025974025976,47.080039978027344,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
990,,,,,,685.5570125579834,799.2002964019775,0.0,235.98699569702148,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1020,,,,,,568.6614608764654,810.0616931915283,0.010526315789473684,37.79049158096313,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1050,,,,,,522.9729080200184,1107.6245307922363,0.010752688172043012,25.023474693298343,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1080,,,,,,798.7246894836416,1052.9146194458008,0.011764705882352941,29.805102348327637,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1110,,,,,,535.3111624717712,543.7917709350586,0.0,86.4654302597046,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1140,,,,,,713.2146859169007,744.8625564575195,0.0,32.13365316390991,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1170,,,,,,1248.7616848945593,1701.470136642456,0.0196078431372549,53.99473190307617,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1200,,,,,,1007.5321674346924,1034.1274738311768,0.037037037037037035,34.28267955780029,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1230,,,,,,932.5998544692993,950.124979019165,0.03296703296703297,20.109176635742188,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1260,,,,,,721.1319208145126,967.4434661865234,0.01098901098901099,35.410146713256836,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1290,,,,,,857.1906089782715,926.87726020813,0.019801980198019802,34.95323181152344,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1320,,,,,,994.2613077163695,1000.5078315734864,0.03333333333333333,21.857500076293945,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
1350,,,,,,584.6047782897945,624.5138645172119,0.0,,20260224_003023_balanced,20260224_003023_balanced | tm=balanced sf=na sp=,balanced,,,58,consumer-sts-3
0,90.300001,4526.05,2968.5860000000002,0.405500184569952,2.753333,7097.40744113922,7257.731914520264,0.4,7211.05516910553,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
30,,,,,,12840.136613845825,12914.362907409668,0.379746835443038,12896.282143592834,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
60,,,,,,18958.07157278061,19312.695503234863,0.4142857142857143,18731.51051044464,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
90,,,,,,25213.758363723755,25352.41460800171,0.38961038961038963,25314.10169839859,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
120,,,,,,31141.37308597565,31370.99599838257,0.3880597014925373,31301.4132976532,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
150,,,,,,37461.4372253418,37524.816036224365,0.39473684210526316,37395.86106300354,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
180,,,,,,42994.987027645126,46921.417236328125,0.32857142857142857,41226.902866363525,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
210,,,,,,47889.09856796263,52068.55630874634,0.35294117647058826,46856.0263633728,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
240,,,,,,51915.572690963745,51967.063665390015,0.43209876543209874,51948.39818716049,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
270,,,,,,60115.50244808196,60782.52339363098,0.425,58145.026540756226,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
300,,,,,,66304.68881845474,66330.17134666443,0.35,66324.3652009964,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
330,,,,,,70350.0629234314,70400.15959739685,0.3076923076923077,70390.40050506592,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
360,,,,,,79086.88678264618,79124.99642372131,0.37349397590361444,79115.23663759232,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
390,,,,,,84152.00039625168,84176.92804336548,0.275,84172.82602548599,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
420,,,,,,90371.57493591309,90436.8212223053,0.27058823529411763,90425.17009973526,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
450,,,,,,96577.40792274474,98539.22510147096,0.36231884057971014,97962.22004890443,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
480,,,,,,105031.78048849107,105334.3472480774,0.3048780487804878,105267.11019039156,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
510,,,,,,109677.57884502411,109714.24698829652,0.4,109703.94694805147,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
540,,,,,,116756.45139694214,116804.74758148192,0.2987012987012987,116796.48639202116,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
570,,,,,,120907.18708992004,120961.71021461488,0.3387096774193548,120949.19671058656,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
600,,,,,,128881.86712741852,128934.35955047607,0.43373493975903615,128915.79515695572,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
630,,,,,,134092.9588651657,134110.8467578888,0.3076923076923077,134106.2005519867,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
660,,,,,,140103.1006884575,140187.57152557373,0.4857142857142857,140164.311439991,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
690,,,,,,147282.60061264038,147621.64616584778,0.3924050632911392,147530.36467075348,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
720,,,,,,152831.27275943756,152999.3541240692,0.3614457831325301,152954.25912380219,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
750,,,,,,158338.62827777863,158418.7662601471,0.3695652173913043,158400.27287960052,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
780,,,,,,166247.2491645813,166309.04746055603,0.36363636363636365,166294.13063049316,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
810,,,,,,168791.61174297333,170780.2722454071,0.3977272727272727,170163.1017446518,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
840,,,,,,174809.32381391525,174831.08043670654,0.30434782608695654,174827.0160126686,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
870,,,,,,182384.93965625766,182828.57871055603,0.3103448275862069,182704.77246284485,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
900,227.433334,11240.675,1187.0315,0.37461527187454197,2.711526625,188527.44332313535,188546.65660858157,0.36363636363636365,188542.90228843692,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
930,,,,,,195870.13288974762,195915.6403541565,0.3472222222222222,195904.74420070648,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
960,,,,,,199393.22637557983,199403.69176864624,0.41237113402061853,199400.6393623352,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
990,,,,,,207875.7233762741,207972.3744392395,0.35365853658536583,207950.8964252472,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1020,,,,,,214875.5478835106,216472.16248512268,0.4,216088.16656827927,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1050,,,,,,221761.23559474945,221897.56298065183,0.3380281690140845,221866.4024353027,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1080,,,,,,228307.62622356418,228333.370923996,0.25609756097560976,228328.603386879,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1110,,,,,,234097.28089809418,234107.51080513,0.32323232323232326,234105.8406162262,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1140,,,,,,240453.41446876526,241058.13550949097,0.3225806451612903,240939.82052326202,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1170,,,,,,248273.86534690857,248327.49223709104,0.32653061224489793,248318.09370994565,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1200,,,,,,251297.62282133105,253181.85925483704,0.2361111111111111,252889.9353003502,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1230,,,,,,258292.51751899716,259206.96663856503,0.2839506172839506,259035.50742864606,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1260,,,,,,265751.5619421005,265803.01308631897,0.34615384615384615,265788.9809560776,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1290,,,,,,270326.18097782135,270616.81294441223,0.34177215189873417,270542.29192733765,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1320,,,,,,276527.6458263397,276639.9042606354,0.35789473684210527,276610.0482940674,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1350,,,,,,283479.4397544861,283573.19235801697,0.4111111111111111,283550.01755714417,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1380,,,,,,288909.7614812851,290561.08832359314,0.46835443037974683,290074.1586136818,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1410,,,,,,294271.53992652893,294310.8685016632,0.38271604938271603,294298.08671474457,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1440,,,,,,301746.71919345856,302876.0178089142,0.24175824175824176,302712.8968977928,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1470,,,,,,308246.8126678467,308301.1417388916,0.4533333333333333,308286.45820617676,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1500,,,,,,312067.8585720062,312079.1552066803,0.36893203883495146,312076.71439647675,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1530,,,,,,320590.84709882736,320706.3252925873,0.38095238095238093,320672.93400764465,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1560,,,,,,326786.04835510254,327358.5906028748,0.35106382978723405,327216.99413299566,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1590,,,,,,333490.63596725464,333505.67293167114,0.3595505617977528,333502.08456516266,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1620,,,,,,337526.03405475616,339178.6997318268,0.46987951807228917,338654.68378543854,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
1650,,,,,,344268.02686214447,344791.30959510803,0.4318181818181818,344620.9384727478,20260224_010612_skew,20260224_010612_skew | tm=skew sf=0.30 sp=0,skew,0.3,0,0,consumer-sts-5
0,51.283333999999996,14797.044,2731.7295000000004,0.7084822879428014,2.474278375,19056.329004764557,19265.197038650516,0.625,19154.097020626068,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
30,,,,,,36244.70438957215,36395.129680633545,0.6229508196721312,36304.874505996704,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
60,,,,,,55879.72239971161,55894.92344856262,0.68,55885.61668395996,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
90,,,,,,72623.56487989426,73001.04403495789,0.7,72759.0702176094,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
120,,,,,,91924.27083730698,92715.94190597534,0.6842105263157895,92223.82205247879,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
150,,,,,,111626.7900943756,111684.34858322144,0.8113207547169812,111640.0728225708,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
180,,,,,,130981.1014509201,131129.47297096252,0.6538461538461539,131042.19560623169,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
210,,,,,,149988.52509260178,150285.71009635925,0.8235294117647058,150087.58676052094,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
240,,,,,,168219.83351707458,168597.4040031433,0.6756756756756757,168398.13069105148,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
270,,,,,,185903.8955593109,186411.64302825928,0.6136363636363636,186128.24909210205,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
300,,,,,,205373.59446287155,205624.52268600464,0.6666666666666666,205473.9657521248,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
330,,,,,,224224.5926833153,224236.5145683289,0.6666666666666666,224229.24512624744,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
360,,,,,,241970.32527446747,242118.20006370544,0.7,242027.20019340515,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
390,,,,,,261224.2475032806,261347.76663780207,0.6341463414634146,261276.7431354522,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
420,,,,,,278082.1584510803,278698.0233192444,0.5897435897435898,278373.8839149475,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
450,,,,,,298884.9685096741,299186.1526966095,0.7111111111111111,299001.33512735367,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
480,,,,,,316929.79362010956,316945.485830307,0.717391304347826,316935.7217884064,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
510,,,,,,336448.148560524,336557.52968788147,0.6428571428571429,336493.5017108917,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
540,,,,,,354007.4645638466,354025.5391597748,0.6666666666666666,354016.2436532974,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
570,,,,,,372319.04499053955,372781.5363407135,0.7555555555555555,372497.7348303795,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
600,,,,,,391864.5943689347,391976.1266708374,0.6363636363636364,391916.2296938896,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
630,,,,,,410655.9217977524,410802.8526306152,0.5106382978723404,410748.55210542673,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
660,,,,,,429535.10797262186,429662.5037193298,0.7272727272727273,429582.51104116434,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
690,,,,,,447952.08098888403,448124.4552135468,0.5952380952380952,448040.37022590643,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
720,,,,,,466509.2334508896,466651.3583660126,0.7083333333333334,466557.6164007187,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
