t_bucket,throughput,p99_pods_max_ms,p99_pods_med_ms,viol_rate,lag_skew_ratio,true_p99_ms,true_max_ms,true_viol_rate,hot_part_p99_ms,run_id,label,traffic_mode,skew_fraction,skew_partitions,hot_partition,hot_consumer
750,,,,,,485225.734937191,485473.0861186981,0.5952380952380952,485334.3281388283,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
780,,,,,,504019.8340177536,504420.5663204193,0.62,504207.93285369873,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
810,,,,,,521277.05504894257,522501.26910209656,0.782608695652174,521630.7168865204,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
840,,,,,,541324.8076105118,541359.5871925354,0.7407407407407407,541336.6195440292,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
870,,,,,,558894.4474220276,559499.0074634552,0.6486486486486487,559146.3474392891,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
900,126.050001,33165.953,1452.1779999999999,0.6780378156816078,4.137681125,578056.3081979752,578443.5541629791,0.5,578301.8788099289,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
930,,,,,,596373.5049700737,597048.7995147705,0.5625,596703.968257904,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
960,,,,,,615616.4032196999,616349.2937088013,0.6136363636363636,615940.2385520935,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
990,,,,,,634442.951798439,634596.8487262726,0.7450980392156863,634495.2767539024,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1020,,,,,,652835.5532073975,652887.3691558838,0.6444444444444445,652860.2835464478,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1050,,,,,,671994.0883374214,672033.7755680084,0.6363636363636364,672010.7015967369,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1080,,,,,,688913.0548715591,690141.4606571198,0.6818181818181818,689398.7036705017,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1110,,,,,,708267.5557374954,708860.2139949799,0.7209302325581395,708493.3303117752,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1140,,,,,,728321.7421722412,728728.5876274109,0.6444444444444445,728488.1789493561,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1170,,,,,,746196.0507369041,746196.248292923,0.6666666666666666,746196.1305999756,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1200,,,,,,764119.585237503,765189.7828578949,0.6166666666666667,764645.6145763397,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1230,,,,,,782757.7961540222,783869.5948123932,0.75,783088.9702224731,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1260,,,,,,800397.3562479019,800985.0463867188,0.5526315789473685,800699.143075943,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1290,,,,,,821438.7197494507,821854.0716171265,0.6304347826086957,821604.860496521,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1320,,,,,,840483.3506202698,841126.8064975739,0.7555555555555555,840746.582570076,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1350,,,,,,856069.8057246208,856197.6788043976,0.75,856111.4388203621,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1380,,,,,,877942.4163579941,878481.0240268707,0.6470588235294118,878187.2380256653,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1410,,,,,,896640.694963932,896793.6518192291,0.8055555555555556,896680.0267267227,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1440,,,,,,915305.3775811195,915389.609336853,0.6136363636363636,915344.5551419258,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1470,,,,,,933764.4574928284,934344.809293747,0.6595744680851063,934004.1680192947,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1500,,,,,,953242.8567409514,953379.4782161711,0.5609756097560976,953314.5830154418,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1530,,,,,,971008.8247537614,971122.8682994844,0.6595744680851063,971050.9712815286,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1560,,,,,,989939.0466117858,990006.0229301451,0.7346938775510204,989968.348751068,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1590,,,,,,1008378.7818384169,1008399.9669551848,0.6808510638297872,1008386.150574684,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1620,,,,,,1027263.010368347,1027481.2133312224,0.6808510638297872,1027362.6247644423,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1650,,,,,,1044756.821231842,1044807.6584339142,0.6031746031746031,1044783.0597877502,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1680,,,,,,1064740.6694030762,1065183.8192939758,0.6578947368421053,1064896.370716095,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1710,,,,,,1083402.6909899714,1083486.774682999,0.6190476190476191,1083441.6566038134,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1740,,,,,,1101479.940519333,1101668.6725616455,0.6538461538461539,1101565.0549697876,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1770,,,,,,1120295.6019496918,1120342.3900604248,0.6909090909090909,1120313.797326088,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1800,148.88333500000002,51550.731,1711.757,0.6609201835889399,3.6742980000000003,1137775.3309249878,1137835.932970047,0.7391304347826086,1137800.918455124,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1830,,,,,,1157533.5009670258,1157731.754541397,0.7142857142857143,1157601.197309494,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1860,,,,,,1177641.7163419721,1177651.5004634855,0.7291666666666666,1177645.463452339,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1890,,,,,,1196241.0071277618,1196396.4130878448,0.6744186046511628,1196307.6096820831,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1920,,,,,,1215088.3725094795,1215214.1227722168,0.825,1215123.8405323029,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1950,,,,,,1232048.8498449326,1232602.2799015043,0.765625,1232215.7573223112,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
1980,,,,,,1250961.3018512726,1251853.3098697662,0.7073170731707317,1251295.8048582077,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2010,,,,,,1270593.9484381676,1270756.6549777985,0.6923076923076923,1270657.7549242973,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2040,,,,,,1285518.0373859406,1285814.3122196198,0.6486486486486487,1285666.1748027802,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2070,,,,,,1306427.1059679985,1307033.5681438446,0.7631578947368421,1306607.4055337906,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2100,,,,,,1325614.8316383362,1325638.6761665344,0.7073170731707317,1325624.9655628204,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2130,,,,,,1344197.1109819412,1344441.9095516205,0.6578947368421053,1344289.7374677658,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2160,,,,,,1363644.9853515625,1364037.3032093048,0.68,1363781.0956287384,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2190,,,,,,1382666.048424244,1382709.1417312622,0.7407407407407407,1382681.4969682693,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2220,,,,,,1401749.7742724419,1401930.163383484,0.78125,1401807.9643082619,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2250,,,,,,1420838.871588707,1420953.0022144318,0.8205128205128205,1420865.9025263786,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2280,,,,,,1438770.8036899567,1439558.1431388855,0.6111111111111112,1439108.2348823547,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2310,,,,,,1458386.4723014832,1458422.9423999786,0.8,1458397.1988010406,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2340,,,,,,1476265.4363560677,1476381.2704086304,0.7708333333333334,1476299.9401164055,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2370,,,,,,1495253.647480011,1495642.394065857,0.6909090909090909,1495419.224729538,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2400,,,,,,1513671.530828476,1514299.9334335327,0.7027027027027027,1513898.4539914131,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2430,,,,,,1532047.9672908783,1532380.9669017792,0.7049180327868853,1532170.0671482086,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2460,,,,,,1551229.7650337222,1551253.1914711,0.75,1551238.466281891,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2490,,,,,,1568898.7520933151,1569101.8135547638,0.782608695652174,1568970.9517240524,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2520,,,,,,1587722.0343589783,1588186.9468688965,0.7,1587873.8425254822,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2550,,,,,,1606842.343211174,1607006.4418315887,0.75,1606895.7706689835,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2580,,,,,,1626338.2480072975,1626353.964328766,0.6538461538461539,1626344.7194337847,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2610,,,,,,1643385.2309894562,1643596.138715744,0.5641025641025641,1643485.1346492767,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2640,,,,,,1661616.1851787567,1661807.154417038,0.6222222222222222,1661707.3295879364,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2670,,,,,,1681546.9951725006,1681750.7545948029,0.7142857142857143,1681614.9149799347,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2700,149.916667,70603.314,1432.4035,0.667704280155642,3.7296639999999996,1698261.6228103638,1698901.813030243,0.6744186046511628,1698520.747423172,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2730,,,,,,1718351.928949356,1718457.139968872,0.5777777777777777,1718399.7521400452,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2760,,,,,,1736776.9284439087,1736813.4858608246,0.7037037037037037,1736789.5829343796,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2790,,,,,,1755032.224574089,1755410.8107089996,0.6744186046511628,1755176.4478635788,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2820,,,,,,1774414.4188213348,1774541.8872833252,0.6666666666666666,1774470.5913639069,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2850,,,,,,1792726.7061114311,1792932.3089122772,0.782608695652174,1792786.10247612,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2880,,,,,,1811318.042268753,1811535.7315540316,0.673469387755102,1811404.2109441757,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2910,,,,,,1830350.2182745936,1830681.840658188,0.6052631578947368,1830529.473617077,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2940,,,,,,1847795.5429935455,1848111.7417812347,0.6666666666666666,1847908.8972759247,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
2970,,,,,,1868058.8405680656,1868205.8684825895,0.5909090909090909,1868137.483406067,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3000,,,,,,1886752.3771762846,1886784.335374832,0.6739130434782609,1886765.1604557035,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3030,,,,,,1905403.984274864,1905477.8661727903,0.7021276595744681,1905431.2884545324,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3060,,,,,,1924212.9892253876,1924267.31467247,0.7551020408163265,1924235.6248283386,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3090,,,,,,1940875.8068084717,1940964.8389816284,0.7142857142857143,1940906.20803833,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3120,,,,,,1961594.2116737368,1961744.5724010468,0.660377358490566,1961654.9342751503,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3150,,,,,,1979594.8227214813,1979611.126422882,0.723404255319149,1979600.4935741425,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3180,,,,,,1998156.7621541026,1998652.119636536,0.631578947368421,1998370.970795155,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3210,,,,,,2006935.3693199158,2007496.4253902435,0.65,2007194.3182754517,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3240,,,,,,1912224.593369961,1912421.55623436,0.6333333333333333,1912328.0823326113,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3270,,,,,,1931597.5056529045,1931644.0515518188,0.7619047619047619,1931612.2641086578,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3300,,,,,,1949745.9220504763,1950042.936086655,0.6444444444444445,1949880.9284305575,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3330,,,,,,1969074.7890233991,1969162.853717804,0.6964285714285714,1969103.6101961136,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3360,,,,,,1987093.7809658053,1987610.8901500704,0.75,1987262.142095566,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3390,,,,,,2006002.3614764214,2006365.4577732089,0.75,2006121.1929917338,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3420,,,,,,2024890.1689028738,2024985.9828948972,0.86,2024907.7673912046,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3450,,,,,,2043793.888311386,2043798.163175583,0.68,2043795.371427536,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3480,,,,,,2061231.5255498884,2061617.2749996183,0.5116279069767442,2061433.5847854612,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3510,,,,,,2072456.196460724,2072713.428974152,0.8181818181818182,2072544.6201372151,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3540,,,,,,1943204.9744725227,1943237.7622127533,0.6296296296296297,1943220.4403877258,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3570,,,,,,1963108.092813492,1963260.6089115145,0.7959183673469388,1963165.2863502505,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3600,149.649999,88694.11,1632.4565,0.6766900545717786,3.321750375,1981721.3543820381,1981765.0978565216,0.7291666666666666,1981734.3843531609,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3630,,,,,,2000620.6687927248,2000700.6726264956,0.6842105263157895,2000655.2650451662,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3660,,,,,,2018650.425310135,2019389.7383213043,0.5777777777777777,2019036.8843841553,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3690,,,,,,2037950.2414870262,2038302.0479679108,0.575,2038112.613708973,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3720,,,,,,2055342.6638245583,2055346.8008041384,0.7424242424242424,2055343.8730955126,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3750,,,,,,2075218.2733058927,2075371.9794750211,0.5714285714285714,2075304.7330260274,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3780,,,,,,2092141.2699985502,2092355.1054000852,0.8372093023255814,2092182.0005512235,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3810,,,,,,2103075.9869909286,2103104.6171188354,0.6511627906976745,2103086.2120366096,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3840,,,,,,1975698.6184024813,1975797.600030899,0.7428571428571429,1975736.4643192291,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3870,,,,,,1994861.8091106412,1994969.6390628812,0.7352941176470589,1994894.4848537443,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3900,,,,,,2013203.984529972,2013476.057291031,0.6190476190476191,2013316.7951869965,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3930,,,,,,2030964.5351529124,2031281.0306549072,0.5892857142857143,2031137.1690630913,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3960,,,,,,2049877.5138282774,2049921.3738441467,0.7017543859649122,2049892.3949050903,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
3990,,,,,,2069633.411231041,2069884.8633766172,0.6538461538461539,2069741.8807840345,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4020,,,,,,2088541.8868637085,2088719.7179794312,0.6923076923076923,2088619.6879768372,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4050,,,,,,2106825.6084299088,2107217.0586586,0.6818181818181818,2106980.367822647,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4080,,,,,,2125930.9630680084,2126460.5309963226,0.6382978723404256,2126149.6976470947,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4110,,,,,,2135915.762901306,2136042.974948883,0.7777777777777778,2135953.3482789993,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4140,,,,,,2007035.106098652,2007097.1066951752,0.6607142857142857,2007059.9063372612,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4170,,,,,,2025581.874482632,2026915.2688980105,0.6538461538461539,2026078.6292648318,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4200,,,,,,2044259.1942429545,2044629.8229694369,0.8181818181818182,2044354.0062427523,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4230,,,,,,2063736.423358917,2064051.966190338,0.6808510638297872,2063866.7562675474,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4260,,,,,,2082375.6280088425,2082664.6206378937,0.627906976744186,2082499.4819927216,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4290,,,,,,2100404.7848320003,2100438.922643661,0.7111111111111111,2100417.974441051,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4320,,,,,,2119174.1337418556,2119840.7900333405,0.6730769230769231,2119474.7826576233,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4350,,,,,,2138157.1814727783,2138394.6743011475,0.5957446808510638,2138260.439224243,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4380,,,,,,2156839.0092849736,2156972.762346268,0.66,2156888.143062592,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4410,,,,,,2165539.261322022,2165735.134840012,0.5714285714285714,2165634.809379578,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4440,,,,,,2039855.2010869978,2040078.7749290464,0.6571428571428571,2039953.8366055486,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4470,,,,,,2057369.2503356934,2057585.1333141327,0.6976744186046512,2057466.9116830826,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4500,148.216666,107692.629,1475.0475000000001,0.6770493646688407,3.949211875,2077883.6529731748,2078135.375499725,0.6938775510204082,2077967.560482025,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4530,,,,,,2093384.0146255493,2093708.300113678,0.7045454545454546,2093512.2205162048,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4560,,,,,,2114985.5116271973,2115425.789356232,0.717948717948718,2115136.132955551,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4590,,,,,,2134012.7803897858,2134276.3044834137,0.5757575757575758,2134136.307308674,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4620,,,,,,2153126.4892578125,2153411.340713501,0.7027027027027027,2153221.439743042,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4650,,,,,,2170649.3216991425,2171456.0866355896,0.65625,2170987.642478943,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4680,,,,,,2190313.4493732452,2190686.5417957306,0.6792452830188679,2190464.121313095,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4710,,,,,,2200254.2005085945,2200256.9308280945,0.7,2200255.1477622986,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4740,,,,,,2071685.5316758158,2071925.899267197,0.6071428571428571,2071812.2709512713,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4770,,,,,,2091498.2132148745,2091790.6942367556,0.6444444444444445,2091637.8064298632,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4800,,,,,,2109237.2152400017,2109319.1187381744,0.6875,2109266.8399095535,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4830,,,,,,2126149.7112226486,2126664.9420261383,0.6666666666666666,2126357.9960155487,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4860,,,,,,2147277.9833650594,2147828.130483628,0.7948717948717948,2147422.7589225774,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
4890,,,,,,2166652.5770425797,2166817.886352539,0.6666666666666666,2166718.7007665634,20260224_025555_skew,20260224_025555_skew | tm=skew sf=0.80 sp=0,skew,0.8,0,0,consumer-sts-6
