which,label,n,gev_c,gev_loc,gev_scale,F_u,KS_D,KS_p_asym,KS_p_boot,KS_D_boot_mean
trunc_gev,POLL_TIMEOUT=20ms,123250,-1.016461000585184,0.0219629497651957,0.0026302340752078,0.9970991244029953,0.3392870646745013,0.0,0.0,0.002481033735643001
trunc_gev,POLL_TIMEOUT=3ms,111651,-1.6840766683463886,0.0069775824855799,0.0022278136015042,0.9805921062328125,0.4020606017411671,0.0,0.0,0.0026215769424661967
trunc_gev,POLL_TIMEOUT=5ms,8102,-1.2730554408635373,0.0045651455386804,0.0009368824843765,0.9965372582504948,0.5359831012659362,0.0,0.0,0.009899608309471264
