u,n_exc,xi,sigma,ks_stat,ks_p,ad_stat
0.4,5000,-0.884570240837656,26.109230028462882,0.016817638392081377,0.1168754655332841,2.4841079895732037
0.5,5000,-0.8813557750354529,26.149488020033687,0.014751365595031013,0.2244409707295406,1.728728427425267
0.6,5000,-0.893422771671289,26.569004473758696,0.017024019628986142,0.10897957703260974,2.023811100067178
0.7,5000,-0.8888384298522818,26.57664449996419,0.01637208257779721,0.13552887046113504,1.4459477002865242
0.8,5000,-0.8853851099102368,26.385195846070932,0.015903968453103934,0.15765631183768636,2.2472156697031096
0.9,5000,-0.8831234057299169,26.44832477188328,0.01570465869053217,0.16791390164348352,1.619000993073314
