t_bucket,pods,throughput,p99_max,p99_med,window_total,window_viol,total_lag,max_lag,viol_rate,skew_ratio
30,8,41.816667,12673.618,3364.1315,2509,1617,794.0,746.0,0.6444798724591471,7.0
60,8,113.883333,31304.434,1677.5,6833,4528,5594.0,5404.0,0.6626664715351969,7.79798
90,8,147.433333,49700.855,1576.306,8846,5906,10153.0,9784.0,0.6676463938503279,7.748169
120,8,149.066668,69452.365,1260.4225000000001,8944,5850,14644.0,14235.0,0.6540697674418605,7.795728
150,8,146.10000100000002,88461.802,1710.1264999999999,8766,5816,19375.0,18983.0,0.6634725074150125,7.858422
180,8,146.6,106813.548,1574.3455,8796,5969,23940.0,23589.0,0.6786039108685766,7.89656
210,8,148.916667,125618.471,1357.237,8935,5985,28498.0,28140.0,0.6698377168438724,7.910049
240,8,149.416668,144253.842,1551.996,8965,5987,33039.0,32665.0,0.6678192972671501,7.921909
270,8,150.29999999999998,163235.839,1403.67,9018,5975,37545.0,37142.0,0.6625637613661566,7.924049
300,8,150.633334,181988.117,1376.5484999999999,9038,5942,42080.0,41755.0,0.6574463376853286,8.0
330,8,149.899998,200935.271,1833.4565,8994,5984,46548.0,46210.0,0.6653324438514565,7.949424
360,8,149.76666600000001,219883.244,1595.819,8986,6000,51092.0,50766.0,0.6677053193857111,7.956118
390,8,149.0,237683.461,1309.6215,8940,5989,55651.0,55201.0,0.6699105145413871,7.941876
420,8,148.35,257577.055,1235.0065,8901,5944,60182.0,59795.0,0.6677901359397821,7.952917
450,8,147.450001,276577.901,1538.4595,8847,5916,64806.0,64429.0,0.6687012546625974,7.958619
480,8,147.79999899999999,294939.105,1668.857,8868,5954,69378.0,69019.0,0.671402796571944,7.962965
510,8,148.583333,314324.688,1651.741,8915,5968,73906.0,73537.0,0.6694335389792485,7.964368
540,8,147.466665,332925.6,1468.605,8848,5943,78538.0,78154.0,0.6716772151898734,7.965957
570,8,146.683335,351869.892,1346.74,8801,5933,83140.0,82761.0,0.6741279400068174,7.967077
600,8,147.05,370865.842,1539.914,8823,5977,87770.0,87414.0,0.6774339793720957,7.972457
630,8,146.466666,389818.289,1670.7315,8788,5938,92343.0,91947.0,0.6756941283568503,7.969231
660,8,147.48333399999999,408466.458,6497.2125,8849,6038,96947.0,96534.0,0.6823369872301955,7.969125
690,8,150.333333,426823.864,1448.5010000000002,9020,6069,101451.0,101037.0,0.6728381374722838,7.970968
720,8,151.41666800000002,445618.087,1530.8135,9085,5967,105978.0,105515.0,0.6567969179966978,7.96911
750,8,149.766667,465025.979,1760.6080000000002,8986,6022,110479.0,110123.0,0.6701535722234587,7.978121
780,8,146.850001,483951.3,1707.3045,8811,5927,115063.0,114593.0,0.672681874929066,7.969816
810,8,146.75,503085.307,1539.6734999999999,8805,5875,119698.0,119357.0,0.6672345258375922,7.979543
840,8,148.73333300000002,521123.939,1256.2804999999998,8924,5945,124283.0,123894.0,0.6661810847153743,7.977785
870,8,147.433334,540940.547,1463.661,8846,5895,128893.0,128491.0,0.6664028939633733,7.97802
900,8,146.066667,559514.572,1435.379,8764,5899,133497.0,133147.0,0.6730944774075764,7.982255
930,8,146.616667,578497.032,1299.4645,8797,5960,138098.0,137753.0,0.6775036944412868,7.982615
960,8,148.066667,597203.106,1692.297,8884,5986,142696.0,142320.0,0.6737955875731653,7.981269
990,8,150.716666,616197.136,1387.3385,9043,5979,147223.0,146780.0,0.6611743890301891,7.978421
1020,8,150.21666599999998,635153.469,1629.0215,9013,5981,151726.0,151345.0,0.6635970265172528,7.982858
1050,8,148.41666600000002,654175.349,1688.3004999999998,8905,5963,156356.0,156017.0,0.6696238068500843,7.985209
1080,8,147.166665,672883.475,1618.1390000000001,8830,5969,160903.0,160562.0,0.6759909399773499,7.985378
1110,8,148.099999,691902.312,1634.5014999999999,8886,6007,165512.0,165152.0,0.6760072023407607,7.985156
1140,8,150.383332,710792.326,1600.3615,9023,6015,170007.0,169673.0,0.6666297240385681,7.98635
1170,8,149.6,729518.652,1638.9515000000001,8976,6028,174570.0,174188.0,0.6715686274509803,7.984873
1200,8,149.583333,748232.973,1708.2649999999999,8975,6027,179119.0,178710.0,0.6715320334261838,7.984407
1230,8,150.516668,767497.956,1625.1905000000002,9031,6009,183620.0,183210.0,0.6653748200642232,7.984659
1260,8,149.133333,785933.478,1566.9389999999999,8948,5996,188119.0,187677.0,0.6700938757264193,7.982901
1290,8,148.349999,805064.067,1452.26,8901,6012,192716.0,192333.0,0.6754297269969667,7.986505
1320,8,148.850001,824031.796,1652.799,8931,5996,197271.0,196824.0,0.6713693875265928,7.983613
1350,8,149.216666,843034.97,1205.721,8953,5960,201828.0,201416.0,0.6656986484977102,7.985766
1380,8,148.54999899999999,861733.828,1443.6875,8913,5951,206361.0,205947.0,0.6676764276898912,7.985576
1410,8,148.716668,880587.271,1639.958,8923,6002,210978.0,210565.0,0.6726437296873249,7.986119
1440,8,149.316666,899376.049,1719.071,8959,6014,215513.0,215046.0,0.671280276816609,7.984888
1470,8,148.783334,918953.388,1494.661,8927,5982,220079.0,219728.0,0.6701019379410776,7.988766
1500,8,147.9,937492.676,1489.012,8874,5988,224626.0,224233.0,0.6747802569303584,7.987959
1530,8,147.866667,956184.669,1467.187,8872,5986,229229.0,228758.0,0.6747069431920649,7.985234
1560,8,148.949999,975595.221,1785.712,8937,5987,233813.0,233479.0,0.6699116034463467,7.9897
1590,8,146.48333300000002,994479.93,1756.1264999999999,8789,5923,238439.0,237982.0,0.6739105700307202,7.986074
