pod,traffic_mode,topics,window_total,window_viol,msg_rate_window,lat_window_seconds,lat_count_window,lat_p95_ms,lat_p99_ms,cpu_percent,mem_percent,uptime_sec,total_lag,max_lag,lag_skew_ratio,consumed_total,file,viol_rate,t_bucket
consumer-sts-0,skew,B0-R100-20260223-232853_0,121,18,2.016667,30.0,121,1768.936,2916.441,0.0,14.6,30.035,0.0,0.0,0.0,121,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.1487603305785124,30
consumer-sts-0,skew,B0-R100-20260223-232853_0,361,39,6.016667,30.0,240,1248.486,1601.865,7.4,14.6,60.063,10.0,4.0,3.2,361,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.10803324099722991,60
consumer-sts-0,skew,B0-R100-20260223-232853_0,477,37,7.95,30.0,237,1108.341,1523.827,7.3,14.6,90.092,9.0,3.0,2.666667,598,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07756813417190776,90
consumer-sts-0,skew,B0-R100-20260223-232853_0,493,36,8.216667,30.0,255,1324.981,2015.981,7.2,14.6,120.122,10.0,4.0,3.2,853,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07302231237322515,120
consumer-sts-0,skew,B0-R100-20260223-232853_0,504,39,8.4,30.0,249,1204.668,1741.781,6.9,14.6,150.152,6.0,2.0,2.666667,1102,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07738095238095238,150
consumer-sts-0,skew,B0-R100-20260223-232853_0,478,33,7.966667,30.0,229,1056.002,1805.922,8.2,14.6,180.179,7.0,3.0,3.428571,1331,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.06903765690376569,180
consumer-sts-0,skew,B0-R100-20260223-232853_0,483,27,8.05,30.0,251,706.147,1242.841,8.6,14.6,210.21,6.0,2.0,2.666667,1582,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.055900621118012424,210
consumer-sts-0,skew,B0-R100-20260223-232853_0,508,38,8.466667,30.0,257,1389.093,1840.198,6.8,14.6,240.24,8.0,2.0,2.0,1839,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07480314960629922,240
consumer-sts-0,skew,B0-R100-20260223-232853_0,535,35,8.916667,30.0,278,615.917,1442.339,6.9,14.6,270.267,5.0,2.0,3.2,2117,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.06542056074766354,270
consumer-sts-0,skew,B0-R100-20260223-232853_0,518,30,8.633333,30.0,238,1369.244,1918.524,7.3,14.6,300.295,1.0,1.0,8.0,2355,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.05791505791505792,300
consumer-sts-0,skew,B0-R100-20260223-232853_0,516,40,8.6,30.0,278,1128.267,2125.791,7.2,14.6,330.323,6.0,2.0,2.666667,2633,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07751937984496124,330
consumer-sts-0,skew,B0-R100-20260223-232853_0,542,37,9.033333,30.0,263,1036.696,1860.032,7.1,14.6,360.347,7.0,3.0,3.428571,2896,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.06826568265682657,360
consumer-sts-0,skew,B0-R100-20260223-232853_0,515,38,8.583333,30.0,252,1496.703,2229.659,7.3,14.6,390.375,13.0,4.0,2.461538,3148,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07378640776699029,390
consumer-sts-0,skew,B0-R100-20260223-232853_0,480,33,8.0,30.0,228,810.343,1506.053,9.6,14.6,420.403,4.0,2.0,4.0,3376,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.06875,420
consumer-sts-0,skew,B0-R100-20260223-232853_0,433,24,7.216667,30.0,203,887.307,1693.03,7.4,14.6,450.434,4.0,2.0,4.0,3579,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.05542725173210162,450
consumer-sts-0,skew,B0-R100-20260223-232853_0,430,26,7.166667,30.0,227,1099.711,1702.492,8.0,14.6,480.463,5.0,2.0,3.2,3806,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.06046511627906977,480
consumer-sts-0,skew,B0-R100-20260223-232853_0,461,22,7.683333,30.0,234,555.815,1295.695,9.5,14.6,510.494,6.0,2.0,2.666667,4040,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.04772234273318872,510
consumer-sts-0,skew,B0-R100-20260223-232853_0,449,15,7.483333,30.0,213,708.749,1395.96,8.2,14.6,540.517,8.0,5.0,5.0,4253,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.0334075723830735,540
consumer-sts-0,skew,B0-R100-20260223-232853_0,434,25,7.233333,30.0,221,1061.902,1460.791,8.4,14.6,570.547,4.0,2.0,4.0,4474,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.0576036866359447,570
consumer-sts-0,skew,B0-R100-20260223-232853_0,452,36,7.533333,30.0,230,1062.523,1506.34,7.9,14.6,600.575,12.0,4.0,2.666667,4704,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07964601769911504,600
consumer-sts-0,skew,B0-R100-20260223-232853_0,444,46,7.4,30.0,213,1556.546,2268.532,8.1,14.6,630.603,10.0,4.0,3.2,4917,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.1036036036036036,630
consumer-sts-0,skew,B0-R100-20260223-232853_0,420,59,7.0,30.0,203,4576.733,6107.107,8.2,14.6,660.632,2.0,1.0,4.0,5120,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.14047619047619048,660
consumer-sts-0,skew,B0-R100-20260223-232853_0,430,42,7.166667,30.0,227,746.622,1638.405,8.3,14.6,690.648,7.0,4.0,4.571429,5347,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.09767441860465116,690
consumer-sts-0,skew,B0-R100-20260223-232853_0,469,27,7.816667,30.0,242,936.174,1605.795,8.6,14.6,720.675,8.0,2.0,2.0,5589,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.057569296375266525,720
consumer-sts-0,skew,B0-R100-20260223-232853_0,474,39,7.9,30.0,232,1410.347,2392.512,9.7,14.6,750.703,9.0,4.0,3.555556,5821,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.08227848101265822,750
consumer-sts-0,skew,B0-R100-20260223-232853_0,480,34,8.0,30.0,248,704.222,1979.745,9.9,14.6,780.734,7.0,3.0,3.428571,6069,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07083333333333333,780
consumer-sts-0,skew,B0-R100-20260223-232853_0,488,17,8.133333,30.0,239,281.903,1063.123,8.1,14.6,810.759,5.0,2.0,3.2,6308,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.03483606557377049,810
consumer-sts-0,skew,B0-R100-20260223-232853_0,480,21,8.0,30.0,241,873.823,1801.117,7.9,14.6,840.788,10.0,3.0,2.4,6549,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.04375,840
consumer-sts-0,skew,B0-R100-20260223-232853_0,457,29,7.616667,30.0,216,998.295,1274.283,8.0,14.6,870.815,3.0,2.0,5.333333,6765,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.06345733041575492,870
consumer-sts-0,skew,B0-R100-20260223-232853_0,455,23,7.583333,30.0,239,646.714,1488.406,8.0,14.6,900.843,7.0,2.0,2.285714,7004,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.05054945054945055,900
consumer-sts-0,skew,B0-R100-20260223-232853_0,478,22,7.966667,30.0,239,827.649,1214.387,8.6,14.6,930.871,10.0,4.0,3.2,7243,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.04602510460251046,930
consumer-sts-0,skew,B0-R100-20260223-232853_0,497,33,8.283333,30.0,258,996.737,1939.513,8.3,14.6,960.899,8.0,2.0,2.0,7501,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.06639839034205232,960
consumer-sts-0,skew,B0-R100-20260223-232853_0,512,39,8.533333,30.0,252,1359.125,1710.089,8.4,14.6,990.928,5.0,2.0,3.2,7753,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.076171875,990
consumer-sts-0,skew,B0-R100-20260223-232853_0,488,36,8.133333,30.0,234,1012.631,1686.324,9.6,14.6,1020.956,8.0,3.0,3.0,7987,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.07377049180327869,1020
consumer-sts-0,skew,B0-R100-20260223-232853_0,443,36,7.383333,30.0,209,1328.215,1998.96,11.2,14.6,1050.986,12.0,5.0,3.333333,8196,consumer_metrics_run-20260223-232853_consumer-sts-0.csv,0.08126410835214447,1050
